0.083,0.209,0.299,0.366
0.082,0.207,0.295,0.36
0.081,0.204,0.29,0.354
0.08,0.202,0.286,0.347
0.079,0.2,0.281,0.341
0.078,0.196,0.278,0.334
0.078,0.194,0.272,0.328
0.076,0.19,0.268,0.323
0.075,0.187,0.263,0.317
0.073,0.184,0.26,0.313
0.071,0.181,0.253,0.306
0.069,0.178,0.25,0.299
0.067,0.176,0.247,0.294
0.066,0.173,0.245,0.288
0.066,0.17,0.243,0.284
0.064,0.168,0.24,0.279
0.062,0.165,0.235,0.274
0.06,0.163,0.232,0.27
0.058,0.16,0.228,0.267
0.058,0.158,0.224,0.263
0.055,0.154,0.22,0.26
0.054,0.152,0.216,0.256
0.052,0.15,0.213,0.252
0.051,0.148,0.21,0.249
0.049,0.146,0.208,0.245
0.048,0.145,0.205,0.243
0.046,0.142,0.201,0.239
0.045,0.14,0.199,0.236
0.044,0.14,0.196,0.232
0.043,0.137,0.192,0.229
0.043,0.135,0.189,0.226
0.041,0.133,0.187,0.223
0.04,0.131,0.185,0.219
0.039,0.129,0.182,0.216
0.038,0.127,0.178,0.212
0.037,0.125,0.177,0.208
0.037,0.124,0.176,0.206
0.037,0.122,0.175,0.203
0.036,0.12,0.172,0.199
0.036,0.119,0.171,0.197
0.035,0.119,0.169,0.195
0.035,0.117,0.167,0.193
0.034,0.116,0.165,0.19
0.035,0.115,0.163,0.187
0.034,0.114,0.163,0.185
0.034,0.115,0.161,0.182
0.034,0.115,0.158,0.181
0.033,0.114,0.156,0.178
0.032,0.114,0.155,0.177
0.031,0.113,0.152,0.175
0.031,0.112,0.151,0.173
0.03,0.113,0.151,0.171
0.031,0.112,0.148,0.169
0.03,0.11,0.146,0.166
0.03,0.109,0.146,0.165
0.029,0.109,0.144,0.163
0.029,0.107,0.141,0.16
0.028,0.106,0.138,0.158
0.027,0.104,0.137,0.156
0.027,0.104,0.135,0.155
0.027,0.103,0.134,0.153
0.027,0.102,0.134,0.151
0.027,0.101,0.133,0.15
0.027,0.101,0.132,0.149
0.027,0.1,0.13,0.146
0.026,0.098,0.128,0.145
0.026,0.099,0.127,0.143
0.026,0.1,0.126,0.142
0.026,0.1,0.124,0.142
0.025,0.1,0.122,0.14
0.025,0.1,0.121,0.14
0.023,0.099,0.121,0.138
0.023,0.098,0.121,0.137
0.022,0.098,0.12,0.136
0.022,0.097,0.119,0.135
0.021,0.096,0.118,0.133
0.02,0.094,0.117,0.132
0.02,0.094,0.117,0.131
0.019,0.093,0.116,0.13
0.018,0.093,0.114,0.13
0.018,0.092,0.112,0.129
0.018,0.092,0.112,0.128
0.018,0.091,0.11,0.127
0.018,0.091,0.109,0.127
0.018,0.09,0.109,0.126
0.018,0.089,0.109,0.125
0.018,0.088,0.109,0.124
0.017,0.087,0.107,0.122
0.018,0.087,0.107,0.122
0.017,0.087,0.107,0.121
0.018,0.087,0.107,0.121
0.018,0.087,0.105,0.122
0.018,0.087,0.104,0.121
0.017,0.085,0.105,0.121
0.018,0.085,0.105,0.12
0.017,0.084,0.103,0.119
0.017,0.084,0.103,0.119
0.018,0.084,0.103,0.118
0.017,0.083,0.103,0.116
0.018,0.083,0.103,0.115
0.018,0.082,0.102,0.114
0.018,0.083,0.101,0.114
0.018,0.083,0.1,0.113
0.018,0.083,0.1,0.113
0.017,0.084,0.1,0.113
0.017,0.084,0.099,0.113
0.017,0.083,0.098,0.112
0.017,0.083,0.098,0.112
0.017,0.083,0.099,0.111
0.017,0.083,0.098,0.11
0.017,0.083,0.098,0.11
0.016,0.083,0.098,0.11
0.016,0.083,0.099,0.11
0.016,0.083,0.099,0.11
0.016,0.083,0.098,0.11
0.016,0.082,0.097,0.11
0.016,0.082,0.098,0.11
0.015,0.082,0.097,0.109
0.015,0.082,0.097,0.109
0.015,0.083,0.097,0.109
0.015,0.084,0.097,0.109
0.016,0.084,0.098,0.108
0.015,0.085,0.097,0.108
0.016,0.085,0.097,0.108
0.016,0.085,0.097,0.109
0.015,0.086,0.097,0.109
0.015,0.087,0.098,0.11
0.015,0.088,0.098,0.111
0.016,0.088,0.099,0.112
0.016,0.089,0.099,0.112
0.016,0.089,0.099,0.112
0.016,0.089,0.099,0.112
0.015,0.088,0.099,0.112
0.015,0.088,0.1,0.112
0.015,0.087,0.1,0.112
0.015,0.086,0.101,0.113
0.015,0.086,0.101,0.113
0.016,0.085,0.1,0.113
0.016,0.084,0.1,0.113
0.016,0.084,0.1,0.113
0.016,0.084,0.1,0.113
0.015,0.083,0.1,0.112
0.016,0.083,0.1,0.113
0.016,0.083,0.1,0.113
0.016,0.083,0.101,0.113
0.017,0.083,0.1,0.114
0.018,0.084,0.101,0.115
0.018,0.084,0.101,0.115
0.018,0.084,0.101,0.115
0.019,0.085,0.101,0.115
0.019,0.086,0.101,0.116
0.02,0.087,0.101,0.116
0.02,0.086,0.1,0.116
0.02,0.086,0.101,0.116
0.02,0.086,0.101,0.116
0.019,0.085,0.1,0.115
0.019,0.085,0.1,0.116
0.019,0.085,0.1,0.115
0.019,0.084,0.1,0.115
0.019,0.084,0.1,0.115
0.018,0.084,0.099,0.114
0.018,0.083,0.099,0.114
0.018,0.083,0.099,0.114
0.018,0.083,0.099,0.115
0.017,0.083,0.099,0.114
0.017,0.083,0.099,0.115
0.017,0.083,0.099,0.116
0.017,0.083,0.099,0.116
0.018,0.083,0.1,0.117
0.018,0.083,0.101,0.117
0.018,0.084,0.101,0.117
0.018,0.085,0.101,0.118
0.018,0.084,0.101,0.118
0.018,0.085,0.101,0.118
0.018,0.085,0.102,0.118
0.018,0.086,0.102,0.119
0.019,0.087,0.103,0.119
0.019,0.087,0.103,0.119
0.019,0.087,0.103,0.119
0.019,0.086,0.103,0.118
0.019,0.086,0.103,0.118
0.018,0.086,0.103,0.118
0.019,0.087,0.103,0.119
0.019,0.087,0.104,0.12
0.019,0.087,0.103,0.12
0.019,0.087,0.102,0.12
0.019,0.087,0.103,0.121
0.02,0.088,0.104,0.122
0.02,0.088,0.104,0.122
0.02,0.088,0.104,0.123
0.02,0.088,0.104,0.123
0.021,0.088,0.104,0.124
0.02,0.089,0.104,0.124
0.02,0.09,0.105,0.124
0.02,0.09,0.104,0.124
0.021,0.09,0.105,0.125
0.021,0.09,0.106,0.125
0.021,0.091,0.106,0.125
0.021,0.092,0.107,0.126
0.022,0.092,0.107,0.126
0.022,0.093,0.108,0.126
0.022,0.093,0.107,0.125
0.022,0.093,0.108,0.126
0.022,0.094,0.109,0.126
0.023,0.095,0.11,0.127
0.023,0.095,0.111,0.128
0.024,0.096,0.112,0.129
0.024,0.096,0.113,0.129
0.024,0.096,0.113,0.13
0.024,0.096,0.114,0.13
0.025,0.096,0.116,0.132
0.025,0.097,0.116,0.133
0.025,0.096,0.117,0.133
0.025,0.097,0.118,0.134
0.025,0.097,0.118,0.135
0.025,0.097,0.118,0.135
0.025,0.098,0.119,0.136
0.026,0.098,0.119,0.136
0.026,0.098,0.119,0.137
0.025,0.098,0.12,0.137
0.025,0.098,0.12,0.137
0.025,0.098,0.12,0.138
0.025,0.099,0.12,0.138
0.025,0.099,0.119,0.138
0.024,0.099,0.118,0.139
0.024,0.099,0.118,0.139
0.025,0.1,0.119,0.14
0.025,0.101,0.12,0.14
0.025,0.101,0.119,0.141
0.025,0.102,0.119,0.142
0.026,0.102,0.119,0.142
0.025,0.102,0.12,0.143
0.026,0.102,0.12,0.143
0.026,0.102,0.12,0.143
0.026,0.102,0.121,0.144
0.026,0.102,0.121,0.145
0.027,0.103,0.122,0.145
0.027,0.103,0.123,0.146
0.027,0.103,0.123,0.146
0.027,0.103,0.124,0.147
0.028,0.104,0.125,0.148
0.028,0.104,0.125,0.149
0.028,0.104,0.126,0.15
0.028,0.104,0.126,0.15
0.028,0.104,0.127,0.151
0.028,0.104,0.128,0.151
0.028,0.104,0.128,0.152
0.028,0.104,0.128,0.152
0.029,0.104,0.129,0.153
0.029,0.104,0.13,0.153
0.03,0.105,0.131,0.154
0.03,0.106,0.131,0.155
0.031,0.106,0.131,0.156
0.032,0.107,0.132,0.157
0.032,0.107,0.132,0.157
0.032,0.108,0.132,0.158
0.033,0.108,0.133,0.158
0.033,0.109,0.133,0.159
0.034,0.109,0.133,0.16
0.034,0.109,0.134,0.161
0.034,0.11,0.134,0.161
0.035,0.11,0.135,0.162
0.035,0.111,0.135,0.163
0.035,0.111,0.136,0.164
0.034,0.111,0.136,0.164
0.035,0.111,0.136,0.165
0.034,0.111,0.136,0.165
0.035,0.111,0.137,0.166
0.035,0.111,0.138,0.167
0.035,0.111,0.139,0.167
0.035,0.112,0.139,0.168
0.035,0.112,0.141,0.169
0.035,0.112,0.141,0.169
0.035,0.112,0.142,0.169
0.035,0.113,0.142,0.17
0.035,0.114,0.143,0.171
0.036,0.114,0.144,0.172
0.036,0.115,0.144,0.172
0.036,0.116,0.145,0.173
0.037,0.116,0.145,0.174
0.037,0.117,0.146,0.174
0.037,0.117,0.147,0.175
0.037,0.117,0.147,0.176
0.037,0.117,0.148,0.176
0.037,0.117,0.148,0.177
0.037,0.117,0.149,0.178
0.038,0.118,0.15,0.179
0.038,0.118,0.15,0.179
0.038,0.118,0.15,0.18
0.039,0.118,0.151,0.181
0.039,0.119,0.152,0.182
0.039,0.119,0.153,0.183
0.039,0.119,0.154,0.184
0.039,0.12,0.154,0.185
0.039,0.12,0.155,0.185
0.039,0.12,0.155,0.185
0.04,0.12,0.156,0.186
0.04,0.121,0.156,0.186
0.04,0.121,0.156,0.186
0.04,0.121,0.157,0.187
0.04,0.122,0.157,0.188
0.04,0.122,0.157,0.188
0.041,0.123,0.158,0.189
0.041,0.123,0.158,0.19
0.041,0.123,0.159,0.191
0.041,0.124,0.159,0.192
0.042,0.125,0.16,0.193
0.042,0.125,0.16,0.194
0.042,0.126,0.161,0.195
0.043,0.127,0.161,0.196
0.043,0.127,0.162,0.197
0.043,0.128,0.163,0.199
0.044,0.129,0.164,0.2
0.044,0.13,0.165,0.201
0.044,0.13,0.167,0.202
0.045,0.131,0.168,0.203
0.046,0.132,0.168,0.204
0.046,0.132,0.17,0.205
0.046,0.133,0.171,0.206
0.047,0.134,0.172,0.207
0.048,0.134,0.173,0.208
0.048,0.135,0.173,0.209
0.048,0.135,0.174,0.21
0.049,0.136,0.175,0.212
0.049,0.136,0.176,0.213
0.05,0.137,0.177,0.214
0.05,0.137,0.177,0.214
0.05,0.137,0.177,0.215
0.05,0.138,0.178,0.216
0.05,0.139,0.179,0.217
0.05,0.139,0.18,0.218
0.05,0.139,0.18,0.219
0.051,0.14,0.181,0.22
0.051,0.141,0.182,0.221
0.051,0.142,0.183,0.222
0.051,0.142,0.185,0.223
0.052,0.143,0.186,0.224
0.052,0.143,0.187,0.226
0.053,0.144,0.188,0.227
0.053,0.144,0.189,0.228
0.054,0.145,0.19,0.23
0.054,0.146,0.191,0.231
0.055,0.146,0.193,0.233
0.055,0.146,0.193,0.234
0.056,0.147,0.194,0.236
0.056,0.147,0.195,0.237
0.057,0.148,0.196,0.239
0.057,0.148,0.197,0.241
0.058,0.149,0.198,0.242
0.058,0.149,0.199,0.243
0.058,0.149,0.199,0.244
0.059,0.15,0.2,0.246
0.059,0.15,0.201,0.247
0.059,0.151,0.202,0.248
0.059,0.151,0.203,0.249
0.059,0.152,0.204,0.25
0.06,0.153,0.205,0.252
0.06,0.154,0.206,0.253
0.061,0.155,0.208,0.254
