nm lambda,1,2,3,4,5,6,7,8
508.542,0.013,0.056,0.016,0.026,0.039,0.118,0.049,0.14
508.714,0.013,0.057,0.016,0.026,0.039,0.118,0.05,0.14
508.886,0.014,0.057,0.017,0.027,0.039,0.119,0.05,0.141
509.058,0.014,0.057,0.017,0.027,0.039,0.119,0.051,0.141
509.23,0.014,0.057,0.017,0.027,0.04,0.12,0.051,0.141
509.402,0.014,0.057,0.017,0.027,0.04,0.12,0.051,0.141
509.574,0.014,0.058,0.017,0.028,0.041,0.12,0.052,0.142
509.746,0.014,0.058,0.017,0.028,0.041,0.12,0.051,0.142
509.918,0.014,0.058,0.017,0.027,0.04,0.12,0.052,0.142
510.091,0.014,0.058,0.017,0.027,0.04,0.12,0.052,0.142
510.263,0.014,0.058,0.017,0.027,0.041,0.12,0.051,0.142
510.435,0.014,0.058,0.017,0.028,0.041,0.12,0.052,0.142
510.607,0.014,0.058,0.018,0.028,0.041,0.12,0.052,0.142
510.779,0.014,0.058,0.018,0.028,0.041,0.12,0.052,0.143
510.951,0.014,0.058,0.018,0.028,0.041,0.12,0.052,0.143
511.123,0.015,0.058,0.018,0.028,0.041,0.12,0.052,0.144
511.295,0.015,0.058,0.018,0.029,0.041,0.12,0.052,0.144
511.467,0.015,0.058,0.018,0.029,0.042,0.12,0.052,0.144
511.639,0.015,0.058,0.018,0.029,0.042,0.121,0.052,0.145
511.811,0.015,0.058,0.018,0.029,0.042,0.121,0.051,0.145
511.984,0.015,0.058,0.019,0.029,0.042,0.121,0.052,0.145
512.156,0.015,0.058,0.019,0.03,0.042,0.121,0.052,0.145
512.328,0.015,0.059,0.019,0.03,0.042,0.121,0.052,0.146
512.5,0.015,0.059,0.019,0.03,0.042,0.122,0.052,0.146
512.672,0.015,0.059,0.02,0.03,0.043,0.122,0.053,0.147
512.844,0.015,0.059,0.02,0.03,0.043,0.123,0.053,0.148
513.016,0.015,0.059,0.02,0.031,0.043,0.123,0.053,0.148
513.188,0.015,0.059,0.02,0.031,0.043,0.123,0.054,0.148
513.36,0.015,0.059,0.02,0.031,0.044,0.123,0.054,0.148
513.532,0.016,0.059,0.02,0.031,0.044,0.124,0.054,0.149
513.705,0.016,0.059,0.02,0.031,0.044,0.124,0.055,0.15
513.877,0.016,0.059,0.02,0.031,0.044,0.124,0.055,0.15
514.049,0.016,0.059,0.02,0.031,0.044,0.124,0.056,0.15
514.221,0.016,0.059,0.02,0.032,0.044,0.125,0.056,0.15
514.393,0.016,0.059,0.02,0.032,0.045,0.125,0.057,0.15
514.565,0.017,0.059,0.02,0.032,0.045,0.125,0.057,0.15
514.737,0.016,0.06,0.02,0.032,0.045,0.125,0.058,0.15
514.909,0.017,0.06,0.02,0.032,0.045,0.126,0.058,0.151
515.081,0.017,0.06,0.02,0.032,0.046,0.126,0.058,0.151
515.254,0.017,0.06,0.021,0.033,0.046,0.126,0.059,0.151
515.426,0.018,0.06,0.021,0.033,0.046,0.126,0.059,0.151
515.598,0.018,0.06,0.021,0.033,0.046,0.127,0.059,0.151
515.77,0.018,0.061,0.021,0.033,0.046,0.127,0.059,0.151
515.942,0.018,0.061,0.022,0.033,0.046,0.127,0.06,0.151
516.114,0.018,0.061,0.022,0.034,0.047,0.128,0.06,0.152
516.286,0.018,0.061,0.023,0.034,0.047,0.128,0.06,0.152
516.458,0.019,0.061,0.023,0.034,0.047,0.129,0.061,0.153
516.631,0.019,0.061,0.023,0.034,0.048,0.129,0.061,0.153
516.803,0.019,0.061,0.024,0.034,0.048,0.129,0.061,0.153
516.975,0.019,0.061,0.024,0.035,0.048,0.129,0.061,0.154
517.147,0.019,0.061,0.024,0.035,0.048,0.13,0.062,0.154
517.319,0.018,0.061,0.024,0.035,0.048,0.13,0.062,0.155
517.491,0.019,0.061,0.024,0.035,0.049,0.13,0.062,0.155
517.663,0.018,0.061,0.024,0.035,0.048,0.13,0.063,0.155
517.835,0.019,0.061,0.024,0.036,0.049,0.131,0.063,0.156
518.008,0.019,0.061,0.024,0.036,0.049,0.131,0.063,0.156
518.18,0.019,0.061,0.025,0.036,0.049,0.131,0.064,0.157
518.352,0.019,0.061,0.025,0.036,0.05,0.132,0.064,0.157
518.524,0.019,0.061,0.025,0.036,0.05,0.132,0.064,0.158
518.696,0.019,0.061,0.025,0.037,0.05,0.132,0.065,0.159
518.868,0.019,0.061,0.025,0.037,0.051,0.132,0.065,0.159
519.04,0.019,0.062,0.025,0.037,0.051,0.132,0.065,0.159
519.212,0.019,0.062,0.026,0.038,0.051,0.133,0.066,0.16
519.385,0.019,0.062,0.026,0.038,0.051,0.133,0.066,0.16
519.557,0.019,0.062,0.026,0.038,0.051,0.134,0.067,0.16
519.729,0.019,0.062,0.026,0.039,0.052,0.134,0.067,0.161
519.901,0.02,0.063,0.026,0.04,0.052,0.134,0.068,0.161
520.073,0.02,0.063,0.027,0.04,0.053,0.134,0.068,0.162
520.245,0.02,0.063,0.027,0.041,0.053,0.135,0.068,0.162
520.417,0.02,0.064,0.027,0.041,0.054,0.135,0.069,0.163
520.59,0.02,0.064,0.027,0.041,0.054,0.135,0.069,0.163
520.762,0.021,0.064,0.027,0.041,0.054,0.136,0.069,0.163
520.934,0.021,0.064,0.027,0.042,0.054,0.136,0.07,0.164
521.106,0.02,0.065,0.027,0.042,0.054,0.136,0.07,0.164
521.278,0.02,0.064,0.027,0.042,0.054,0.136,0.071,0.164
521.45,0.02,0.065,0.027,0.042,0.054,0.136,0.071,0.164
521.622,0.02,0.065,0.028,0.042,0.055,0.136,0.072,0.164
521.795,0.02,0.065,0.028,0.042,0.055,0.137,0.072,0.165
521.967,0.021,0.065,0.028,0.042,0.055,0.137,0.072,0.166
522.139,0.021,0.065,0.028,0.042,0.056,0.138,0.073,0.166
522.311,0.021,0.066,0.029,0.043,0.056,0.138,0.073,0.166
522.483,0.021,0.066,0.029,0.043,0.056,0.138,0.073,0.167
522.655,0.021,0.066,0.029,0.043,0.057,0.138,0.073,0.167
522.828,0.021,0.066,0.03,0.043,0.057,0.139,0.074,0.168
523,0.022,0.066,0.03,0.044,0.057,0.139,0.074,0.169
523.172,0.022,0.066,0.031,0.044,0.058,0.14,0.075,0.169
523.344,0.022,0.066,0.031,0.044,0.058,0.14,0.075,0.169
523.516,0.022,0.067,0.031,0.045,0.059,0.141,0.075,0.17
523.688,0.022,0.067,0.032,0.045,0.059,0.141,0.076,0.171
523.861,0.022,0.067,0.032,0.045,0.06,0.141,0.076,0.172
524.033,0.023,0.067,0.032,0.046,0.06,0.142,0.077,0.172
524.205,0.023,0.068,0.033,0.047,0.061,0.142,0.077,0.173
524.377,0.023,0.068,0.033,0.047,0.061,0.142,0.078,0.174
524.549,0.023,0.068,0.033,0.047,0.062,0.143,0.079,0.174
524.721,0.024,0.068,0.033,0.047,0.062,0.143,0.079,0.174
524.894,0.024,0.068,0.033,0.047,0.062,0.143,0.079,0.174
525.066,0.024,0.068,0.033,0.047,0.062,0.143,0.079,0.174
525.238,0.024,0.068,0.033,0.048,0.062,0.143,0.08,0.175
525.41,0.024,0.068,0.033,0.048,0.063,0.144,0.08,0.175
525.582,0.024,0.069,0.034,0.049,0.063,0.144,0.081,0.176
525.754,0.025,0.069,0.034,0.049,0.063,0.145,0.082,0.176
525.927,0.025,0.069,0.034,0.049,0.064,0.146,0.082,0.176
526.099,0.025,0.069,0.034,0.05,0.064,0.146,0.083,0.177
526.271,0.026,0.07,0.035,0.05,0.065,0.147,0.083,0.177
526.443,0.026,0.07,0.035,0.05,0.065,0.147,0.084,0.178
526.615,0.026,0.07,0.035,0.05,0.065,0.148,0.084,0.178
526.787,0.026,0.07,0.035,0.051,0.065,0.148,0.085,0.178
526.96,0.026,0.071,0.036,0.051,0.066,0.149,0.085,0.179
527.132,0.026,0.071,0.036,0.051,0.066,0.149,0.086,0.179
527.304,0.026,0.071,0.036,0.052,0.066,0.149,0.086,0.18
527.476,0.026,0.071,0.037,0.052,0.067,0.15,0.086,0.18
527.648,0.026,0.071,0.037,0.053,0.067,0.15,0.087,0.181
527.821,0.026,0.071,0.038,0.053,0.067,0.151,0.088,0.182
527.993,0.026,0.072,0.038,0.053,0.068,0.151,0.089,0.183
528.165,0.026,0.072,0.038,0.054,0.068,0.152,0.089,0.184
528.337,0.027,0.072,0.038,0.054,0.069,0.152,0.089,0.184
528.509,0.027,0.072,0.039,0.054,0.069,0.152,0.09,0.184
528.682,0.027,0.072,0.039,0.055,0.069,0.152,0.09,0.185
528.854,0.027,0.073,0.039,0.055,0.07,0.153,0.09,0.186
529.026,0.028,0.073,0.039,0.055,0.07,0.153,0.09,0.186
529.198,0.028,0.073,0.039,0.056,0.07,0.154,0.091,0.187
529.37,0.028,0.074,0.04,0.056,0.071,0.154,0.091,0.188
529.543,0.028,0.074,0.04,0.056,0.071,0.155,0.092,0.188
529.715,0.028,0.074,0.04,0.057,0.071,0.155,0.093,0.189
529.887,0.029,0.075,0.041,0.057,0.072,0.156,0.093,0.19
530.059,0.029,0.075,0.041,0.058,0.072,0.156,0.094,0.191
530.231,0.029,0.075,0.041,0.058,0.073,0.157,0.094,0.191
530.404,0.029,0.075,0.041,0.058,0.073,0.157,0.095,0.192
530.576,0.029,0.075,0.041,0.058,0.073,0.158,0.096,0.192
530.748,0.029,0.075,0.041,0.059,0.073,0.158,0.096,0.193
530.92,0.029,0.075,0.042,0.059,0.074,0.158,0.097,0.193
531.092,0.029,0.076,0.042,0.059,0.074,0.159,0.097,0.194
531.265,0.029,0.076,0.042,0.06,0.074,0.159,0.098,0.194
531.437,0.03,0.076,0.043,0.06,0.075,0.16,0.099,0.195
531.609,0.03,0.076,0.043,0.06,0.075,0.16,0.1,0.196
531.781,0.03,0.077,0.044,0.061,0.076,0.161,0.1,0.197
531.953,0.03,0.077,0.044,0.061,0.076,0.162,0.101,0.197
532.126,0.031,0.077,0.045,0.062,0.077,0.162,0.102,0.198
532.298,0.031,0.078,0.045,0.062,0.077,0.163,0.102,0.198
532.47,0.031,0.078,0.045,0.063,0.078,0.163,0.103,0.199
532.642,0.032,0.078,0.046,0.063,0.079,0.164,0.104,0.199
532.814,0.032,0.078,0.046,0.064,0.079,0.164,0.104,0.2
532.987,0.032,0.079,0.046,0.064,0.08,0.164,0.104,0.201
533.159,0.032,0.079,0.047,0.064,0.08,0.165,0.105,0.202
533.331,0.032,0.08,0.047,0.065,0.081,0.166,0.105,0.202
533.503,0.033,0.08,0.048,0.065,0.081,0.166,0.106,0.203
533.676,0.033,0.08,0.048,0.065,0.081,0.166,0.107,0.204
533.848,0.033,0.08,0.048,0.066,0.082,0.167,0.107,0.204
534.02,0.033,0.081,0.048,0.066,0.083,0.167,0.107,0.205
534.192,0.033,0.081,0.049,0.067,0.083,0.168,0.108,0.205
534.364,0.033,0.081,0.049,0.067,0.083,0.168,0.108,0.206
534.537,0.034,0.081,0.049,0.068,0.083,0.169,0.109,0.207
534.709,0.034,0.081,0.049,0.068,0.084,0.169,0.109,0.208
534.881,0.034,0.081,0.05,0.068,0.084,0.17,0.11,0.208
535.053,0.034,0.082,0.05,0.069,0.085,0.17,0.111,0.209
535.226,0.034,0.082,0.05,0.069,0.085,0.171,0.111,0.209
535.398,0.034,0.082,0.051,0.07,0.086,0.172,0.112,0.21
535.57,0.034,0.082,0.051,0.07,0.086,0.172,0.113,0.211
535.742,0.035,0.083,0.052,0.071,0.087,0.173,0.114,0.212
535.914,0.035,0.084,0.052,0.072,0.088,0.174,0.115,0.212
536.087,0.036,0.084,0.052,0.072,0.088,0.174,0.115,0.213
536.259,0.036,0.085,0.053,0.073,0.089,0.175,0.116,0.214
536.431,0.036,0.085,0.053,0.073,0.089,0.175,0.117,0.214
536.603,0.037,0.085,0.053,0.073,0.09,0.176,0.117,0.215
536.776,0.037,0.086,0.054,0.074,0.09,0.176,0.118,0.216
536.948,0.037,0.086,0.054,0.074,0.091,0.177,0.118,0.217
537.12,0.037,0.086,0.055,0.075,0.091,0.177,0.119,0.217
537.292,0.038,0.086,0.055,0.075,0.092,0.178,0.12,0.218
537.465,0.038,0.087,0.056,0.076,0.092,0.179,0.12,0.219
537.637,0.038,0.087,0.056,0.076,0.092,0.179,0.121,0.22
537.809,0.038,0.087,0.056,0.077,0.093,0.18,0.122,0.221
537.981,0.039,0.088,0.057,0.078,0.094,0.181,0.123,0.222
538.154,0.039,0.088,0.057,0.078,0.094,0.181,0.123,0.222
538.326,0.039,0.088,0.057,0.078,0.094,0.182,0.124,0.223
538.498,0.039,0.088,0.058,0.079,0.095,0.183,0.125,0.224
538.67,0.039,0.088,0.058,0.079,0.095,0.183,0.125,0.225
538.843,0.039,0.089,0.059,0.08,0.096,0.184,0.126,0.226
539.015,0.039,0.089,0.059,0.08,0.096,0.185,0.127,0.226
539.187,0.04,0.089,0.059,0.081,0.096,0.185,0.127,0.227
539.359,0.04,0.089,0.06,0.081,0.097,0.186,0.129,0.228
539.532,0.04,0.09,0.06,0.082,0.098,0.187,0.13,0.229
539.704,0.04,0.09,0.06,0.083,0.098,0.188,0.131,0.229
539.876,0.041,0.091,0.061,0.083,0.099,0.189,0.131,0.23
540.048,0.041,0.091,0.061,0.084,0.1,0.189,0.132,0.231
540.221,0.041,0.091,0.061,0.084,0.1,0.19,0.132,0.232
540.393,0.041,0.092,0.062,0.084,0.101,0.19,0.133,0.233
540.565,0.042,0.092,0.062,0.085,0.101,0.191,0.134,0.233
540.737,0.042,0.092,0.062,0.086,0.102,0.191,0.135,0.234
540.91,0.042,0.093,0.063,0.086,0.103,0.192,0.136,0.235
541.082,0.042,0.093,0.063,0.087,0.104,0.193,0.137,0.236
541.254,0.043,0.094,0.064,0.088,0.105,0.194,0.138,0.237
541.427,0.043,0.094,0.064,0.088,0.105,0.195,0.139,0.238
541.599,0.043,0.095,0.065,0.089,0.106,0.195,0.139,0.239
541.771,0.044,0.095,0.065,0.09,0.106,0.196,0.14,0.239
541.943,0.044,0.095,0.066,0.09,0.107,0.196,0.141,0.24
542.116,0.044,0.096,0.066,0.09,0.107,0.197,0.142,0.241
542.288,0.044,0.096,0.066,0.09,0.108,0.197,0.143,0.242
542.46,0.044,0.096,0.067,0.091,0.109,0.198,0.144,0.243
542.632,0.044,0.096,0.067,0.092,0.109,0.199,0.144,0.244
542.805,0.045,0.096,0.068,0.092,0.11,0.2,0.145,0.245
542.977,0.045,0.097,0.069,0.093,0.11,0.2,0.146,0.246
543.149,0.046,0.097,0.069,0.093,0.111,0.202,0.147,0.247
543.321,0.046,0.098,0.07,0.094,0.112,0.202,0.148,0.248
543.494,0.046,0.098,0.07,0.094,0.112,0.203,0.148,0.249
543.666,0.046,0.098,0.07,0.095,0.113,0.204,0.149,0.25
543.838,0.046,0.098,0.07,0.095,0.113,0.205,0.15,0.251
544.011,0.046,0.099,0.071,0.095,0.114,0.205,0.15,0.252
544.183,0.047,0.099,0.071,0.096,0.115,0.206,0.151,0.253
544.355,0.047,0.099,0.072,0.096,0.115,0.207,0.152,0.254
544.527,0.047,0.1,0.072,0.097,0.116,0.207,0.152,0.255
544.7,0.048,0.1,0.072,0.098,0.117,0.208,0.153,0.256
544.872,0.048,0.101,0.073,0.098,0.118,0.209,0.153,0.257
545.044,0.049,0.101,0.073,0.099,0.118,0.21,0.154,0.259
545.217,0.049,0.101,0.074,0.1,0.119,0.211,0.155,0.259
545.389,0.049,0.102,0.074,0.1,0.119,0.212,0.156,0.261
545.561,0.049,0.102,0.075,0.101,0.12,0.212,0.157,0.262
545.733,0.05,0.103,0.075,0.102,0.121,0.213,0.158,0.262
545.906,0.05,0.103,0.076,0.103,0.121,0.214,0.16,0.263
546.078,0.05,0.103,0.076,0.103,0.122,0.215,0.161,0.265
546.25,0.051,0.104,0.077,0.104,0.123,0.215,0.162,0.266
546.423,0.051,0.104,0.077,0.105,0.124,0.216,0.164,0.267
546.595,0.052,0.105,0.078,0.105,0.125,0.217,0.164,0.268
546.767,0.052,0.105,0.078,0.106,0.125,0.218,0.165,0.269
546.94,0.052,0.105,0.079,0.107,0.126,0.219,0.166,0.271
547.112,0.053,0.106,0.08,0.107,0.127,0.22,0.167,0.272
547.284,0.053,0.106,0.08,0.108,0.128,0.221,0.168,0.273
547.456,0.053,0.107,0.081,0.109,0.128,0.222,0.17,0.274
547.629,0.054,0.107,0.081,0.109,0.129,0.223,0.17,0.275
547.801,0.054,0.108,0.082,0.11,0.13,0.224,0.171,0.276
547.973,0.055,0.108,0.082,0.111,0.13,0.225,0.172,0.277
548.146,0.055,0.109,0.083,0.111,0.131,0.226,0.173,0.278
548.318,0.055,0.109,0.084,0.112,0.132,0.227,0.174,0.28
548.49,0.056,0.109,0.084,0.113,0.132,0.227,0.175,0.281
548.663,0.056,0.109,0.085,0.114,0.133,0.228,0.176,0.282
548.835,0.056,0.11,0.085,0.114,0.134,0.229,0.177,0.283
549.007,0.057,0.11,0.086,0.115,0.135,0.23,0.178,0.284
549.18,0.057,0.111,0.086,0.116,0.135,0.231,0.18,0.285
549.352,0.058,0.111,0.087,0.117,0.136,0.232,0.181,0.286
549.524,0.058,0.112,0.088,0.118,0.137,0.233,0.182,0.287
549.696,0.058,0.113,0.089,0.119,0.138,0.234,0.183,0.289
549.869,0.059,0.113,0.089,0.119,0.139,0.235,0.184,0.29
550.041,0.059,0.114,0.09,0.12,0.14,0.236,0.186,0.291
550.213,0.06,0.114,0.09,0.121,0.141,0.237,0.187,0.293
550.386,0.06,0.115,0.091,0.122,0.142,0.238,0.188,0.294
550.558,0.06,0.115,0.092,0.123,0.143,0.239,0.19,0.295
550.73,0.061,0.116,0.092,0.123,0.144,0.24,0.19,0.296
550.903,0.061,0.116,0.093,0.124,0.145,0.241,0.192,0.298
551.075,0.061,0.117,0.093,0.125,0.146,0.242,0.193,0.299
551.247,0.062,0.118,0.094,0.126,0.147,0.243,0.195,0.301
551.42,0.062,0.118,0.095,0.127,0.148,0.244,0.196,0.302
551.592,0.063,0.119,0.095,0.128,0.149,0.245,0.197,0.303
551.764,0.063,0.119,0.096,0.129,0.15,0.246,0.199,0.304
551.937,0.063,0.12,0.097,0.13,0.151,0.247,0.2,0.306
552.109,0.064,0.121,0.097,0.131,0.152,0.249,0.202,0.308
552.281,0.064,0.121,0.098,0.132,0.153,0.25,0.203,0.309
552.454,0.065,0.121,0.099,0.133,0.154,0.251,0.204,0.31
552.626,0.065,0.122,0.099,0.134,0.155,0.252,0.206,0.312
552.798,0.066,0.123,0.1,0.135,0.156,0.254,0.207,0.313
552.971,0.066,0.123,0.101,0.136,0.157,0.255,0.208,0.315
553.143,0.067,0.124,0.102,0.137,0.158,0.256,0.21,0.316
553.315,0.067,0.125,0.102,0.138,0.159,0.257,0.211,0.318
553.488,0.068,0.125,0.103,0.139,0.16,0.259,0.213,0.32
553.66,0.068,0.126,0.104,0.139,0.161,0.26,0.214,0.321
553.832,0.069,0.126,0.105,0.14,0.162,0.261,0.216,0.323
554.005,0.069,0.127,0.106,0.141,0.163,0.262,0.217,0.325
554.177,0.069,0.127,0.106,0.142,0.164,0.264,0.219,0.326
554.349,0.07,0.128,0.107,0.143,0.165,0.265,0.22,0.328
554.522,0.07,0.128,0.108,0.144,0.166,0.266,0.222,0.329
554.694,0.07,0.129,0.109,0.145,0.167,0.267,0.223,0.331
554.866,0.071,0.13,0.109,0.146,0.168,0.269,0.225,0.332
555.039,0.071,0.13,0.11,0.147,0.169,0.27,0.226,0.334
555.211,0.071,0.131,0.111,0.148,0.17,0.271,0.228,0.336
555.383,0.072,0.132,0.112,0.149,0.171,0.273,0.229,0.338
555.556,0.072,0.132,0.112,0.15,0.172,0.274,0.231,0.34
555.728,0.073,0.133,0.113,0.151,0.174,0.275,0.232,0.341
555.9,0.074,0.133,0.114,0.152,0.175,0.277,0.233,0.343
556.073,0.074,0.134,0.115,0.153,0.176,0.279,0.235,0.345
556.245,0.075,0.135,0.116,0.155,0.177,0.28,0.237,0.347
556.417,0.075,0.136,0.117,0.156,0.178,0.282,0.238,0.349
556.59,0.076,0.136,0.118,0.157,0.18,0.283,0.24,0.351
556.762,0.077,0.137,0.119,0.158,0.181,0.284,0.241,0.352
556.935,0.077,0.138,0.12,0.159,0.183,0.286,0.243,0.354
557.107,0.078,0.139,0.121,0.161,0.184,0.288,0.244,0.357
557.279,0.079,0.14,0.122,0.162,0.185,0.289,0.246,0.358
557.452,0.079,0.141,0.122,0.162,0.186,0.291,0.248,0.36
557.624,0.08,0.141,0.123,0.164,0.188,0.292,0.25,0.362
557.796,0.08,0.142,0.124,0.165,0.189,0.294,0.252,0.364
557.969,0.081,0.143,0.125,0.166,0.19,0.295,0.253,0.366
558.141,0.081,0.144,0.126,0.167,0.191,0.297,0.255,0.368
558.313,0.082,0.145,0.127,0.168,0.193,0.299,0.257,0.37
558.486,0.083,0.146,0.128,0.169,0.194,0.3,0.259,0.373
558.658,0.083,0.146,0.129,0.171,0.195,0.302,0.261,0.374
558.831,0.084,0.147,0.13,0.172,0.196,0.303,0.263,0.377
559.003,0.084,0.148,0.131,0.173,0.198,0.305,0.265,0.379
559.175,0.085,0.149,0.132,0.174,0.199,0.306,0.266,0.381
559.348,0.086,0.149,0.133,0.176,0.2,0.308,0.268,0.383
559.52,0.086,0.15,0.133,0.177,0.201,0.309,0.27,0.385
559.692,0.087,0.15,0.134,0.178,0.202,0.31,0.272,0.387
559.865,0.087,0.151,0.135,0.179,0.204,0.312,0.273,0.388
560.037,0.088,0.151,0.136,0.18,0.205,0.313,0.275,0.39
560.209,0.088,0.152,0.137,0.182,0.206,0.315,0.277,0.392
560.382,0.089,0.152,0.138,0.183,0.207,0.316,0.279,0.395
560.554,0.09,0.153,0.139,0.185,0.209,0.318,0.28,0.397
560.727,0.09,0.154,0.14,0.186,0.21,0.319,0.282,0.399
560.899,0.091,0.154,0.141,0.187,0.211,0.321,0.284,0.4
561.071,0.091,0.155,0.142,0.188,0.213,0.323,0.286,0.403
561.244,0.092,0.156,0.143,0.19,0.214,0.324,0.288,0.405
561.416,0.092,0.157,0.144,0.191,0.216,0.326,0.29,0.407
561.589,0.093,0.158,0.144,0.192,0.217,0.328,0.291,0.409
561.761,0.093,0.159,0.145,0.194,0.219,0.329,0.294,0.412
561.933,0.094,0.16,0.147,0.195,0.22,0.331,0.296,0.414
562.106,0.095,0.161,0.148,0.196,0.222,0.333,0.298,0.416
562.278,0.095,0.162,0.149,0.198,0.223,0.335,0.3,0.419
562.45,0.096,0.163,0.15,0.199,0.225,0.337,0.302,0.421
562.623,0.097,0.164,0.152,0.2,0.227,0.339,0.305,0.423
562.795,0.098,0.165,0.153,0.202,0.228,0.341,0.307,0.426
562.968,0.098,0.166,0.154,0.203,0.23,0.342,0.309,0.428
563.14,0.099,0.167,0.155,0.205,0.231,0.344,0.312,0.431
563.312,0.1,0.168,0.157,0.206,0.233,0.346,0.313,0.434
563.485,0.101,0.169,0.158,0.208,0.235,0.348,0.316,0.436
563.657,0.102,0.17,0.159,0.21,0.236,0.35,0.318,0.439
563.83,0.103,0.171,0.16,0.211,0.238,0.352,0.32,0.441
564.002,0.103,0.172,0.161,0.213,0.24,0.354,0.322,0.444
564.174,0.104,0.172,0.163,0.214,0.241,0.356,0.324,0.446
564.347,0.105,0.173,0.164,0.216,0.243,0.358,0.326,0.448
564.519,0.105,0.174,0.165,0.217,0.244,0.36,0.329,0.45
564.692,0.106,0.175,0.166,0.219,0.246,0.362,0.331,0.453
564.864,0.107,0.176,0.167,0.22,0.247,0.364,0.333,0.455
565.036,0.107,0.177,0.168,0.222,0.249,0.366,0.335,0.457
565.209,0.108,0.178,0.169,0.223,0.25,0.368,0.337,0.46
565.381,0.109,0.179,0.17,0.225,0.252,0.37,0.339,0.462
565.554,0.109,0.18,0.172,0.226,0.253,0.372,0.341,0.464
565.726,0.11,0.181,0.173,0.228,0.255,0.374,0.343,0.466
565.898,0.111,0.182,0.174,0.229,0.257,0.376,0.345,0.469
566.071,0.111,0.182,0.175,0.231,0.259,0.378,0.348,0.471
566.243,0.112,0.183,0.176,0.233,0.26,0.38,0.349,0.474
566.416,0.113,0.184,0.177,0.234,0.262,0.382,0.351,0.476
566.588,0.114,0.185,0.178,0.236,0.264,0.384,0.354,0.478
566.76,0.114,0.186,0.18,0.237,0.265,0.386,0.356,0.481
566.933,0.115,0.188,0.181,0.239,0.267,0.388,0.358,0.484
567.105,0.116,0.189,0.182,0.241,0.269,0.39,0.361,0.486
567.278,0.116,0.19,0.184,0.242,0.27,0.392,0.363,0.49
567.45,0.117,0.191,0.185,0.244,0.272,0.394,0.365,0.493
567.623,0.118,0.192,0.186,0.246,0.274,0.396,0.368,0.495
567.795,0.119,0.193,0.187,0.247,0.276,0.398,0.37,0.498
567.967,0.12,0.194,0.189,0.249,0.277,0.4,0.373,0.5
568.14,0.12,0.195,0.19,0.25,0.279,0.402,0.375,0.502
568.312,0.121,0.196,0.192,0.252,0.281,0.404,0.377,0.505
568.485,0.122,0.197,0.193,0.253,0.282,0.406,0.38,0.507
568.657,0.122,0.198,0.194,0.255,0.284,0.408,0.382,0.51
568.829,0.123,0.199,0.196,0.256,0.286,0.41,0.385,0.512
569.002,0.124,0.2,0.197,0.258,0.287,0.412,0.387,0.515
569.174,0.125,0.201,0.198,0.259,0.289,0.414,0.39,0.517
569.347,0.126,0.202,0.199,0.261,0.291,0.416,0.392,0.52
569.519,0.126,0.203,0.2,0.262,0.293,0.419,0.394,0.522
569.692,0.127,0.204,0.202,0.264,0.295,0.421,0.396,0.525
569.864,0.128,0.205,0.203,0.265,0.296,0.423,0.398,0.528
570.036,0.129,0.206,0.204,0.267,0.298,0.425,0.401,0.531
570.209,0.13,0.207,0.206,0.269,0.3,0.427,0.403,0.534
570.381,0.13,0.208,0.207,0.27,0.302,0.429,0.405,0.537
570.554,0.131,0.209,0.208,0.272,0.303,0.431,0.407,0.539
570.726,0.132,0.21,0.209,0.273,0.305,0.433,0.41,0.542
570.899,0.133,0.211,0.211,0.275,0.307,0.435,0.412,0.545
571.071,0.133,0.212,0.212,0.276,0.309,0.437,0.415,0.549
571.244,0.134,0.213,0.213,0.278,0.31,0.439,0.418,0.551
571.416,0.135,0.214,0.214,0.279,0.313,0.441,0.42,0.555
571.588,0.136,0.216,0.216,0.28,0.314,0.444,0.422,0.558
571.761,0.137,0.217,0.217,0.282,0.316,0.446,0.425,0.56
571.933,0.137,0.218,0.218,0.284,0.318,0.448,0.428,0.563
572.106,0.138,0.219,0.219,0.285,0.32,0.45,0.43,0.566
572.278,0.139,0.22,0.221,0.287,0.321,0.452,0.433,0.569
572.451,0.14,0.22,0.222,0.289,0.323,0.454,0.435,0.571
572.623,0.14,0.221,0.223,0.29,0.325,0.456,0.438,0.574
572.796,0.141,0.222,0.224,0.292,0.327,0.458,0.441,0.577
572.968,0.142,0.223,0.225,0.294,0.328,0.461,0.443,0.579
573.14,0.143,0.224,0.226,0.295,0.33,0.463,0.445,0.582
573.313,0.143,0.225,0.228,0.297,0.332,0.465,0.447,0.585
573.485,0.144,0.226,0.229,0.299,0.333,0.467,0.449,0.587
573.658,0.145,0.226,0.23,0.3,0.335,0.468,0.451,0.589
573.83,0.146,0.228,0.231,0.302,0.336,0.471,0.454,0.592
574.003,0.146,0.229,0.233,0.303,0.338,0.473,0.456,0.594
574.175,0.147,0.229,0.234,0.305,0.339,0.475,0.458,0.597
574.348,0.148,0.23,0.235,0.307,0.341,0.477,0.46,0.599
574.52,0.148,0.231,0.236,0.308,0.343,0.479,0.462,0.601
574.693,0.149,0.232,0.237,0.31,0.344,0.481,0.464,0.603
574.865,0.15,0.234,0.239,0.311,0.346,0.483,0.467,0.606
575.037,0.15,0.234,0.24,0.313,0.348,0.485,0.469,0.608
575.21,0.151,0.236,0.241,0.314,0.35,0.487,0.471,0.611
