nm lambda,1,2,3,4,5,6,7,8
675.406,0.033,0.078,0.048,0.065,0.083,0.175,0.108,0.213
675.579,0.032,0.078,0.047,0.064,0.082,0.174,0.106,0.211
675.752,0.032,0.077,0.047,0.063,0.081,0.173,0.105,0.209
675.925,0.031,0.076,0.046,0.062,0.08,0.172,0.103,0.208
676.098,0.031,0.076,0.045,0.061,0.079,0.171,0.102,0.206
676.271,0.03,0.075,0.045,0.06,0.078,0.169,0.101,0.205
676.444,0.03,0.075,0.044,0.059,0.077,0.168,0.099,0.203
676.617,0.029,0.074,0.043,0.058,0.076,0.167,0.098,0.202
676.79,0.029,0.074,0.043,0.058,0.075,0.166,0.097,0.201
676.963,0.029,0.073,0.042,0.057,0.074,0.165,0.096,0.199
677.136,0.028,0.073,0.041,0.056,0.073,0.164,0.094,0.198
677.309,0.028,0.072,0.041,0.055,0.072,0.163,0.093,0.196
677.482,0.028,0.072,0.04,0.054,0.071,0.162,0.092,0.195
677.656,0.027,0.071,0.039,0.053,0.071,0.16,0.091,0.193
677.829,0.027,0.071,0.039,0.052,0.07,0.159,0.09,0.192
678.002,0.026,0.07,0.038,0.052,0.069,0.158,0.088,0.19
678.175,0.026,0.069,0.037,0.051,0.068,0.157,0.087,0.189
678.348,0.026,0.069,0.037,0.05,0.067,0.156,0.086,0.188
678.521,0.025,0.068,0.036,0.049,0.066,0.155,0.085,0.186
678.694,0.025,0.068,0.035,0.048,0.065,0.154,0.083,0.185
678.867,0.025,0.068,0.035,0.048,0.064,0.153,0.082,0.184
679.04,0.024,0.067,0.034,0.047,0.064,0.152,0.081,0.183
679.213,0.024,0.067,0.034,0.046,0.063,0.151,0.081,0.182
679.386,0.024,0.066,0.033,0.046,0.062,0.15,0.08,0.181
679.559,0.023,0.066,0.033,0.045,0.061,0.149,0.078,0.179
679.732,0.023,0.065,0.032,0.044,0.06,0.148,0.077,0.178
679.905,0.022,0.065,0.032,0.043,0.06,0.148,0.077,0.177
680.078,0.022,0.064,0.031,0.043,0.059,0.147,0.076,0.176
680.251,0.022,0.064,0.031,0.042,0.058,0.146,0.075,0.175
680.425,0.021,0.064,0.03,0.041,0.058,0.145,0.074,0.174
680.598,0.021,0.063,0.03,0.041,0.057,0.144,0.073,0.173
680.771,0.021,0.063,0.029,0.04,0.056,0.144,0.072,0.172
680.944,0.021,0.063,0.029,0.039,0.056,0.142,0.071,0.171
681.117,0.02,0.062,0.028,0.039,0.055,0.142,0.07,0.17
681.29,0.02,0.062,0.028,0.038,0.054,0.141,0.069,0.169
681.463,0.02,0.061,0.027,0.038,0.053,0.14,0.068,0.167
681.636,0.019,0.061,0.027,0.037,0.053,0.139,0.067,0.167
681.809,0.019,0.06,0.026,0.036,0.052,0.138,0.066,0.165
681.982,0.019,0.06,0.026,0.036,0.052,0.138,0.065,0.165
682.155,0.019,0.06,0.026,0.035,0.051,0.137,0.064,0.164
682.328,0.019,0.059,0.025,0.035,0.051,0.136,0.064,0.163
682.501,0.018,0.059,0.025,0.034,0.05,0.136,0.063,0.162
682.675,0.018,0.059,0.024,0.034,0.05,0.135,0.062,0.161
682.848,0.018,0.058,0.024,0.033,0.049,0.134,0.062,0.16
683.021,0.018,0.058,0.024,0.033,0.049,0.134,0.061,0.16
683.194,0.018,0.058,0.023,0.032,0.048,0.133,0.06,0.159
683.367,0.017,0.057,0.023,0.032,0.047,0.132,0.059,0.158
683.54,0.017,0.057,0.023,0.031,0.047,0.132,0.059,0.157
683.713,0.017,0.057,0.022,0.031,0.046,0.131,0.058,0.156
683.886,0.017,0.057,0.022,0.03,0.046,0.13,0.058,0.156
684.059,0.016,0.056,0.021,0.03,0.045,0.13,0.057,0.155
684.232,0.016,0.056,0.021,0.029,0.045,0.129,0.056,0.154
684.405,0.016,0.056,0.021,0.029,0.044,0.129,0.055,0.154
684.579,0.016,0.055,0.02,0.029,0.044,0.128,0.055,0.153
684.752,0.015,0.055,0.02,0.028,0.044,0.127,0.054,0.152
684.925,0.015,0.055,0.02,0.028,0.043,0.127,0.054,0.151
685.098,0.015,0.055,0.019,0.027,0.042,0.126,0.053,0.151
685.271,0.015,0.054,0.019,0.027,0.042,0.126,0.052,0.15
685.444,0.015,0.054,0.019,0.027,0.041,0.125,0.051,0.149
685.617,0.014,0.054,0.018,0.026,0.041,0.124,0.051,0.148
685.79,0.014,0.054,0.018,0.026,0.041,0.124,0.05,0.148
685.963,0.014,0.054,0.018,0.026,0.04,0.124,0.05,0.147
686.136,0.014,0.053,0.018,0.025,0.04,0.123,0.049,0.146
686.31,0.014,0.053,0.017,0.025,0.039,0.123,0.049,0.146
686.483,0.014,0.053,0.017,0.025,0.039,0.122,0.048,0.145
686.656,0.013,0.053,0.017,0.024,0.039,0.122,0.048,0.145
686.829,0.013,0.052,0.017,0.024,0.038,0.122,0.047,0.144
687.002,0.013,0.052,0.016,0.024,0.038,0.121,0.047,0.143
687.175,0.013,0.052,0.016,0.023,0.038,0.121,0.046,0.143
687.348,0.013,0.052,0.016,0.023,0.037,0.12,0.046,0.142
687.521,0.013,0.052,0.016,0.022,0.037,0.12,0.045,0.142
687.694,0.012,0.051,0.015,0.022,0.037,0.119,0.045,0.142
687.867,0.012,0.051,0.015,0.022,0.036,0.119,0.044,0.141
688.041,0.012,0.051,0.015,0.022,0.036,0.118,0.044,0.141
688.214,0.012,0.051,0.015,0.021,0.036,0.118,0.043,0.14
688.387,0.012,0.05,0.015,0.021,0.035,0.118,0.043,0.14
688.56,0.012,0.05,0.014,0.021,0.035,0.117,0.043,0.139
688.733,0.012,0.05,0.014,0.02,0.035,0.117,0.042,0.138
688.906,0.011,0.05,0.014,0.02,0.034,0.116,0.042,0.138
689.079,0.011,0.05,0.014,0.02,0.034,0.116,0.041,0.137
689.252,0.011,0.05,0.013,0.019,0.034,0.115,0.041,0.136
689.426,0.011,0.049,0.013,0.019,0.033,0.115,0.04,0.136
689.599,0.011,0.049,0.013,0.019,0.033,0.114,0.04,0.135
689.772,0.011,0.049,0.013,0.019,0.033,0.114,0.039,0.135
689.945,0.011,0.049,0.013,0.018,0.032,0.114,0.039,0.134
690.118,0.01,0.049,0.012,0.018,0.032,0.114,0.039,0.134
690.291,0.01,0.049,0.012,0.018,0.032,0.113,0.038,0.134
690.464,0.01,0.049,0.012,0.018,0.032,0.113,0.038,0.133
690.637,0.01,0.048,0.012,0.018,0.032,0.113,0.038,0.133
690.811,0.01,0.048,0.012,0.017,0.032,0.112,0.037,0.133
690.984,0.01,0.048,0.011,0.017,0.031,0.112,0.037,0.132
691.157,0.01,0.048,0.011,0.017,0.031,0.112,0.037,0.132
691.33,0.01,0.048,0.011,0.017,0.031,0.111,0.036,0.131
691.503,0.009,0.048,0.011,0.017,0.031,0.111,0.036,0.131
691.676,0.009,0.047,0.011,0.016,0.03,0.11,0.036,0.13
691.849,0.009,0.047,0.01,0.016,0.03,0.11,0.035,0.129
692.022,0.009,0.047,0.01,0.016,0.03,0.109,0.035,0.129
692.196,0.009,0.047,0.01,0.016,0.03,0.108,0.035,0.128
692.369,0.009,0.047,0.01,0.016,0.029,0.108,0.034,0.127
692.542,0.009,0.047,0.01,0.016,0.029,0.108,0.034,0.127
692.715,0.009,0.047,0.01,0.015,0.029,0.107,0.034,0.126
692.888,0.009,0.047,0.01,0.015,0.029,0.108,0.034,0.126
693.061,0.009,0.047,0.01,0.015,0.029,0.108,0.034,0.127
693.234,0.009,0.047,0.009,0.015,0.028,0.109,0.033,0.128
693.408,0.009,0.047,0.009,0.015,0.028,0.111,0.033,0.129
693.581,0.009,0.047,0.009,0.014,0.028,0.113,0.033,0.131
693.754,0.009,0.047,0.009,0.014,0.028,0.115,0.032,0.134
693.927,0.009,0.046,0.009,0.014,0.028,0.117,0.032,0.136
694.1,0.008,0.046,0.009,0.013,0.028,0.119,0.032,0.137
694.273,0.008,0.046,0.009,0.013,0.028,0.119,0.032,0.138
694.447,0.008,0.045,0.009,0.013,0.028,0.118,0.031,0.137
694.62,0.008,0.044,0.009,0.012,0.028,0.116,0.031,0.135
694.793,0.008,0.043,0.008,0.012,0.027,0.112,0.03,0.132
694.966,0.007,0.042,0.008,0.011,0.027,0.107,0.03,0.127
695.139,0.007,0.041,0.008,0.011,0.026,0.1,0.029,0.12
695.312,0.007,0.04,0.009,0.01,0.025,0.092,0.029,0.112
695.485,0.007,0.039,0.008,0.01,0.025,0.083,0.028,0.103
695.659,0.007,0.038,0.008,0.01,0.024,0.074,0.028,0.094
695.832,0.007,0.037,0.008,0.01,0.023,0.066,0.028,0.085
696.005,0.007,0.037,0.008,0.01,0.022,0.059,0.028,0.078
696.178,0.007,0.038,0.008,0.01,0.022,0.053,0.028,0.072
696.351,0.007,0.038,0.008,0.01,0.022,0.051,0.028,0.069
696.524,0.007,0.039,0.008,0.011,0.022,0.051,0.028,0.069
696.698,0.007,0.041,0.008,0.012,0.022,0.055,0.029,0.072
696.871,0.007,0.043,0.008,0.012,0.022,0.062,0.029,0.078
697.044,0.007,0.044,0.008,0.013,0.023,0.071,0.029,0.086
697.217,0.007,0.046,0.007,0.013,0.023,0.081,0.03,0.096
697.39,0.007,0.047,0.007,0.013,0.024,0.092,0.03,0.107
697.563,0.007,0.048,0.007,0.013,0.025,0.103,0.03,0.118
697.737,0.007,0.049,0.006,0.013,0.025,0.113,0.03,0.128
697.91,0.007,0.049,0.006,0.013,0.026,0.121,0.03,0.136
698.083,0.007,0.05,0.006,0.013,0.026,0.127,0.029,0.142
698.256,0.007,0.049,0.006,0.012,0.026,0.131,0.029,0.146
698.429,0.007,0.049,0.006,0.012,0.026,0.133,0.028,0.149
698.602,0.007,0.048,0.006,0.011,0.026,0.132,0.028,0.149
698.776,0.007,0.047,0.006,0.011,0.025,0.131,0.027,0.147
698.949,0.006,0.047,0.006,0.011,0.025,0.127,0.027,0.144
699.122,0.006,0.046,0.006,0.01,0.024,0.124,0.027,0.141
699.295,0.006,0.045,0.006,0.01,0.024,0.12,0.026,0.137
699.468,0.006,0.044,0.005,0.01,0.024,0.116,0.026,0.133
699.641,0.006,0.044,0.005,0.01,0.023,0.112,0.026,0.129
699.815,0.006,0.043,0.005,0.01,0.023,0.109,0.025,0.126
699.988,0.006,0.043,0.005,0.009,0.023,0.106,0.025,0.123
700.161,0.006,0.043,0.005,0.009,0.022,0.104,0.025,0.121
700.334,0.006,0.042,0.005,0.009,0.022,0.102,0.025,0.119
700.507,0.006,0.042,0.005,0.009,0.022,0.101,0.025,0.117
700.681,0.006,0.042,0.005,0.009,0.022,0.1,0.024,0.116
700.854,0.006,0.042,0.005,0.009,0.022,0.099,0.024,0.115
701.027,0.006,0.042,0.005,0.009,0.022,0.098,0.024,0.115
701.2,0.006,0.041,0.005,0.009,0.022,0.098,0.024,0.114
701.373,0.006,0.041,0.005,0.009,0.022,0.098,0.024,0.114
701.547,0.006,0.041,0.005,0.009,0.021,0.098,0.024,0.114
701.72,0.006,0.041,0.005,0.008,0.021,0.098,0.023,0.114
701.893,0.006,0.041,0.005,0.008,0.021,0.098,0.023,0.114
702.066,0.006,0.041,0.005,0.008,0.021,0.098,0.023,0.114
702.239,0.006,0.041,0.005,0.008,0.021,0.097,0.023,0.114
702.413,0.006,0.041,0.005,0.008,0.021,0.097,0.023,0.114
702.586,0.006,0.041,0.005,0.008,0.021,0.097,0.023,0.114
702.759,0.006,0.041,0.005,0.008,0.021,0.097,0.023,0.113
702.932,0.006,0.041,0.005,0.008,0.021,0.096,0.023,0.113
703.105,0.006,0.041,0.005,0.008,0.021,0.096,0.023,0.113
703.279,0.006,0.041,0.005,0.008,0.021,0.096,0.023,0.113
703.452,0.006,0.041,0.004,0.008,0.02,0.096,0.022,0.112
703.625,0.006,0.04,0.004,0.008,0.02,0.095,0.022,0.112
703.798,0.006,0.04,0.004,0.008,0.02,0.095,0.022,0.112
703.971,0.006,0.04,0.004,0.008,0.02,0.095,0.022,0.112
704.145,0.006,0.04,0.004,0.008,0.02,0.095,0.022,0.112
704.318,0.005,0.04,0.004,0.008,0.02,0.095,0.022,0.112
704.491,0.005,0.04,0.004,0.008,0.02,0.095,0.022,0.112
704.664,0.005,0.04,0.004,0.008,0.02,0.095,0.021,0.112
704.837,0.005,0.04,0.004,0.008,0.02,0.095,0.021,0.112
705.011,0.005,0.04,0.004,0.007,0.02,0.095,0.021,0.111
705.184,0.005,0.04,0.004,0.007,0.02,0.095,0.021,0.111
705.357,0.005,0.04,0.004,0.007,0.02,0.095,0.021,0.111
705.53,0.005,0.04,0.004,0.007,0.02,0.095,0.021,0.111
705.703,0.005,0.04,0.004,0.007,0.02,0.095,0.021,0.111
705.877,0.005,0.04,0.004,0.007,0.02,0.095,0.021,0.111
706.05,0.005,0.04,0.004,0.007,0.02,0.095,0.021,0.111
706.223,0.005,0.04,0.004,0.007,0.02,0.095,0.021,0.111
706.396,0.005,0.04,0.004,0.007,0.019,0.095,0.021,0.11
706.57,0.005,0.04,0.004,0.007,0.019,0.095,0.021,0.11
706.743,0.005,0.04,0.004,0.007,0.019,0.095,0.021,0.11
706.916,0.005,0.04,0.004,0.006,0.019,0.095,0.021,0.11
707.089,0.005,0.04,0.003,0.006,0.019,0.095,0.021,0.11
707.262,0.005,0.04,0.003,0.006,0.019,0.094,0.021,0.11
707.436,0.005,0.04,0.003,0.006,0.019,0.094,0.02,0.109
707.609,0.005,0.04,0.003,0.006,0.019,0.094,0.02,0.109
707.782,0.005,0.04,0.003,0.006,0.019,0.094,0.02,0.109
707.955,0.005,0.039,0.003,0.006,0.019,0.094,0.02,0.109
708.129,0.005,0.04,0.003,0.006,0.019,0.094,0.02,0.109
708.302,0.005,0.04,0.003,0.006,0.019,0.094,0.02,0.109
708.475,0.005,0.04,0.003,0.006,0.019,0.094,0.02,0.109
708.648,0.005,0.04,0.003,0.006,0.019,0.093,0.02,0.109
708.821,0.005,0.039,0.003,0.006,0.019,0.093,0.02,0.109
708.995,0.005,0.039,0.003,0.006,0.019,0.093,0.02,0.109
709.168,0.005,0.039,0.003,0.006,0.019,0.093,0.02,0.108
709.341,0.005,0.039,0.003,0.006,0.019,0.093,0.02,0.108
709.514,0.005,0.039,0.004,0.006,0.019,0.093,0.02,0.108
709.688,0.005,0.039,0.004,0.006,0.019,0.093,0.019,0.108
709.861,0.005,0.039,0.003,0.006,0.019,0.093,0.019,0.108
710.034,0.005,0.039,0.003,0.006,0.019,0.093,0.019,0.108
710.207,0.005,0.039,0.004,0.006,0.019,0.093,0.019,0.108
710.381,0.005,0.039,0.004,0.006,0.019,0.093,0.019,0.108
710.554,0.005,0.039,0.003,0.006,0.019,0.093,0.019,0.108
710.727,0.005,0.039,0.003,0.006,0.019,0.093,0.019,0.108
710.9,0.004,0.039,0.003,0.006,0.019,0.093,0.019,0.108
711.074,0.004,0.039,0.003,0.006,0.018,0.092,0.019,0.108
711.247,0.004,0.039,0.003,0.006,0.018,0.092,0.019,0.107
711.42,0.004,0.039,0.003,0.006,0.018,0.092,0.019,0.107
711.593,0.004,0.039,0.003,0.006,0.018,0.092,0.019,0.107
711.767,0.004,0.039,0.003,0.006,0.018,0.092,0.019,0.107
711.94,0.004,0.039,0.003,0.006,0.018,0.092,0.019,0.107
712.113,0.004,0.039,0.003,0.006,0.018,0.092,0.018,0.107
712.286,0.004,0.039,0.003,0.006,0.018,0.092,0.018,0.107
712.46,0.004,0.039,0.003,0.006,0.018,0.092,0.018,0.107
712.633,0.004,0.039,0.003,0.006,0.018,0.092,0.018,0.107
712.806,0.004,0.039,0.003,0.006,0.018,0.091,0.018,0.106
712.979,0.004,0.039,0.003,0.005,0.018,0.091,0.018,0.106
713.153,0.004,0.039,0.003,0.005,0.018,0.091,0.018,0.106
713.326,0.004,0.039,0.003,0.005,0.018,0.091,0.018,0.106
713.499,0.004,0.039,0.003,0.005,0.018,0.091,0.018,0.106
713.672,0.004,0.039,0.003,0.006,0.018,0.091,0.018,0.106
713.846,0.004,0.039,0.003,0.005,0.018,0.091,0.018,0.106
714.019,0.004,0.039,0.003,0.005,0.018,0.091,0.018,0.106
714.192,0.004,0.039,0.003,0.006,0.018,0.091,0.018,0.106
714.366,0.004,0.039,0.003,0.006,0.018,0.091,0.018,0.106
714.539,0.004,0.039,0.003,0.006,0.018,0.091,0.018,0.106
714.712,0.004,0.038,0.003,0.005,0.018,0.091,0.018,0.106
714.885,0.004,0.038,0.003,0.005,0.018,0.091,0.018,0.106
715.059,0.004,0.038,0.002,0.005,0.018,0.091,0.018,0.106
715.232,0.004,0.038,0.002,0.005,0.018,0.091,0.018,0.106
715.405,0.004,0.038,0.002,0.005,0.017,0.091,0.018,0.106
715.578,0.004,0.038,0.002,0.005,0.017,0.091,0.018,0.106
715.752,0.004,0.038,0.002,0.005,0.017,0.091,0.018,0.106
715.925,0.004,0.038,0.002,0.005,0.017,0.091,0.018,0.105
716.098,0.004,0.038,0.002,0.005,0.017,0.09,0.017,0.105
716.271,0.004,0.038,0.002,0.005,0.017,0.09,0.017,0.105
716.445,0.004,0.038,0.002,0.005,0.017,0.09,0.017,0.105
716.618,0.004,0.037,0.002,0.005,0.017,0.09,0.017,0.105
716.791,0.004,0.037,0.002,0.005,0.017,0.09,0.017,0.105
716.965,0.004,0.037,0.002,0.005,0.017,0.09,0.017,0.105
717.138,0.004,0.037,0.002,0.005,0.017,0.089,0.017,0.104
717.311,0.004,0.038,0.002,0.005,0.017,0.089,0.017,0.104
717.484,0.004,0.038,0.002,0.005,0.017,0.089,0.017,0.104
717.658,0.004,0.038,0.002,0.005,0.017,0.089,0.017,0.104
717.831,0.004,0.038,0.002,0.005,0.017,0.089,0.017,0.104
718.004,0.004,0.038,0.002,0.005,0.017,0.089,0.017,0.104
718.178,0.004,0.038,0.002,0.005,0.017,0.09,0.017,0.104
718.351,0.004,0.038,0.002,0.005,0.017,0.09,0.017,0.104
718.524,0.004,0.038,0.002,0.005,0.017,0.09,0.017,0.104
718.697,0.004,0.038,0.002,0.005,0.017,0.09,0.017,0.104
718.871,0.004,0.038,0.002,0.005,0.017,0.09,0.017,0.104
719.044,0.004,0.038,0.002,0.005,0.017,0.09,0.017,0.104
719.217,0.004,0.037,0.002,0.005,0.017,0.09,0.017,0.104
719.391,0.004,0.037,0.002,0.005,0.017,0.09,0.017,0.104
719.564,0.004,0.037,0.002,0.005,0.017,0.09,0.017,0.104
719.737,0.004,0.037,0.002,0.005,0.016,0.09,0.017,0.104
719.911,0.004,0.037,0.002,0.004,0.016,0.09,0.017,0.104
720.084,0.004,0.037,0.002,0.004,0.016,0.09,0.017,0.104
720.257,0.003,0.037,0.002,0.004,0.016,0.09,0.017,0.104
720.43,0.003,0.037,0.002,0.004,0.016,0.089,0.017,0.104
720.604,0.003,0.037,0.002,0.004,0.016,0.089,0.017,0.104
720.777,0.003,0.037,0.002,0.004,0.016,0.089,0.017,0.103
720.95,0.003,0.037,0.002,0.004,0.016,0.089,0.017,0.103
721.124,0.003,0.037,0.002,0.004,0.016,0.089,0.016,0.103
721.297,0.003,0.037,0.002,0.004,0.017,0.089,0.016,0.103
721.47,0.003,0.037,0.002,0.004,0.017,0.089,0.016,0.103
721.644,0.003,0.037,0.002,0.004,0.017,0.088,0.016,0.103
721.817,0.003,0.037,0.002,0.004,0.017,0.088,0.016,0.103
721.99,0.003,0.037,0.002,0.004,0.017,0.088,0.016,0.103
722.163,0.003,0.037,0.002,0.004,0.017,0.088,0.016,0.103
722.337,0.003,0.037,0.002,0.004,0.017,0.088,0.016,0.103
722.51,0.003,0.037,0.002,0.004,0.017,0.088,0.016,0.103
722.683,0.003,0.037,0.002,0.004,0.017,0.088,0.016,0.102
722.857,0.003,0.037,0.002,0.004,0.017,0.088,0.016,0.102
723.03,0.003,0.037,0.002,0.004,0.017,0.088,0.016,0.102
723.203,0.003,0.037,0.002,0.004,0.017,0.088,0.016,0.102
723.377,0.003,0.037,0.002,0.004,0.017,0.087,0.016,0.102
723.55,0.003,0.037,0.002,0.004,0.016,0.088,0.016,0.102
723.723,0.003,0.037,0.002,0.004,0.016,0.088,0.016,0.102
723.897,0.003,0.037,0.002,0.004,0.016,0.088,0.016,0.102
724.07,0.003,0.037,0.002,0.004,0.016,0.088,0.016,0.102
724.243,0.003,0.037,0.002,0.004,0.016,0.088,0.016,0.102
724.417,0.003,0.037,0.002,0.004,0.016,0.088,0.016,0.102
724.59,0.003,0.037,0.002,0.004,0.016,0.088,0.016,0.102
724.763,0.003,0.036,0.002,0.004,0.016,0.088,0.016,0.102
724.937,0.003,0.036,0.002,0.004,0.016,0.088,0.016,0.102
725.11,0.003,0.036,0.002,0.004,0.016,0.088,0.016,0.102
725.283,0.003,0.036,0.002,0.004,0.016,0.088,0.016,0.101
725.457,0.003,0.036,0.002,0.004,0.016,0.088,0.016,0.101
725.63,0.003,0.036,0.002,0.004,0.016,0.088,0.016,0.101
725.803,0.003,0.036,0.002,0.004,0.016,0.088,0.016,0.101
725.977,0.003,0.036,0.002,0.004,0.016,0.088,0.016,0.102
726.15,0.003,0.036,0.002,0.004,0.016,0.088,0.016,0.102
726.323,0.003,0.036,0.002,0.004,0.016,0.088,0.016,0.102
726.497,0.003,0.036,0.002,0.004,0.016,0.088,0.016,0.102
726.67,0.003,0.036,0.002,0.004,0.016,0.088,0.015,0.101
726.843,0.003,0.036,0.002,0.004,0.016,0.087,0.015,0.101
727.017,0.003,0.036,0.002,0.004,0.016,0.087,0.016,0.101
727.19,0.003,0.036,0.002,0.004,0.016,0.087,0.016,0.101
727.363,0.003,0.036,0.002,0.004,0.016,0.087,0.016,0.101
727.537,0.003,0.036,0.002,0.004,0.016,0.087,0.016,0.101
727.71,0.003,0.036,0.002,0.004,0.016,0.087,0.016,0.101
727.883,0.003,0.036,0.002,0.004,0.016,0.087,0.016,0.101
728.057,0.003,0.036,0.002,0.004,0.016,0.088,0.016,0.101
728.23,0.003,0.036,0.002,0.004,0.016,0.087,0.016,0.101
728.403,0.003,0.036,0.002,0.004,0.016,0.087,0.016,0.101
728.577,0.003,0.036,0.002,0.004,0.016,0.087,0.016,0.101
728.75,0.003,0.036,0.002,0.004,0.016,0.087,0.015,0.101
728.923,0.003,0.036,0.002,0.004,0.016,0.087,0.015,0.101
729.097,0.003,0.036,0.002,0.004,0.016,0.087,0.015,0.101
729.27,0.003,0.036,0.002,0.004,0.016,0.087,0.015,0.101
729.443,0.003,0.036,0.002,0.004,0.016,0.087,0.015,0.101
729.617,0.003,0.036,0.001,0.004,0.016,0.087,0.015,0.101
729.79,0.003,0.036,0.001,0.004,0.016,0.087,0.015,0.101
729.963,0.003,0.036,0.001,0.004,0.016,0.087,0.015,0.101
730.137,0.003,0.036,0.001,0.003,0.016,0.087,0.015,0.101
730.31,0.003,0.036,0.001,0.003,0.016,0.087,0.015,0.101
730.484,0.003,0.036,0.001,0.003,0.016,0.087,0.015,0.101
730.657,0.003,0.036,0.001,0.003,0.016,0.087,0.015,0.101
730.83,0.003,0.036,0.001,0.003,0.016,0.087,0.015,0.101
731.004,0.003,0.035,0.001,0.003,0.016,0.087,0.015,0.101
731.177,0.003,0.036,0.001,0.004,0.016,0.087,0.015,0.101
731.35,0.003,0.036,0.001,0.004,0.016,0.087,0.015,0.101
731.524,0.003,0.036,0.002,0.004,0.016,0.087,0.016,0.101
731.697,0.003,0.036,0.001,0.004,0.016,0.087,0.016,0.101
731.87,0.003,0.036,0.001,0.004,0.016,0.087,0.016,0.101
732.044,0.003,0.036,0.002,0.004,0.016,0.088,0.016,0.101
732.217,0.003,0.036,0.002,0.004,0.016,0.088,0.015,0.101
732.391,0.003,0.036,0.002,0.004,0.016,0.088,0.015,0.101
732.564,0.003,0.036,0.002,0.004,0.016,0.088,0.015,0.101
732.737,0.003,0.036,0.002,0.004,0.016,0.088,0.015,0.101
732.911,0.003,0.036,0.002,0.004,0.016,0.087,0.015,0.101
733.084,0.003,0.036,0.002,0.004,0.016,0.087,0.015,0.101
733.257,0.003,0.036,0.001,0.004,0.016,0.087,0.015,0.101
733.431,0.003,0.035,0.001,0.004,0.015,0.087,0.015,0.101
733.604,0.003,0.035,0.001,0.004,0.015,0.087,0.015,0.101
733.778,0.003,0.035,0.001,0.004,0.016,0.087,0.015,0.101
733.951,0.003,0.035,0.001,0.003,0.015,0.087,0.015,0.101
734.124,0.003,0.035,0.001,0.003,0.016,0.087,0.015,0.101
734.298,0.003,0.035,0.001,0.003,0.016,0.087,0.015,0.101
734.471,0.003,0.035,0.001,0.003,0.016,0.087,0.015,0.101
734.644,0.002,0.035,0.001,0.003,0.015,0.087,0.015,0.1
734.818,0.002,0.035,0.001,0.003,0.015,0.087,0.015,0.1
734.991,0.002,0.035,0.001,0.003,0.015,0.087,0.015,0.1
735.165,0.002,0.035,0.001,0.003,0.015,0.087,0.015,0.1
735.338,0.002,0.035,0.001,0.003,0.015,0.086,0.015,0.1
735.511,0.002,0.035,0.001,0.003,0.015,0.087,0.015,0.1
735.685,0.003,0.035,0.001,0.003,0.015,0.087,0.015,0.1
735.858,0.003,0.035,0.001,0.003,0.015,0.087,0.015,0.1
736.032,0.003,0.035,0.001,0.003,0.015,0.087,0.015,0.1
736.205,0.003,0.035,0.001,0.003,0.015,0.087,0.015,0.1
736.378,0.003,0.035,0.001,0.003,0.015,0.088,0.015,0.101
736.552,0.003,0.035,0.001,0.003,0.015,0.088,0.015,0.101
736.725,0.003,0.035,0.001,0.003,0.015,0.088,0.015,0.101
736.899,0.003,0.035,0.001,0.003,0.015,0.088,0.015,0.101
737.072,0.003,0.035,0.001,0.003,0.015,0.088,0.015,0.101
737.245,0.003,0.035,0.001,0.003,0.015,0.088,0.015,0.101
737.419,0.003,0.035,0.001,0.003,0.015,0.088,0.015,0.101
737.592,0.003,0.035,0.001,0.003,0.015,0.088,0.015,0.101
737.766,0.003,0.035,0.001,0.003,0.016,0.088,0.015,0.101
737.939,0.003,0.035,0.001,0.003,0.016,0.088,0.015,0.102
738.112,0.003,0.035,0.001,0.003,0.016,0.088,0.015,0.102
738.286,0.003,0.035,0.001,0.003,0.016,0.088,0.015,0.102
738.459,0.003,0.035,0.001,0.003,0.016,0.088,0.015,0.102
738.633,0.003,0.035,0.001,0.003,0.016,0.088,0.015,0.102
738.806,0.003,0.035,0.001,0.003,0.016,0.088,0.015,0.102
738.979,0.003,0.035,0.001,0.003,0.016,0.089,0.015,0.102
739.153,0.003,0.035,0.001,0.003,0.016,0.089,0.015,0.102
739.326,0.003,0.035,0.001,0.003,0.016,0.088,0.015,0.102
739.5,0.003,0.035,0.001,0.003,0.015,0.088,0.015,0.102
739.673,0.003,0.035,0.002,0.003,0.016,0.089,0.015,0.102
739.846,0.003,0.035,0.002,0.003,0.016,0.089,0.015,0.102
740.02,0.003,0.035,0.002,0.003,0.016,0.089,0.015,0.102
740.193,0.003,0.035,0.002,0.003,0.016,0.089,0.015,0.102
740.367,0.003,0.035,0.001,0.003,0.016,0.089,0.015,0.103
740.54,0.003,0.035,0.001,0.003,0.016,0.089,0.014,0.103
740.713,0.003,0.035,0.001,0.003,0.016,0.089,0.015,0.103
740.887,0.003,0.035,0.001,0.003,0.016,0.089,0.015,0.103
741.06,0.003,0.035,0.001,0.003,0.016,0.089,0.015,0.103
741.234,0.003,0.035,0.001,0.003,0.016,0.089,0.015,0.103
741.407,0.003,0.035,0.001,0.003,0.016,0.089,0.015,0.102
741.581,0.003,0.035,0.001,0.003,0.016,0.089,0.015,0.102
741.754,0.003,0.035,0.001,0.003,0.016,0.089,0.015,0.102
741.927,0.003,0.035,0.001,0.003,0.016,0.089,0.015,0.102
742.101,0.003,0.035,0.001,0.003,0.016,0.089,0.015,0.102
742.274,0.003,0.035,0.001,0.003,0.016,0.089,0.015,0.102
742.448,0.003,0.035,0.001,0.003,0.016,0.089,0.015,0.103
