nm lambda,1,2,3,4
727.017,0.051,0.045,0.046,0.005
727.19,0.051,0.045,0.046,0.005
727.363,0.051,0.045,0.046,0.005
727.537,0.05,0.045,0.046,0.005
727.71,0.05,0.045,0.046,0.005
727.883,0.05,0.045,0.046,0.005
728.057,0.05,0.044,0.046,0.005
728.23,0.049,0.044,0.046,0.005
728.403,0.049,0.044,0.046,0.005
728.577,0.049,0.044,0.045,0.005
728.75,0.049,0.044,0.045,0.005
728.923,0.048,0.044,0.045,0.005
729.097,0.048,0.043,0.045,0.005
729.27,0.048,0.043,0.045,0.005
729.443,0.048,0.043,0.045,0.004
729.617,0.048,0.043,0.045,0.004
729.79,0.047,0.043,0.045,0.004
729.963,0.047,0.043,0.045,0.004
730.137,0.047,0.042,0.045,0.004
730.31,0.047,0.042,0.044,0.004
730.484,0.047,0.042,0.044,0.004
730.657,0.047,0.042,0.044,0.004
730.83,0.046,0.042,0.044,0.004
731.004,0.046,0.042,0.044,0.004
731.177,0.046,0.042,0.044,0.004
731.35,0.046,0.042,0.044,0.004
731.524,0.046,0.042,0.044,0.004
731.697,0.046,0.042,0.044,0.004
731.87,0.046,0.042,0.044,0.004
732.044,0.046,0.042,0.044,0.004
732.217,0.046,0.041,0.044,0.004
732.391,0.046,0.041,0.044,0.004
732.564,0.045,0.041,0.044,0.004
732.737,0.045,0.041,0.044,0.004
732.911,0.045,0.041,0.043,0.004
733.084,0.045,0.041,0.043,0.004
733.257,0.045,0.04,0.043,0.004
733.431,0.045,0.04,0.043,0.004
733.604,0.044,0.04,0.043,0.004
733.778,0.044,0.04,0.043,0.003
733.951,0.044,0.04,0.043,0.003
734.124,0.044,0.04,0.043,0.003
734.298,0.044,0.039,0.043,0.003
734.471,0.044,0.039,0.043,0.003
734.644,0.043,0.039,0.042,0.003
734.818,0.043,0.039,0.042,0.003
734.991,0.043,0.039,0.042,0.003
735.165,0.043,0.039,0.042,0.003
735.338,0.043,0.039,0.042,0.003
735.511,0.043,0.039,0.042,0.003
735.685,0.043,0.039,0.042,0.003
735.858,0.043,0.039,0.042,0.003
736.032,0.043,0.039,0.042,0.003
736.205,0.043,0.039,0.042,0.003
736.378,0.042,0.039,0.042,0.003
736.552,0.042,0.039,0.042,0.003
736.725,0.042,0.039,0.042,0.003
736.899,0.042,0.039,0.042,0.003
737.072,0.042,0.039,0.042,0.003
737.245,0.042,0.038,0.042,0.003
737.419,0.042,0.038,0.042,0.003
737.592,0.042,0.038,0.042,0.003
737.766,0.042,0.038,0.042,0.003
737.939,0.042,0.038,0.042,0.003
738.112,0.042,0.038,0.042,0.003
738.286,0.042,0.038,0.041,0.003
738.459,0.042,0.038,0.041,0.003
738.633,0.041,0.038,0.041,0.003
738.806,0.041,0.038,0.041,0.003
738.979,0.041,0.038,0.041,0.003
739.153,0.041,0.038,0.041,0.003
739.326,0.041,0.038,0.041,0.003
739.5,0.041,0.038,0.041,0.003
739.673,0.041,0.038,0.041,0.003
739.846,0.041,0.038,0.041,0.003
740.02,0.041,0.038,0.041,0.003
740.193,0.041,0.038,0.041,0.003
740.367,0.041,0.038,0.041,0.003
740.54,0.041,0.037,0.041,0.003
740.713,0.041,0.037,0.041,0.003
740.887,0.04,0.037,0.041,0.003
741.06,0.04,0.037,0.041,0.003
741.234,0.04,0.037,0.041,0.003
741.407,0.04,0.037,0.041,0.003
741.581,0.04,0.037,0.041,0.003
741.754,0.04,0.037,0.04,0.003
741.927,0.04,0.037,0.041,0.003
742.101,0.04,0.037,0.04,0.003
742.274,0.04,0.037,0.04,0.003
742.448,0.04,0.037,0.04,0.003
742.621,0.04,0.036,0.04,0.003
742.795,0.04,0.036,0.04,0.003
742.968,0.04,0.037,0.04,0.003
743.141,0.04,0.037,0.04,0.003
743.315,0.04,0.037,0.04,0.003
743.488,0.04,0.037,0.04,0.003
743.662,0.04,0.036,0.04,0.003
743.835,0.04,0.036,0.04,0.003
744.009,0.04,0.036,0.041,0.003
744.182,0.04,0.036,0.04,0.003
744.355,0.04,0.036,0.041,0.003
744.529,0.04,0.036,0.041,0.003
744.702,0.04,0.036,0.041,0.003
744.876,0.039,0.036,0.04,0.003
745.049,0.039,0.036,0.04,0.003
745.223,0.039,0.036,0.04,0.003
745.396,0.039,0.036,0.04,0.003
745.57,0.039,0.036,0.04,0.003
745.743,0.039,0.036,0.04,0.003
745.916,0.039,0.036,0.04,0.003
746.09,0.039,0.036,0.04,0.003
746.263,0.039,0.036,0.04,0.003
746.437,0.039,0.036,0.04,0.003
746.61,0.039,0.036,0.04,0.003
746.784,0.039,0.036,0.04,0.003
746.957,0.039,0.036,0.04,0.003
747.131,0.039,0.036,0.04,0.003
747.304,0.039,0.036,0.04,0.003
747.478,0.039,0.036,0.04,0.003
747.651,0.039,0.036,0.04,0.003
747.824,0.039,0.036,0.04,0.003
747.998,0.039,0.036,0.04,0.003
748.171,0.039,0.036,0.04,0.003
748.345,0.039,0.036,0.04,0.003
748.518,0.039,0.036,0.04,0.003
748.692,0.039,0.036,0.04,0.003
748.865,0.038,0.035,0.04,0.003
749.039,0.038,0.035,0.04,0.003
749.212,0.038,0.035,0.04,0.002
749.386,0.038,0.035,0.039,0.002
749.559,0.038,0.035,0.04,0.003
749.733,0.038,0.035,0.039,0.002
749.906,0.038,0.035,0.039,0.002
750.08,0.038,0.035,0.039,0.002
750.253,0.038,0.035,0.039,0.002
750.426,0.038,0.035,0.039,0.002
750.6,0.038,0.035,0.039,0.002
750.773,0.038,0.034,0.039,0.002
750.947,0.038,0.034,0.039,0.002
751.12,0.038,0.035,0.039,0.002
751.294,0.038,0.034,0.039,0.002
751.467,0.038,0.034,0.039,0.002
751.641,0.038,0.034,0.039,0.002
751.814,0.038,0.034,0.039,0.002
751.988,0.038,0.034,0.039,0.002
752.161,0.038,0.034,0.039,0.002
752.335,0.038,0.035,0.039,0.002
752.508,0.038,0.034,0.039,0.002
752.682,0.038,0.034,0.039,0.002
752.855,0.038,0.035,0.039,0.002
753.029,0.038,0.035,0.039,0.002
753.202,0.038,0.035,0.039,0.003
753.376,0.038,0.035,0.039,0.003
753.549,0.038,0.035,0.039,0.003
753.723,0.038,0.035,0.04,0.003
753.896,0.038,0.035,0.039,0.003
754.07,0.038,0.035,0.039,0.003
754.243,0.038,0.035,0.039,0.003
754.417,0.038,0.035,0.039,0.003
754.59,0.038,0.035,0.039,0.003
754.764,0.038,0.035,0.039,0.003
754.937,0.038,0.035,0.039,0.003
755.111,0.038,0.035,0.039,0.003
755.284,0.038,0.035,0.039,0.003
755.458,0.038,0.034,0.039,0.003
755.631,0.038,0.035,0.039,0.003
755.805,0.038,0.034,0.039,0.002
755.978,0.038,0.034,0.039,0.002
756.152,0.038,0.034,0.039,0.002
756.325,0.038,0.034,0.039,0.002
756.499,0.038,0.034,0.039,0.002
756.672,0.038,0.034,0.039,0.002
756.846,0.038,0.034,0.039,0.002
757.019,0.038,0.034,0.039,0.002
757.193,0.038,0.034,0.039,0.002
757.366,0.038,0.034,0.039,0.002
757.54,0.038,0.034,0.039,0.002
757.713,0.038,0.034,0.039,0.002
757.887,0.038,0.034,0.039,0.002
758.06,0.038,0.034,0.039,0.002
758.234,0.038,0.034,0.039,0.002
758.407,0.038,0.034,0.039,0.002
758.581,0.038,0.034,0.039,0.002
758.754,0.038,0.034,0.039,0.002
758.928,0.038,0.034,0.039,0.002
759.101,0.038,0.034,0.039,0.002
759.275,0.038,0.034,0.039,0.002
759.448,0.038,0.034,0.039,0.002
759.622,0.038,0.034,0.039,0.002
759.795,0.038,0.034,0.039,0.002
759.969,0.038,0.034,0.039,0.002
760.143,0.038,0.034,0.039,0.002
760.316,0.038,0.034,0.039,0.002
760.49,0.038,0.034,0.039,0.002
760.663,0.038,0.034,0.038,0.002
760.837,0.038,0.034,0.038,0.002
761.01,0.038,0.034,0.038,0.002
761.184,0.038,0.034,0.038,0.002
761.357,0.038,0.034,0.038,0.002
761.531,0.038,0.034,0.038,0.002
761.704,0.038,0.034,0.038,0.002
761.878,0.038,0.034,0.038,0.002
762.051,0.038,0.034,0.038,0.002
762.225,0.038,0.035,0.039,0.002
762.399,0.038,0.035,0.039,0.002
762.572,0.038,0.035,0.039,0.002
762.746,0.038,0.035,0.039,0.002
762.919,0.038,0.034,0.039,0.002
763.093,0.038,0.034,0.039,0.002
763.266,0.038,0.034,0.039,0.002
763.44,0.038,0.034,0.039,0.002
763.613,0.038,0.034,0.038,0.002
763.787,0.038,0.034,0.038,0.002
763.96,0.038,0.034,0.038,0.002
764.134,0.038,0.034,0.038,0.002
764.308,0.038,0.034,0.038,0.002
764.481,0.038,0.034,0.038,0.002
764.655,0.038,0.034,0.038,0.002
764.828,0.038,0.033,0.038,0.002
765.002,0.038,0.033,0.038,0.002
765.175,0.038,0.033,0.038,0.002
765.349,0.038,0.033,0.038,0.002
765.522,0.038,0.033,0.038,0.002
765.696,0.038,0.033,0.038,0.002
765.87,0.038,0.033,0.038,0.002
766.043,0.038,0.033,0.038,0.002
766.217,0.038,0.034,0.038,0.002
766.39,0.038,0.034,0.038,0.002
766.564,0.038,0.034,0.038,0.002
766.737,0.038,0.034,0.038,0.002
766.911,0.038,0.034,0.038,0.002
767.085,0.038,0.034,0.038,0.002
767.258,0.038,0.034,0.038,0.002
767.432,0.038,0.034,0.038,0.002
767.605,0.038,0.034,0.038,0.002
767.779,0.038,0.034,0.038,0.002
767.952,0.038,0.034,0.038,0.002
768.126,0.038,0.034,0.038,0.002
768.3,0.038,0.034,0.038,0.002
768.473,0.038,0.034,0.038,0.002
768.647,0.038,0.034,0.038,0.002
768.82,0.038,0.033,0.038,0.002
768.994,0.038,0.033,0.038,0.002
769.167,0.038,0.033,0.038,0.002
769.341,0.038,0.033,0.038,0.002
769.515,0.038,0.033,0.038,0.002
769.688,0.038,0.033,0.038,0.002
769.862,0.038,0.033,0.038,0.002
770.035,0.038,0.033,0.038,0.002
770.209,0.038,0.033,0.038,0.002
770.383,0.038,0.033,0.038,0.002
770.556,0.038,0.033,0.038,0.002
770.73,0.038,0.033,0.038,0.002
770.903,0.038,0.033,0.038,0.002
771.077,0.038,0.033,0.038,0.003
771.25,0.038,0.033,0.038,0.003
771.424,0.038,0.033,0.038,0.003
771.598,0.038,0.033,0.038,0.003
771.771,0.038,0.033,0.038,0.003
771.945,0.038,0.033,0.038,0.002
772.118,0.038,0.033,0.038,0.002
772.292,0.038,0.033,0.038,0.002
772.466,0.038,0.033,0.038,0.002
772.639,0.038,0.033,0.038,0.002
772.813,0.038,0.033,0.038,0.002
772.986,0.038,0.033,0.038,0.002
773.16,0.038,0.033,0.038,0.002
773.334,0.038,0.032,0.038,0.002
773.507,0.038,0.032,0.037,0.002
773.681,0.038,0.032,0.037,0.002
773.855,0.038,0.032,0.037,0.002
774.028,0.038,0.032,0.037,0.002
774.202,0.038,0.032,0.037,0.002
774.375,0.038,0.032,0.037,0.002
774.549,0.038,0.033,0.037,0.002
774.723,0.038,0.033,0.037,0.002
774.896,0.038,0.033,0.037,0.002
775.07,0.038,0.033,0.037,0.002
775.243,0.038,0.033,0.037,0.002
775.417,0.038,0.033,0.037,0.002
775.591,0.038,0.033,0.037,0.002
775.764,0.038,0.033,0.037,0.002
775.938,0.038,0.033,0.037,0.002
776.112,0.038,0.033,0.037,0.002
776.285,0.038,0.033,0.037,0.002
776.459,0.038,0.033,0.038,0.002
776.632,0.038,0.033,0.038,0.002
776.806,0.038,0.033,0.038,0.002
776.98,0.038,0.033,0.038,0.002
777.153,0.038,0.033,0.038,0.002
777.327,0.038,0.033,0.038,0.002
777.501,0.038,0.033,0.038,0.002
777.674,0.038,0.033,0.037,0.002
777.848,0.038,0.033,0.037,0.002
778.021,0.038,0.033,0.037,0.002
778.195,0.038,0.033,0.037,0.002
778.369,0.038,0.033,0.037,0.002
778.542,0.038,0.033,0.037,0.002
778.716,0.038,0.033,0.037,0.002
778.89,0.038,0.033,0.037,0.002
779.063,0.038,0.033,0.037,0.002
779.237,0.038,0.033,0.037,0.002
779.41,0.039,0.033,0.037,0.002
779.584,0.039,0.033,0.037,0.002
779.758,0.039,0.033,0.037,0.002
779.931,0.039,0.033,0.038,0.002
780.105,0.039,0.033,0.037,0.002
780.279,0.039,0.033,0.038,0.002
780.452,0.039,0.033,0.038,0.002
780.626,0.039,0.033,0.038,0.002
780.8,0.039,0.033,0.038,0.002
780.973,0.039,0.033,0.038,0.002
781.147,0.039,0.033,0.038,0.002
781.321,0.039,0.033,0.038,0.002
781.494,0.039,0.033,0.038,0.002
781.668,0.039,0.033,0.038,0.002
781.842,0.039,0.033,0.038,0.002
782.015,0.038,0.033,0.038,0.002
782.189,0.038,0.033,0.038,0.002
782.363,0.038,0.033,0.038,0.002
782.536,0.039,0.033,0.038,0.002
782.71,0.038,0.033,0.038,0.003
782.884,0.038,0.033,0.038,0.003
783.057,0.038,0.033,0.038,0.003
783.231,0.038,0.033,0.038,0.003
783.404,0.038,0.033,0.038,0.002
783.578,0.038,0.033,0.038,0.003
783.752,0.038,0.033,0.038,0.002
783.925,0.039,0.033,0.038,0.002
784.099,0.038,0.033,0.038,0.003
784.273,0.038,0.033,0.038,0.002
784.446,0.039,0.033,0.038,0.002
784.62,0.039,0.033,0.038,0.002
784.794,0.039,0.033,0.038,0.002
784.968,0.039,0.033,0.038,0.002
785.141,0.039,0.033,0.038,0.002
785.315,0.039,0.033,0.038,0.002
785.489,0.039,0.032,0.038,0.002
785.662,0.039,0.032,0.038,0.002
785.836,0.039,0.033,0.038,0.002
786.01,0.039,0.033,0.038,0.002
786.183,0.039,0.032,0.037,0.002
786.357,0.039,0.032,0.037,0.002
786.531,0.039,0.032,0.037,0.002
786.704,0.039,0.032,0.038,0.002
786.878,0.039,0.032,0.038,0.002
787.052,0.039,0.032,0.038,0.002
787.225,0.039,0.032,0.037,0.002
787.399,0.039,0.032,0.037,0.002
787.573,0.039,0.032,0.037,0.002
787.746,0.038,0.032,0.037,0.002
787.92,0.038,0.032,0.037,0.002
788.094,0.038,0.032,0.037,0.002
788.267,0.038,0.032,0.037,0.002
788.441,0.038,0.032,0.037,0.002
788.615,0.038,0.032,0.037,0.002
788.789,0.038,0.032,0.037,0.002
788.962,0.038,0.032,0.037,0.002
789.136,0.039,0.032,0.037,0.002
789.31,0.039,0.032,0.037,0.002
789.483,0.039,0.032,0.037,0.002
789.657,0.039,0.032,0.037,0.002
789.831,0.039,0.032,0.037,0.002
790.004,0.039,0.032,0.037,0.002
790.178,0.039,0.032,0.037,0.002
790.352,0.039,0.031,0.037,0.002
790.526,0.039,0.031,0.037,0.002
790.699,0.039,0.031,0.037,0.002
790.873,0.039,0.031,0.037,0.002
791.047,0.039,0.031,0.037,0.002
791.22,0.039,0.031,0.037,0.002
791.394,0.039,0.031,0.037,0.002
791.568,0.039,0.032,0.037,0.002
791.741,0.039,0.032,0.037,0.002
791.915,0.039,0.032,0.037,0.002
792.089,0.039,0.032,0.036,0.002
792.263,0.039,0.032,0.036,0.001
792.436,0.039,0.032,0.036,0.001
792.61,0.039,0.032,0.036,0.001
792.784,0.039,0.032,0.036,0.001
792.958,0.039,0.032,0.036,0.001
793.131,0.039,0.032,0.036,0.001
793.305,0.038,0.032,0.036,0.001
793.479,0.038,0.032,0.036,0.001
793.652,0.038,0.032,0.036,0.001
793.826,0.038,0.031,0.036,0.001
794,0.038,0.032,0.036,0.001
794.174,0.038,0.032,0.036,0.001
794.347,0.038,0.031,0.037,0.001
794.521,0.038,0.031,0.037,0.001
794.695,0.038,0.031,0.036,0.001
794.868,0.038,0.031,0.036,0.002
795.042,0.038,0.031,0.036,0.002
795.216,0.038,0.031,0.036,0.002
795.39,0.038,0.031,0.036,0.002
795.563,0.039,0.031,0.036,0.002
795.737,0.039,0.031,0.036,0.002
795.911,0.039,0.031,0.036,0.002
796.085,0.039,0.031,0.036,0.002
796.258,0.039,0.031,0.036,0.002
796.432,0.039,0.031,0.036,0.002
796.606,0.039,0.031,0.036,0.002
796.78,0.039,0.031,0.036,0.002
796.953,0.039,0.031,0.036,0.002
797.127,0.039,0.031,0.036,0.002
797.301,0.039,0.031,0.036,0.002
797.475,0.039,0.031,0.036,0.002
797.648,0.039,0.031,0.036,0.002
797.822,0.039,0.031,0.036,0.002
797.996,0.039,0.031,0.036,0.002
798.17,0.039,0.031,0.036,0.002
798.343,0.039,0.032,0.037,0.002
798.517,0.039,0.032,0.036,0.002
798.691,0.039,0.032,0.036,0.002
798.865,0.039,0.032,0.036,0.002
799.038,0.039,0.032,0.036,0.002
799.212,0.039,0.032,0.036,0.002
799.386,0.039,0.032,0.036,0.002
799.56,0.04,0.032,0.036,0.002
799.733,0.04,0.032,0.036,0.002
799.907,0.04,0.032,0.036,0.002
800.081,0.04,0.032,0.036,0.003
800.255,0.04,0.032,0.036,0.002
800.428,0.04,0.032,0.036,0.002
800.602,0.04,0.032,0.036,0.002
800.776,0.04,0.032,0.036,0.002
800.95,0.04,0.032,0.036,0.002
801.123,0.04,0.032,0.036,0.002
801.297,0.04,0.032,0.036,0.002
801.471,0.04,0.032,0.036,0.002
801.645,0.04,0.032,0.036,0.002
801.818,0.04,0.032,0.036,0.002
801.992,0.04,0.032,0.037,0.002
802.166,0.04,0.032,0.037,0.002
802.34,0.04,0.032,0.037,0.002
802.514,0.04,0.032,0.037,0.002
802.687,0.04,0.032,0.037,0.003
802.861,0.04,0.032,0.037,0.003
803.035,0.04,0.032,0.037,0.003
803.209,0.04,0.032,0.037,0.003
803.382,0.04,0.032,0.037,0.003
803.556,0.04,0.032,0.037,0.003
803.73,0.04,0.032,0.037,0.003
803.904,0.04,0.032,0.037,0.003
804.078,0.04,0.032,0.037,0.003
804.251,0.04,0.032,0.037,0.003
804.425,0.04,0.032,0.037,0.003
804.599,0.04,0.032,0.037,0.003
804.773,0.04,0.032,0.037,0.003
804.946,0.04,0.032,0.037,0.003
805.12,0.04,0.032,0.037,0.003
805.294,0.04,0.032,0.037,0.003
805.468,0.04,0.032,0.037,0.003
805.642,0.04,0.032,0.037,0.003
805.815,0.04,0.032,0.037,0.003
805.989,0.04,0.032,0.037,0.003
806.163,0.04,0.032,0.037,0.003
806.337,0.04,0.032,0.037,0.003
806.511,0.04,0.032,0.037,0.003
806.684,0.04,0.032,0.037,0.003
806.858,0.04,0.032,0.037,0.003
807.032,0.04,0.032,0.037,0.002
807.206,0.04,0.032,0.037,0.002
807.38,0.04,0.032,0.037,0.002
807.553,0.04,0.032,0.037,0.002
807.727,0.04,0.032,0.037,0.002
807.901,0.04,0.032,0.037,0.002
808.075,0.04,0.032,0.037,0.002
808.249,0.04,0.032,0.037,0.002
808.422,0.04,0.032,0.036,0.002
808.596,0.04,0.032,0.036,0.002
808.77,0.04,0.032,0.036,0.002
808.944,0.04,0.031,0.036,0.002
809.118,0.04,0.031,0.036,0.002
809.291,0.04,0.031,0.036,0.003
809.465,0.04,0.031,0.036,0.003
809.639,0.04,0.031,0.036,0.003
809.813,0.04,0.031,0.036,0.003
809.987,0.04,0.031,0.036,0.003
810.161,0.04,0.031,0.036,0.003
810.334,0.04,0.031,0.036,0.003
810.508,0.04,0.032,0.036,0.003
810.682,0.04,0.032,0.036,0.003
810.856,0.04,0.032,0.036,0.003
811.03,0.04,0.032,0.036,0.003
811.203,0.04,0.032,0.036,0.003
811.377,0.041,0.032,0.036,0.003
811.551,0.041,0.032,0.036,0.003
811.725,0.041,0.032,0.036,0.003
811.899,0.041,0.032,0.036,0.003
812.073,0.041,0.032,0.036,0.003
812.246,0.041,0.032,0.036,0.003
812.42,0.04,0.032,0.036,0.003
812.594,0.041,0.032,0.036,0.003
812.768,0.04,0.032,0.036,0.003
812.942,0.041,0.032,0.036,0.003
813.116,0.04,0.032,0.036,0.003
813.289,0.04,0.032,0.036,0.003
813.463,0.04,0.032,0.036,0.003
813.637,0.04,0.032,0.036,0.003
813.811,0.04,0.032,0.036,0.003
813.985,0.041,0.032,0.036,0.003
814.159,0.04,0.031,0.036,0.003
814.332,0.041,0.031,0.036,0.003
814.506,0.041,0.031,0.036,0.003
814.68,0.041,0.031,0.036,0.003
814.854,0.041,0.031,0.036,0.003
815.028,0.041,0.031,0.036,0.003
815.202,0.041,0.031,0.036,0.003
815.375,0.041,0.031,0.036,0.003
815.549,0.041,0.031,0.036,0.003
815.723,0.041,0.031,0.036,0.003
815.897,0.041,0.031,0.036,0.003
816.071,0.041,0.031,0.036,0.003
816.245,0.041,0.031,0.036,0.003
816.419,0.041,0.031,0.036,0.003
816.592,0.041,0.031,0.036,0.004
816.766,0.041,0.031,0.036,0.004
816.94,0.041,0.031,0.036,0.004
817.114,0.041,0.031,0.036,0.004
817.288,0.041,0.032,0.036,0.004
817.462,0.041,0.031,0.036,0.004
817.636,0.041,0.031,0.036,0.004
817.809,0.041,0.032,0.036,0.004
817.983,0.041,0.032,0.036,0.004
818.157,0.041,0.031,0.036,0.004
818.331,0.041,0.031,0.036,0.004
818.505,0.041,0.031,0.036,0.004
818.679,0.041,0.031,0.036,0.004
818.853,0.041,0.031,0.035,0.004
819.027,0.041,0.031,0.035,0.004
819.2,0.041,0.031,0.035,0.004
819.374,0.041,0.031,0.035,0.004
819.548,0.041,0.031,0.035,0.003
819.722,0.04,0.031,0.035,0.003
819.896,0.041,0.031,0.035,0.003
820.07,0.04,0.031,0.035,0.003
820.244,0.04,0.031,0.035,0.003
820.417,0.04,0.031,0.035,0.003
820.591,0.04,0.031,0.035,0.003
820.765,0.04,0.031,0.035,0.003
820.939,0.04,0.031,0.035,0.003
821.113,0.04,0.031,0.035,0.003
821.287,0.04,0.031,0.034,0.003
821.461,0.04,0.031,0.034,0.003
821.635,0.04,0.031,0.034,0.003
821.809,0.04,0.03,0.034,0.003
821.982,0.04,0.03,0.034,0.003
822.156,0.04,0.03,0.034,0.003
822.33,0.04,0.03,0.034,0.003
822.504,0.04,0.03,0.034,0.003
822.678,0.04,0.03,0.034,0.003
822.852,0.04,0.031,0.034,0.003
823.026,0.04,0.03,0.034,0.003
823.2,0.04,0.03,0.034,0.003
823.374,0.04,0.03,0.034,0.003
823.547,0.04,0.03,0.034,0.004
823.721,0.04,0.031,0.034,0.004
823.895,0.041,0.031,0.034,0.004
824.069,0.041,0.031,0.034,0.004
824.243,0.041,0.031,0.034,0.004
824.417,0.041,0.031,0.035,0.004
824.591,0.041,0.031,0.035,0.005
824.765,0.041,0.031,0.035,0.005
824.939,0.041,0.032,0.035,0.005
825.113,0.041,0.032,0.035,0.005
825.286,0.041,0.032,0.035,0.005
825.46,0.041,0.032,0.035,0.005
825.634,0.041,0.032,0.035,0.005
825.808,0.041,0.032,0.035,0.005
825.982,0.041,0.032,0.035,0.005
826.156,0.041,0.032,0.035,0.005
826.33,0.041,0.032,0.035,0.005
826.504,0.041,0.032,0.035,0.005
826.678,0.041,0.032,0.034,0.005
826.852,0.041,0.032,0.034,0.005
827.026,0.041,0.032,0.034,0.005
827.199,0.041,0.031,0.034,0.005
827.373,0.041,0.031,0.034,0.005
827.547,0.041,0.031,0.034,0.005
827.721,0.041,0.031,0.034,0.005
827.895,0.041,0.031,0.034,0.005
828.069,0.041,0.031,0.034,0.005
828.243,0.041,0.031,0.034,0.005
828.417,0.041,0.031,0.034,0.005
828.591,0.04,0.031,0.034,0.005
828.765,0.04,0.031,0.034,0.005
828.939,0.04,0.031,0.034,0.004
829.113,0.04,0.031,0.034,0.004
829.286,0.04,0.031,0.034,0.004
829.46,0.04,0.031,0.033,0.004
829.634,0.04,0.031,0.034,0.004
829.808,0.04,0.031,0.034,0.004
829.982,0.04,0.031,0.033,0.004
830.156,0.04,0.031,0.033,0.004
830.33,0.04,0.031,0.033,0.004
830.504,0.04,0.031,0.033,0.004
830.678,0.04,0.031,0.033,0.005
830.852,0.04,0.031,0.033,0.005
831.026,0.04,0.031,0.033,0.005
831.2,0.041,0.031,0.033,0.005
831.374,0.04,0.031,0.033,0.005
831.548,0.04,0.031,0.033,0.005
831.722,0.04,0.031,0.033,0.005
831.895,0.04,0.031,0.033,0.006
832.069,0.04,0.032,0.033,0.006
832.243,0.04,0.032,0.033,0.006
832.417,0.04,0.031,0.033,0.006
832.591,0.04,0.031,0.033,0.006
832.765,0.04,0.031,0.033,0.006
832.939,0.04,0.031,0.033,0.006
833.113,0.04,0.031,0.033,0.006
833.287,0.04,0.031,0.033,0.006
833.461,0.04,0.031,0.033,0.006
833.635,0.04,0.031,0.033,0.006
833.809,0.04,0.031,0.033,0.006
833.983,0.041,0.031,0.033,0.006
834.157,0.041,0.031,0.033,0.006
834.331,0.041,0.031,0.033,0.006
834.505,0.041,0.031,0.033,0.006
834.679,0.041,0.03,0.033,0.006
834.853,0.041,0.03,0.033,0.006
835.027,0.041,0.031,0.033,0.006
835.201,0.041,0.031,0.033,0.006
835.375,0.041,0.031,0.033,0.006
835.548,0.041,0.031,0.033,0.006
835.722,0.041,0.031,0.033,0.006
835.896,0.041,0.031,0.033,0.006
836.07,0.041,0.032,0.033,0.006
836.244,0.041,0.032,0.033,0.006
836.418,0.041,0.032,0.033,0.006
836.592,0.041,0.032,0.033,0.006
836.766,0.041,0.032,0.033,0.006
836.94,0.041,0.032,0.033,0.006
837.114,0.041,0.032,0.033,0.006
837.288,0.041,0.031,0.033,0.006
837.462,0.041,0.031,0.033,0.006
837.636,0.041,0.031,0.033,0.006
837.81,0.041,0.031,0.033,0.006
837.984,0.041,0.031,0.033,0.006
838.158,0.041,0.031,0.033,0.006
838.332,0.041,0.031,0.033,0.006
838.506,0.041,0.031,0.033,0.006
838.68,0.04,0.031,0.033,0.006
838.854,0.04,0.03,0.033,0.006
839.028,0.04,0.03,0.033,0.007
839.202,0.04,0.03,0.033,0.006
839.376,0.04,0.03,0.033,0.006
839.55,0.04,0.03,0.033,0.006
839.724,0.04,0.03,0.033,0.006
839.898,0.04,0.03,0.033,0.006
840.072,0.04,0.03,0.032,0.006
840.246,0.04,0.03,0.032,0.006
840.42,0.04,0.03,0.032,0.007
840.594,0.04,0.03,0.032,0.007
840.768,0.041,0.031,0.033,0.007
840.942,0.041,0.031,0.033,0.007
841.116,0.041,0.031,0.033,0.007
841.29,0.041,0.031,0.033,0.007
841.464,0.041,0.031,0.033,0.007
841.638,0.041,0.031,0.033,0.007
841.812,0.041,0.031,0.033,0.007
841.986,0.041,0.032,0.033,0.007
842.16,0.041,0.032,0.033,0.007
842.334,0.041,0.032,0.033,0.007
842.508,0.041,0.032,0.033,0.008
842.682,0.041,0.032,0.033,0.008
842.856,0.041,0.033,0.033,0.008
843.03,0.041,0.033,0.033,0.008
843.204,0.041,0.033,0.033,0.008
843.378,0.041,0.032,0.033,0.008
843.552,0.041,0.033,0.033,0.008
843.726,0.041,0.033,0.033,0.008
843.9,0.041,0.033,0.033,0.008
844.074,0.041,0.033,0.033,0.008
844.248,0.041,0.033,0.033,0.008
844.422,0.042,0.033,0.033,0.008
844.596,0.042,0.033,0.033,0.009
844.77,0.042,0.033,0.033,0.009
844.944,0.041,0.033,0.033,0.009
845.118,0.041,0.033,0.033,0.009
845.292,0.042,0.033,0.033,0.009
845.466,0.041,0.033,0.033,0.009
845.64,0.041,0.033,0.033,0.009
845.814,0.041,0.032,0.033,0.009
845.988,0.041,0.032,0.033,0.009
846.162,0.041,0.033,0.033,0.009
846.336,0.041,0.033,0.033,0.009
846.51,0.042,0.033,0.033,0.009
846.684,0.042,0.033,0.033,0.009
846.858,0.041,0.033,0.033,0.009
847.032,0.042,0.033,0.033,0.009
847.206,0.042,0.033,0.032,0.009
847.38,0.041,0.033,0.032,0.009
847.554,0.041,0.033,0.032,0.009
847.728,0.041,0.032,0.032,0.009
847.902,0.041,0.032,0.032,0.009
848.076,0.041,0.032,0.032,0.009
848.25,0.041,0.032,0.032,0.009
