nm lambda,1,2,3,4
485.665,0.187,0.157,0.121,0.04
485.837,0.188,0.157,0.122,0.04
486.009,0.188,0.157,0.122,0.04
486.18,0.189,0.158,0.123,0.041
486.352,0.19,0.158,0.123,0.041
486.524,0.191,0.159,0.123,0.041
486.696,0.192,0.159,0.124,0.041
486.868,0.193,0.16,0.125,0.042
487.04,0.194,0.16,0.125,0.042
487.212,0.195,0.161,0.126,0.042
487.384,0.196,0.161,0.127,0.043
487.556,0.197,0.162,0.127,0.043
487.728,0.199,0.163,0.128,0.043
487.9,0.2,0.164,0.129,0.044
488.072,0.201,0.165,0.13,0.044
488.244,0.202,0.167,0.13,0.044
488.416,0.203,0.168,0.131,0.045
488.588,0.204,0.168,0.132,0.046
488.76,0.205,0.17,0.132,0.046
488.932,0.206,0.171,0.133,0.046
489.104,0.207,0.172,0.134,0.047
489.276,0.208,0.173,0.134,0.048
489.448,0.209,0.173,0.135,0.048
489.62,0.21,0.174,0.135,0.048
489.792,0.212,0.175,0.136,0.049
489.964,0.213,0.176,0.136,0.049
490.135,0.214,0.177,0.137,0.05
490.307,0.214,0.177,0.137,0.05
490.479,0.215,0.177,0.137,0.05
490.651,0.216,0.178,0.138,0.05
490.823,0.217,0.179,0.139,0.05
490.995,0.218,0.18,0.139,0.05
491.167,0.219,0.18,0.139,0.05
491.339,0.22,0.181,0.14,0.051
491.511,0.221,0.182,0.141,0.051
491.683,0.222,0.183,0.142,0.051
491.855,0.223,0.185,0.142,0.051
492.027,0.224,0.186,0.143,0.052
492.199,0.226,0.187,0.143,0.052
492.371,0.227,0.188,0.144,0.053
492.543,0.228,0.189,0.144,0.053
492.715,0.23,0.19,0.145,0.054
492.887,0.231,0.191,0.146,0.054
493.059,0.233,0.193,0.146,0.055
493.231,0.234,0.193,0.146,0.055
493.403,0.236,0.194,0.147,0.056
493.575,0.237,0.195,0.147,0.056
493.747,0.239,0.196,0.148,0.057
493.919,0.241,0.197,0.148,0.057
494.091,0.242,0.198,0.149,0.058
494.263,0.243,0.199,0.149,0.058
494.435,0.244,0.199,0.149,0.058
494.607,0.246,0.2,0.15,0.059
494.779,0.247,0.201,0.15,0.059
494.951,0.248,0.202,0.151,0.059
495.123,0.249,0.203,0.151,0.059
495.295,0.25,0.204,0.152,0.059
495.467,0.252,0.205,0.153,0.06
495.639,0.253,0.206,0.154,0.06
495.811,0.254,0.208,0.155,0.061
495.983,0.256,0.209,0.155,0.061
496.155,0.257,0.21,0.156,0.062
496.327,0.258,0.211,0.157,0.062
496.499,0.26,0.211,0.158,0.063
496.671,0.261,0.213,0.159,0.063
496.843,0.263,0.214,0.16,0.064
497.015,0.264,0.215,0.161,0.064
497.187,0.265,0.216,0.162,0.064
497.359,0.267,0.217,0.163,0.064
497.531,0.269,0.217,0.164,0.065
497.703,0.271,0.219,0.165,0.065
497.875,0.272,0.22,0.166,0.066
498.047,0.274,0.221,0.166,0.066
498.219,0.275,0.222,0.167,0.066
498.391,0.277,0.223,0.168,0.067
498.563,0.279,0.225,0.169,0.067
498.735,0.28,0.227,0.169,0.067
498.907,0.281,0.228,0.17,0.068
499.079,0.283,0.229,0.171,0.068
499.251,0.284,0.231,0.173,0.068
499.423,0.286,0.232,0.173,0.069
499.595,0.288,0.233,0.174,0.07
499.767,0.29,0.235,0.175,0.071
499.939,0.291,0.236,0.176,0.071
500.111,0.293,0.238,0.177,0.072
500.283,0.295,0.24,0.178,0.073
500.455,0.296,0.241,0.178,0.073
500.627,0.298,0.242,0.179,0.074
500.799,0.3,0.243,0.18,0.075
500.971,0.301,0.243,0.181,0.075
501.144,0.303,0.245,0.181,0.075
501.316,0.305,0.246,0.182,0.076
501.488,0.307,0.247,0.183,0.076
501.66,0.308,0.249,0.184,0.077
501.832,0.31,0.251,0.185,0.077
502.004,0.312,0.252,0.185,0.078
502.176,0.314,0.253,0.187,0.078
502.348,0.316,0.255,0.188,0.079
502.52,0.318,0.257,0.189,0.079
502.692,0.32,0.259,0.19,0.08
502.864,0.321,0.26,0.191,0.08
503.036,0.323,0.262,0.192,0.081
503.208,0.325,0.263,0.193,0.081
503.38,0.327,0.265,0.194,0.082
503.552,0.329,0.267,0.195,0.083
503.724,0.331,0.269,0.196,0.083
503.896,0.333,0.27,0.197,0.084
504.068,0.334,0.272,0.198,0.084
504.24,0.337,0.274,0.199,0.085
504.412,0.338,0.275,0.2,0.086
504.584,0.34,0.276,0.201,0.086
504.756,0.342,0.277,0.202,0.086
504.928,0.344,0.278,0.203,0.087
505.101,0.346,0.28,0.204,0.088
505.273,0.347,0.282,0.205,0.088
505.445,0.35,0.283,0.206,0.089
505.617,0.352,0.285,0.208,0.09
505.789,0.354,0.287,0.209,0.091
505.961,0.357,0.289,0.21,0.091
506.133,0.359,0.291,0.212,0.092
506.305,0.362,0.293,0.213,0.093
506.477,0.364,0.294,0.213,0.094
506.649,0.366,0.296,0.215,0.095
506.821,0.369,0.298,0.216,0.095
506.993,0.371,0.3,0.217,0.096
507.165,0.374,0.301,0.218,0.097
507.337,0.376,0.302,0.219,0.097
507.509,0.378,0.304,0.221,0.098
507.681,0.381,0.306,0.222,0.099
507.854,0.383,0.308,0.223,0.099
508.026,0.386,0.31,0.224,0.1
508.198,0.388,0.311,0.226,0.101
508.37,0.391,0.313,0.227,0.101
508.542,0.393,0.315,0.228,0.102
508.714,0.396,0.318,0.23,0.103
508.886,0.399,0.32,0.231,0.104
509.058,0.401,0.322,0.233,0.105
509.23,0.403,0.324,0.234,0.105
509.402,0.406,0.326,0.235,0.106
509.574,0.409,0.328,0.237,0.107
509.746,0.411,0.33,0.238,0.108
509.918,0.413,0.332,0.24,0.109
510.091,0.416,0.334,0.241,0.109
510.263,0.418,0.336,0.242,0.11
510.435,0.421,0.338,0.243,0.111
510.607,0.424,0.34,0.244,0.112
510.779,0.427,0.343,0.246,0.112
510.951,0.429,0.344,0.247,0.113
511.123,0.432,0.346,0.248,0.113
511.295,0.435,0.348,0.25,0.114
511.467,0.438,0.351,0.251,0.115
511.639,0.441,0.353,0.253,0.115
511.811,0.443,0.355,0.254,0.116
511.984,0.446,0.358,0.255,0.116
512.156,0.449,0.361,0.257,0.117
512.328,0.453,0.363,0.259,0.118
512.5,0.456,0.366,0.26,0.119
512.672,0.459,0.368,0.262,0.12
512.844,0.462,0.371,0.264,0.121
513.016,0.464,0.373,0.265,0.122
513.188,0.466,0.375,0.267,0.123
513.36,0.469,0.377,0.269,0.124
513.532,0.472,0.38,0.271,0.125
513.705,0.475,0.382,0.273,0.126
513.877,0.478,0.384,0.274,0.127
514.049,0.481,0.386,0.275,0.128
514.221,0.485,0.388,0.277,0.129
514.393,0.488,0.391,0.278,0.13
514.565,0.491,0.393,0.28,0.131
514.737,0.494,0.396,0.281,0.133
514.909,0.498,0.398,0.283,0.134
515.081,0.501,0.4,0.284,0.135
515.254,0.505,0.403,0.286,0.135
515.426,0.508,0.406,0.287,0.136
515.598,0.512,0.409,0.289,0.137
515.77,0.515,0.412,0.291,0.138
515.942,0.518,0.414,0.292,0.139
516.114,0.522,0.418,0.294,0.14
516.286,0.525,0.42,0.296,0.142
516.458,0.529,0.423,0.298,0.142
516.631,0.533,0.426,0.3,0.144
516.803,0.535,0.429,0.302,0.145
516.975,0.538,0.432,0.304,0.145
517.147,0.542,0.434,0.306,0.146
517.319,0.545,0.438,0.307,0.147
517.491,0.549,0.44,0.309,0.148
517.663,0.552,0.443,0.311,0.149
517.835,0.556,0.446,0.313,0.15
518.008,0.559,0.448,0.314,0.151
518.18,0.563,0.451,0.316,0.152
518.352,0.567,0.454,0.319,0.153
518.524,0.571,0.457,0.32,0.154
518.696,0.575,0.46,0.322,0.155
518.868,0.579,0.463,0.324,0.156
519.04,0.583,0.466,0.326,0.157
519.212,0.587,0.468,0.327,0.158
519.385,0.591,0.471,0.33,0.16
519.557,0.594,0.474,0.331,0.161
519.729,0.599,0.478,0.333,0.162
519.901,0.602,0.481,0.335,0.164
520.073,0.606,0.485,0.338,0.165
520.245,0.61,0.488,0.34,0.166
520.417,0.615,0.491,0.342,0.168
520.59,0.618,0.494,0.344,0.169
520.762,0.622,0.497,0.346,0.17
520.934,0.626,0.5,0.348,0.171
521.106,0.63,0.504,0.35,0.172
521.278,0.634,0.506,0.352,0.173
521.45,0.637,0.509,0.354,0.174
521.622,0.642,0.512,0.356,0.175
521.795,0.646,0.516,0.358,0.177
521.967,0.65,0.52,0.361,0.178
522.139,0.655,0.523,0.363,0.179
522.311,0.659,0.527,0.365,0.18
522.483,0.664,0.53,0.367,0.182
522.655,0.669,0.535,0.37,0.183
522.828,0.673,0.538,0.371,0.184
523,0.678,0.542,0.374,0.186
523.172,0.683,0.546,0.376,0.187
523.344,0.688,0.55,0.378,0.188
523.516,0.693,0.554,0.381,0.19
523.688,0.697,0.559,0.383,0.191
523.861,0.702,0.563,0.386,0.193
524.033,0.707,0.567,0.388,0.194
524.205,0.712,0.571,0.391,0.196
524.377,0.717,0.575,0.393,0.197
524.549,0.723,0.578,0.396,0.198
524.721,0.727,0.582,0.399,0.2
524.894,0.732,0.585,0.401,0.201
525.066,0.736,0.589,0.404,0.202
525.238,0.741,0.593,0.406,0.204
525.41,0.746,0.597,0.409,0.205
525.582,0.751,0.601,0.412,0.207
525.754,0.756,0.605,0.415,0.208
525.927,0.761,0.609,0.418,0.21
526.099,0.767,0.612,0.42,0.211
526.271,0.773,0.616,0.423,0.213
526.443,0.778,0.619,0.425,0.215
526.615,0.784,0.624,0.428,0.216
526.787,0.789,0.628,0.43,0.218
526.96,0.795,0.632,0.433,0.22
527.132,0.8,0.635,0.436,0.221
527.304,0.805,0.64,0.439,0.222
527.476,0.81,0.644,0.441,0.224
527.648,0.815,0.649,0.445,0.226
527.821,0.82,0.653,0.447,0.227
527.993,0.827,0.658,0.45,0.229
528.165,0.833,0.662,0.453,0.231
528.337,0.838,0.667,0.456,0.232
528.509,0.843,0.672,0.458,0.234
528.682,0.849,0.676,0.461,0.235
528.854,0.855,0.681,0.464,0.237
529.026,0.861,0.687,0.467,0.238
529.198,0.866,0.692,0.47,0.24
529.37,0.873,0.697,0.473,0.242
529.543,0.878,0.701,0.476,0.243
529.715,0.884,0.706,0.478,0.245
529.887,0.89,0.71,0.481,0.246
530.059,0.896,0.715,0.484,0.248
530.231,0.902,0.719,0.486,0.25
530.404,0.908,0.723,0.489,0.252
530.576,0.914,0.727,0.492,0.253
530.748,0.92,0.731,0.495,0.255
530.92,0.926,0.736,0.498,0.257
531.092,0.932,0.74,0.501,0.259
531.265,0.937,0.744,0.504,0.26
531.437,0.943,0.749,0.508,0.262
531.609,0.949,0.754,0.511,0.264
531.781,0.957,0.758,0.515,0.266
531.953,0.963,0.764,0.518,0.268
532.126,0.971,0.769,0.521,0.27
532.298,0.977,0.774,0.525,0.271
532.47,0.983,0.779,0.528,0.273
532.642,0.99,0.784,0.531,0.275
532.814,0.998,0.79,0.536,0.277
532.987,1.005,0.795,0.539,0.279
533.159,1.013,0.801,0.543,0.281
533.331,1.02,0.806,0.546,0.283
533.503,1.028,0.811,0.549,0.285
533.676,1.036,0.817,0.553,0.287
533.848,1.043,0.824,0.556,0.289
534.02,1.051,0.829,0.56,0.291
534.192,1.058,0.835,0.563,0.293
534.364,1.066,0.84,0.567,0.295
534.537,1.074,0.845,0.571,0.297
534.709,1.082,0.85,0.574,0.299
534.881,1.089,0.856,0.578,0.301
535.053,1.097,0.863,0.582,0.303
535.226,1.104,0.869,0.585,0.305
535.398,1.111,0.875,0.589,0.307
535.57,1.119,0.88,0.593,0.309
535.742,1.128,0.886,0.596,0.311
535.914,1.137,0.892,0.6,0.313
536.087,1.143,0.899,0.603,0.316
536.259,1.152,0.904,0.607,0.318
536.431,1.16,0.91,0.611,0.32
536.603,1.167,0.916,0.615,0.322
536.776,1.175,0.923,0.62,0.324
536.948,1.184,0.93,0.624,0.326
537.12,1.191,0.936,0.628,0.328
537.292,1.2,0.943,0.632,0.33
537.465,1.207,0.949,0.635,0.332
537.637,1.215,0.955,0.64,0.335
537.809,1.223,0.961,0.643,0.337
537.981,1.231,0.966,0.647,0.339
538.154,1.237,0.971,0.651,0.341
538.326,1.245,0.977,0.655,0.343
538.498,1.255,0.983,0.66,0.345
538.67,1.263,0.99,0.664,0.347
538.843,1.271,0.997,0.668,0.35
539.015,1.281,1.004,0.673,0.352
539.187,1.291,1.011,0.677,0.354
539.359,1.301,1.017,0.681,0.357
539.532,1.31,1.023,0.686,0.359
539.704,1.321,1.029,0.69,0.362
539.876,1.332,1.035,0.694,0.364
540.048,1.343,1.042,0.698,0.367
540.221,1.353,1.05,0.702,0.369
540.393,1.363,1.056,0.707,0.372
540.565,1.371,1.064,0.711,0.374
540.737,1.381,1.072,0.715,0.377
540.91,1.39,1.08,0.719,0.379
541.082,1.401,1.087,0.723,0.382
541.254,1.41,1.093,0.728,0.385
541.427,1.42,1.101,0.732,0.387
541.599,1.43,1.106,0.736,0.39
541.771,1.44,1.114,0.74,0.393
541.943,1.45,1.12,0.744,0.395
542.116,1.459,1.127,0.749,0.397
542.288,1.468,1.136,0.753,0.399
542.46,1.48,1.143,0.758,0.402
542.632,1.491,1.152,0.763,0.405
542.805,1.502,1.161,0.768,0.408
542.977,1.512,1.169,0.773,0.411
543.149,1.527,1.179,0.779,0.414
543.321,1.536,1.187,0.783,0.416
543.494,1.549,1.196,0.788,0.419
543.666,1.56,1.205,0.793,0.421
543.838,1.573,1.215,0.798,0.424
544.011,1.582,1.223,0.803,0.427
544.183,1.594,1.233,0.808,0.429
544.355,1.605,1.241,0.813,0.432
544.527,1.616,1.25,0.818,0.435
544.7,1.627,1.259,0.823,0.438
544.872,1.641,1.267,0.829,0.442
545.044,1.654,1.276,0.834,0.444
545.217,1.669,1.285,0.84,0.447
545.389,1.682,1.293,0.845,0.45
545.561,1.699,1.303,0.85,0.454
545.733,1.713,1.311,0.856,0.457
545.906,1.729,1.322,0.861,0.46
546.078,1.741,1.33,0.867,0.463
546.25,1.755,1.337,0.873,0.466
546.423,1.767,1.347,0.879,0.469
546.595,1.783,1.355,0.885,0.473
546.767,1.797,1.365,0.89,0.476
546.94,1.812,1.373,0.895,0.479
547.112,1.825,1.381,0.9,0.482
547.284,1.845,1.391,0.907,0.485
547.456,1.861,1.4,0.913,0.488
547.629,1.882,1.412,0.919,0.491
547.801,1.894,1.421,0.925,0.494
547.973,1.915,1.431,0.931,0.498
548.146,1.924,1.44,0.936,0.5
548.318,1.95,1.451,0.942,0.504
548.49,1.968,1.459,0.948,0.507
548.663,1.995,1.47,0.954,0.511
548.835,2.014,1.48,0.961,0.514
549.007,2.042,1.493,0.967,0.518
549.18,2.06,1.504,0.973,0.521
549.352,2.08,1.518,0.98,0.525
549.524,2.103,1.529,0.986,0.529
549.696,2.128,1.542,0.994,0.533
549.869,2.151,1.557,1,0.536
550.041,2.174,1.57,1.007,0.54
550.213,2.183,1.579,1.013,0.544
550.386,2.209,1.592,1.021,0.548
550.558,2.234,1.605,1.028,0.551
550.73,2.273,1.618,1.036,0.556
550.903,2.301,1.63,1.043,0.56
551.075,2.338,1.642,1.051,0.564
551.247,2.378,1.657,1.059,0.568
551.42,2.417,1.67,1.068,0.572
551.592,2.455,1.685,1.075,0.576
551.764,2.492,1.698,1.082,0.58
551.937,2.5,1.706,1.088,0.584
552.109,2.5,1.72,1.096,0.589
552.281,2.5,1.732,1.103,0.592
552.454,2.5,1.743,1.111,0.597
552.626,2.5,1.755,1.118,0.601
552.798,2.5,1.771,1.127,0.605
552.971,2.5,1.785,1.134,0.61
553.143,2.5,1.799,1.142,0.614
553.315,2.5,1.815,1.149,0.618
553.488,2.5,1.836,1.158,0.622
553.66,2.5,1.85,1.166,0.626
553.832,2.5,1.872,1.175,0.631
554.005,2.5,1.891,1.183,0.635
554.177,2.5,1.91,1.193,0.639
554.349,2.5,1.923,1.201,0.644
554.522,2.5,1.944,1.211,0.649
554.694,2.5,1.959,1.221,0.653
554.866,2.5,1.98,1.232,0.658
555.039,2.5,2.01,1.242,0.663
555.211,2.5,2.03,1.252,0.668
555.383,2.5,2.05,1.26,0.673
555.556,2.5,2.068,1.271,0.678
555.728,2.5,2.086,1.28,0.683
555.9,2.5,2.1,1.289,0.688
556.073,2.5,2.118,1.298,0.693
556.245,2.5,2.148,1.309,0.698
556.417,2.5,2.174,1.319,0.703
556.59,2.5,2.195,1.328,0.709
556.762,2.5,2.229,1.338,0.714
556.935,2.5,2.246,1.348,0.72
557.107,2.5,2.269,1.357,0.725
557.279,2.5,2.31,1.367,0.731
557.452,2.5,2.346,1.376,0.736
557.624,2.5,2.385,1.386,0.742
557.796,2.5,2.42,1.397,0.748
557.969,2.5,2.459,1.408,0.753
558.141,2.5,2.5,1.418,0.759
558.313,2.5,2.5,1.428,0.765
558.486,2.5,2.5,1.438,0.771
558.658,2.5,2.5,1.449,0.776
558.831,2.5,2.5,1.459,0.781
559.003,2.5,2.5,1.47,0.787
559.175,2.5,2.5,1.482,0.792
559.348,2.5,2.5,1.492,0.798
559.52,2.5,2.5,1.502,0.803
559.692,2.5,2.5,1.516,0.808
559.865,2.5,2.5,1.526,0.814
560.037,2.5,2.5,1.539,0.82
560.209,2.5,2.5,1.552,0.826
560.382,2.5,2.5,1.568,0.832
560.554,2.5,2.5,1.58,0.837
560.727,2.5,2.5,1.592,0.844
560.899,2.5,2.5,1.608,0.849
561.071,2.5,2.5,1.621,0.855
561.244,2.5,2.5,1.636,0.862
561.416,2.5,2.5,1.65,0.868
561.589,2.5,2.5,1.665,0.874
561.761,2.5,2.5,1.679,0.88
561.933,2.5,2.5,1.694,0.886
562.106,2.5,2.5,1.708,0.893
562.278,2.5,2.5,1.72,0.899
562.45,2.5,2.5,1.734,0.905
562.623,2.5,2.5,1.746,0.912
562.795,2.5,2.5,1.759,0.918
562.968,2.5,2.5,1.772,0.925
563.14,2.5,2.5,1.789,0.931
563.312,2.5,2.5,1.804,0.939
563.485,2.5,2.5,1.819,0.945
563.657,2.5,2.5,1.83,0.952
563.83,2.5,2.5,1.847,0.959
564.002,2.5,2.5,1.864,0.966
564.174,2.5,2.5,1.885,0.973
564.347,2.5,2.5,1.903,0.98
564.519,2.5,2.5,1.928,0.987
564.692,2.5,2.5,1.944,0.994
564.864,2.5,2.5,1.964,1.001
565.036,2.5,2.5,1.979,1.007
565.209,2.5,2.5,1.998,1.014
565.381,2.5,2.5,2.017,1.02
565.554,2.5,2.5,2.042,1.028
565.726,2.5,2.5,2.061,1.035
565.898,2.5,2.5,2.084,1.042
566.071,2.5,2.5,2.107,1.05
566.243,2.5,2.5,2.131,1.058
566.416,2.5,2.5,2.155,1.065
566.588,2.5,2.5,2.178,1.073
566.76,2.5,2.5,2.205,1.081
566.933,2.5,2.5,2.23,1.088
567.105,2.5,2.5,2.263,1.096
567.278,2.5,2.5,2.295,1.104
567.45,2.5,2.5,2.32,1.112
567.623,2.5,2.5,2.345,1.119
567.795,2.5,2.5,2.381,1.127
567.967,2.5,2.5,2.437,1.135
568.14,2.5,2.5,2.476,1.143
568.312,2.5,2.5,2.5,1.151
568.485,2.5,2.5,2.5,1.159
568.657,2.5,2.5,2.5,1.167
568.829,2.5,2.5,2.5,1.174
569.002,2.5,2.5,2.5,1.181
569.174,2.5,2.5,2.5,1.187
569.347,2.5,2.5,2.5,1.195
569.519,2.5,2.5,2.5,1.203
569.692,2.5,2.5,2.5,1.212
569.864,2.5,2.5,2.5,1.22
570.036,2.5,2.5,2.5,1.228
570.209,2.5,2.5,2.5,1.237
570.381,2.5,2.5,2.5,1.245
570.554,2.5,2.5,2.5,1.252
570.726,2.5,2.5,2.5,1.261
570.899,2.5,2.5,2.5,1.27
571.071,2.5,2.5,2.5,1.278
571.244,2.5,2.5,2.5,1.287
571.416,2.5,2.5,2.5,1.297
571.588,2.5,2.5,2.5,1.305
571.761,2.5,2.5,2.5,1.315
571.933,2.5,2.5,2.5,1.324
572.106,2.5,2.5,2.5,1.334
572.278,2.5,2.5,2.5,1.345
572.451,2.5,2.5,2.5,1.354
572.623,2.5,2.5,2.5,1.364
572.796,2.5,2.5,2.5,1.373
572.968,2.5,2.5,2.5,1.381
573.14,2.5,2.5,2.5,1.39
573.313,2.5,2.5,2.5,1.397
573.485,2.5,2.5,2.5,1.404
573.658,2.5,2.5,2.5,1.41
573.83,2.5,2.5,2.5,1.417
574.003,2.5,2.5,2.5,1.423
574.175,2.5,2.5,2.5,1.431
574.348,2.5,2.5,2.5,1.437
574.52,2.5,2.5,2.5,1.445
574.693,2.5,2.5,2.5,1.451
574.865,2.5,2.5,2.5,1.459
575.037,2.5,2.5,2.5,1.465
575.21,2.5,2.5,2.5,1.474
575.382,2.5,2.5,2.5,1.482
575.555,2.5,2.5,2.5,1.492
575.727,2.5,2.5,2.5,1.502
575.9,2.5,2.5,2.5,1.511
576.072,2.5,2.5,2.5,1.52
576.245,2.5,2.5,2.5,1.529
576.417,2.5,2.5,2.5,1.54
576.59,2.5,2.5,2.5,1.549
576.762,2.5,2.5,2.5,1.558
576.935,2.5,2.5,2.5,1.566
577.107,2.5,2.5,2.5,1.573
577.28,2.5,2.5,2.5,1.581
577.452,2.5,2.5,2.5,1.587
577.624,2.5,2.5,2.5,1.594
577.797,2.5,2.5,2.5,1.599
577.969,2.5,2.5,2.5,1.608
578.142,2.5,2.5,2.5,1.614
578.314,2.5,2.5,2.5,1.622
578.487,2.5,2.5,2.5,1.63
578.659,2.5,2.5,2.5,1.638
578.832,2.5,2.5,2.5,1.642
579.004,2.5,2.5,2.5,1.652
579.177,2.5,2.5,2.5,1.66
579.349,2.5,2.5,2.5,1.673
579.522,2.5,2.5,2.5,1.682
579.694,2.5,2.5,2.5,1.692
579.867,2.5,2.5,2.5,1.702
580.039,2.5,2.5,2.5,1.713
580.212,2.5,2.5,2.5,1.721
580.384,2.5,2.5,2.5,1.732
580.557,2.5,2.5,2.5,1.743
580.729,2.5,2.5,2.5,1.753
580.902,2.5,2.5,2.5,1.761
581.074,2.5,2.5,2.5,1.771
581.247,2.5,2.5,2.5,1.778
581.419,2.5,2.5,2.5,1.79
581.592,2.5,2.5,2.5,1.796
581.764,2.5,2.5,2.5,1.805
581.937,2.5,2.5,2.5,1.812
582.109,2.5,2.5,2.5,1.82
582.282,2.5,2.5,2.5,1.827
582.454,2.5,2.5,2.5,1.837
582.627,2.5,2.5,2.5,1.844
582.799,2.5,2.5,2.5,1.848
582.972,2.5,2.5,2.5,1.853
583.144,2.5,2.5,2.5,1.864
583.317,2.5,2.5,2.5,1.869
583.489,2.5,2.5,2.5,1.882
583.662,2.5,2.5,2.5,1.888
583.834,2.5,2.5,2.5,1.898
584.007,2.5,2.5,2.5,1.907
584.179,2.5,2.5,2.5,1.92
584.352,2.5,2.5,2.5,1.928
584.524,2.5,2.5,2.5,1.939
584.697,2.5,2.5,2.5,1.949
584.869,2.5,2.5,2.5,1.962
585.042,2.5,2.5,2.5,1.97
585.214,2.5,2.5,2.5,1.982
585.387,2.5,2.5,2.5,1.992
585.559,2.5,2.5,2.5,2.007
585.732,2.5,2.5,2.5,2.015
585.904,2.5,2.5,2.5,2.026
586.077,2.5,2.5,2.5,2.031
586.25,2.5,2.5,2.5,2.039
586.422,2.5,2.5,2.5,2.047
586.595,2.5,2.5,2.5,2.055
586.767,2.5,2.5,2.5,2.06
586.94,2.5,2.5,2.5,2.065
587.112,2.5,2.5,2.5,2.073
587.285,2.5,2.5,2.5,2.081
587.457,2.5,2.5,2.5,2.086
587.63,2.5,2.5,2.5,2.1
587.802,2.5,2.5,2.5,2.103
587.975,2.5,2.5,2.5,2.108
588.147,2.5,2.5,2.5,2.122
588.32,2.5,2.5,2.5,2.14
588.492,2.5,2.5,2.5,2.153
588.665,2.5,2.5,2.5,2.174
588.838,2.5,2.5,2.5,2.194
589.01,2.5,2.5,2.5,2.209
589.183,2.5,2.5,2.5,2.225
589.355,2.5,2.5,2.5,2.248
589.528,2.5,2.5,2.5,2.266
589.7,2.5,2.5,2.5,2.288
589.873,2.5,2.5,2.5,2.306
590.045,2.5,2.5,2.5,2.325
590.218,2.5,2.5,2.5,2.338
590.39,2.5,2.5,2.5,2.355
590.563,2.5,2.5,2.5,2.368
590.736,2.5,2.5,2.5,2.383
590.908,2.5,2.5,2.5,2.398
591.081,2.5,2.5,2.5,2.411
591.253,2.5,2.5,2.5,2.413
591.426,2.5,2.5,2.5,2.415
591.598,2.5,2.5,2.5,2.412
591.771,2.5,2.5,2.5,2.422
591.943,2.5,2.5,2.5,2.416
592.116,2.5,2.5,2.5,2.432
592.289,2.5,2.5,2.5,2.458
592.461,2.5,2.5,2.5,2.465
592.634,2.5,2.5,2.5,2.473
592.806,2.5,2.5,2.5,2.493
592.979,2.5,2.5,2.5,2.5
593.151,2.5,2.5,2.5,2.5
593.324,2.5,2.5,2.5,2.5
593.496,2.5,2.5,2.5,2.5
593.669,2.5,2.5,2.5,2.5
593.842,2.5,2.5,2.5,2.5
594.014,2.5,2.5,2.5,2.5
594.187,2.5,2.5,2.5,2.5
594.359,2.5,2.5,2.5,2.5
594.532,2.5,2.5,2.5,2.5
594.704,2.5,2.5,2.5,2.5
594.877,2.5,2.5,2.5,2.5
595.05,2.5,2.5,2.5,2.5
595.222,2.5,2.5,2.5,2.5
595.395,2.5,2.5,2.5,2.5
595.567,2.5,2.5,2.5,2.5
595.74,2.5,2.5,2.5,2.5
595.913,2.5,2.5,2.5,2.5
596.085,2.5,2.5,2.5,2.5
596.258,2.5,2.5,2.5,2.5
596.43,2.5,2.5,2.5,2.5
596.603,2.5,2.5,2.5,2.5
596.775,2.5,2.5,2.5,2.5
596.948,2.5,2.5,2.5,2.5
597.121,2.5,2.5,2.5,2.5
597.293,2.5,2.5,2.5,2.5
597.466,2.5,2.5,2.5,2.5
597.638,2.5,2.5,2.5,2.5
597.811,2.5,2.5,2.5,2.5
597.984,2.5,2.5,2.5,2.5
598.156,2.5,2.5,2.5,2.5
598.329,2.5,2.5,2.5,2.5
598.501,2.5,2.5,2.5,2.5
598.674,2.5,2.5,2.5,2.5
598.847,2.5,2.5,2.5,2.5
599.019,2.5,2.5,2.5,2.5
599.192,2.5,2.5,2.5,2.5
599.364,2.5,2.5,2.5,2.5
599.537,2.5,2.5,2.5,2.5
599.71,2.5,2.5,2.5,2.5
599.882,2.5,2.5,2.5,2.5
600.055,2.5,2.5,2.5,2.5
600.227,2.5,2.5,2.5,2.5
600.4,2.5,2.5,2.5,2.5
600.573,2.5,2.5,2.5,2.5
600.745,2.5,2.5,2.5,2.5
600.918,2.5,2.5,2.5,2.5
601.09,2.5,2.5,2.5,2.5
601.263,2.5,2.5,2.5,2.5
601.436,2.5,2.5,2.5,2.5
601.608,2.5,2.5,2.5,2.5
601.781,2.5,2.5,2.5,2.5
601.954,2.5,2.5,2.5,2.5
602.126,2.5,2.5,2.5,2.5
602.299,2.5,2.5,2.5,2.5
602.471,2.5,2.5,2.5,2.5
602.644,2.5,2.5,2.5,2.5
602.817,2.5,2.5,2.5,2.5
602.989,2.5,2.5,2.5,2.5
603.162,2.5,2.5,2.5,2.5
603.334,2.5,2.5,2.5,2.5
603.507,2.5,2.5,2.5,2.5
603.68,2.5,2.5,2.5,2.5
603.852,2.5,2.5,2.5,2.5
604.025,2.5,2.5,2.5,2.5
604.198,2.5,2.5,2.5,2.5
604.37,2.5,2.5,2.5,2.5
604.543,2.5,2.5,2.5,2.5
604.716,2.5,2.5,2.5,2.5
604.888,2.5,2.5,2.5,2.5
605.061,2.5,2.5,2.5,2.5
605.233,2.5,2.5,2.5,2.5
605.406,2.5,2.5,2.5,2.5
605.579,2.5,2.5,2.5,2.5
605.751,2.5,2.5,2.5,2.5
605.924,2.5,2.5,2.5,2.5
