nm lambda,1,2,3,4,5,6,7,8
517.491,0.155,0.062,0.13,0.049,0.035,0.024,0.061,0.019
517.663,0.155,0.063,0.13,0.048,0.035,0.024,0.061,0.018
517.835,0.156,0.063,0.131,0.049,0.036,0.024,0.061,0.019
518.008,0.156,0.063,0.131,0.049,0.036,0.024,0.061,0.019
518.18,0.157,0.064,0.131,0.049,0.036,0.025,0.061,0.019
518.352,0.157,0.064,0.132,0.05,0.036,0.025,0.061,0.019
518.524,0.158,0.064,0.132,0.05,0.036,0.025,0.061,0.019
518.696,0.159,0.065,0.132,0.05,0.037,0.025,0.061,0.019
518.868,0.159,0.065,0.132,0.051,0.037,0.025,0.061,0.019
519.04,0.159,0.065,0.132,0.051,0.037,0.025,0.062,0.019
519.212,0.16,0.066,0.133,0.051,0.038,0.026,0.062,0.019
519.385,0.16,0.066,0.133,0.051,0.038,0.026,0.062,0.019
519.557,0.16,0.067,0.134,0.051,0.038,0.026,0.062,0.019
519.729,0.161,0.067,0.134,0.052,0.039,0.026,0.062,0.019
519.901,0.161,0.068,0.134,0.052,0.04,0.026,0.063,0.02
520.073,0.162,0.068,0.134,0.053,0.04,0.027,0.063,0.02
520.245,0.162,0.068,0.135,0.053,0.041,0.027,0.063,0.02
520.417,0.163,0.069,0.135,0.054,0.041,0.027,0.064,0.02
520.59,0.163,0.069,0.135,0.054,0.041,0.027,0.064,0.02
520.762,0.163,0.069,0.136,0.054,0.041,0.027,0.064,0.021
520.934,0.164,0.07,0.136,0.054,0.042,0.027,0.064,0.021
521.106,0.164,0.07,0.136,0.054,0.042,0.027,0.065,0.02
521.278,0.164,0.071,0.136,0.054,0.042,0.027,0.064,0.02
521.45,0.164,0.071,0.136,0.054,0.042,0.027,0.065,0.02
521.622,0.164,0.072,0.136,0.055,0.042,0.028,0.065,0.02
521.795,0.165,0.072,0.137,0.055,0.042,0.028,0.065,0.02
521.967,0.166,0.072,0.137,0.055,0.042,0.028,0.065,0.021
522.139,0.166,0.073,0.138,0.056,0.042,0.028,0.065,0.021
522.311,0.166,0.073,0.138,0.056,0.043,0.029,0.066,0.021
522.483,0.167,0.073,0.138,0.056,0.043,0.029,0.066,0.021
522.655,0.167,0.073,0.138,0.057,0.043,0.029,0.066,0.021
522.828,0.168,0.074,0.139,0.057,0.043,0.03,0.066,0.021
523,0.169,0.074,0.139,0.057,0.044,0.03,0.066,0.022
523.172,0.169,0.075,0.14,0.058,0.044,0.031,0.066,0.022
523.344,0.169,0.075,0.14,0.058,0.044,0.031,0.066,0.022
523.516,0.17,0.075,0.141,0.059,0.045,0.031,0.067,0.022
523.688,0.171,0.076,0.141,0.059,0.045,0.032,0.067,0.022
523.861,0.172,0.076,0.141,0.06,0.045,0.032,0.067,0.022
524.033,0.172,0.077,0.142,0.06,0.046,0.032,0.067,0.023
524.205,0.173,0.077,0.142,0.061,0.047,0.033,0.068,0.023
524.377,0.174,0.078,0.142,0.061,0.047,0.033,0.068,0.023
524.549,0.174,0.079,0.143,0.062,0.047,0.033,0.068,0.023
524.721,0.174,0.079,0.143,0.062,0.047,0.033,0.068,0.024
524.894,0.174,0.079,0.143,0.062,0.047,0.033,0.068,0.024
525.066,0.174,0.079,0.143,0.062,0.047,0.033,0.068,0.024
525.238,0.175,0.08,0.143,0.062,0.048,0.033,0.068,0.024
525.41,0.175,0.08,0.144,0.063,0.048,0.033,0.068,0.024
525.582,0.176,0.081,0.144,0.063,0.049,0.034,0.069,0.024
525.754,0.176,0.082,0.145,0.063,0.049,0.034,0.069,0.025
525.927,0.176,0.082,0.146,0.064,0.049,0.034,0.069,0.025
526.099,0.177,0.083,0.146,0.064,0.05,0.034,0.069,0.025
526.271,0.177,0.083,0.147,0.065,0.05,0.035,0.07,0.026
526.443,0.178,0.084,0.147,0.065,0.05,0.035,0.07,0.026
526.615,0.178,0.084,0.148,0.065,0.05,0.035,0.07,0.026
526.787,0.178,0.085,0.148,0.065,0.051,0.035,0.07,0.026
526.96,0.179,0.085,0.149,0.066,0.051,0.036,0.071,0.026
527.132,0.179,0.086,0.149,0.066,0.051,0.036,0.071,0.026
527.304,0.18,0.086,0.149,0.066,0.052,0.036,0.071,0.026
527.476,0.18,0.086,0.15,0.067,0.052,0.037,0.071,0.026
527.648,0.181,0.087,0.15,0.067,0.053,0.037,0.071,0.026
527.821,0.182,0.088,0.151,0.067,0.053,0.038,0.071,0.026
527.993,0.183,0.089,0.151,0.068,0.053,0.038,0.072,0.026
528.165,0.184,0.089,0.152,0.068,0.054,0.038,0.072,0.026
528.337,0.184,0.089,0.152,0.069,0.054,0.038,0.072,0.027
528.509,0.184,0.09,0.152,0.069,0.054,0.039,0.072,0.027
528.682,0.185,0.09,0.152,0.069,0.055,0.039,0.072,0.027
528.854,0.186,0.09,0.153,0.07,0.055,0.039,0.073,0.027
529.026,0.186,0.09,0.153,0.07,0.055,0.039,0.073,0.028
529.198,0.187,0.091,0.154,0.07,0.056,0.039,0.073,0.028
529.37,0.188,0.091,0.154,0.071,0.056,0.04,0.074,0.028
529.543,0.188,0.092,0.155,0.071,0.056,0.04,0.074,0.028
529.715,0.189,0.093,0.155,0.071,0.057,0.04,0.074,0.028
529.887,0.19,0.093,0.156,0.072,0.057,0.041,0.075,0.029
530.059,0.191,0.094,0.156,0.072,0.058,0.041,0.075,0.029
530.231,0.191,0.094,0.157,0.073,0.058,0.041,0.075,0.029
530.404,0.192,0.095,0.157,0.073,0.058,0.041,0.075,0.029
530.576,0.192,0.096,0.158,0.073,0.058,0.041,0.075,0.029
530.748,0.193,0.096,0.158,0.073,0.059,0.041,0.075,0.029
530.92,0.193,0.097,0.158,0.074,0.059,0.042,0.075,0.029
531.092,0.194,0.097,0.159,0.074,0.059,0.042,0.076,0.029
531.265,0.194,0.098,0.159,0.074,0.06,0.042,0.076,0.029
531.437,0.195,0.099,0.16,0.075,0.06,0.043,0.076,0.03
531.609,0.196,0.1,0.16,0.075,0.06,0.043,0.076,0.03
531.781,0.197,0.1,0.161,0.076,0.061,0.044,0.077,0.03
531.953,0.197,0.101,0.162,0.076,0.061,0.044,0.077,0.03
532.126,0.198,0.102,0.162,0.077,0.062,0.045,0.077,0.031
532.298,0.198,0.102,0.163,0.077,0.062,0.045,0.078,0.031
532.47,0.199,0.103,0.163,0.078,0.063,0.045,0.078,0.031
532.642,0.199,0.104,0.164,0.079,0.063,0.046,0.078,0.032
532.814,0.2,0.104,0.164,0.079,0.064,0.046,0.078,0.032
532.987,0.201,0.104,0.164,0.08,0.064,0.046,0.079,0.032
533.159,0.202,0.105,0.165,0.08,0.064,0.047,0.079,0.032
533.331,0.202,0.105,0.166,0.081,0.065,0.047,0.08,0.032
533.503,0.203,0.106,0.166,0.081,0.065,0.048,0.08,0.033
533.676,0.204,0.107,0.166,0.081,0.065,0.048,0.08,0.033
533.848,0.204,0.107,0.167,0.082,0.066,0.048,0.08,0.033
534.02,0.205,0.107,0.167,0.083,0.066,0.048,0.081,0.033
534.192,0.205,0.108,0.168,0.083,0.067,0.049,0.081,0.033
534.364,0.206,0.108,0.168,0.083,0.067,0.049,0.081,0.033
534.537,0.207,0.109,0.169,0.083,0.068,0.049,0.081,0.034
534.709,0.208,0.109,0.169,0.084,0.068,0.049,0.081,0.034
534.881,0.208,0.11,0.17,0.084,0.068,0.05,0.081,0.034
535.053,0.209,0.111,0.17,0.085,0.069,0.05,0.082,0.034
535.226,0.209,0.111,0.171,0.085,0.069,0.05,0.082,0.034
535.398,0.21,0.112,0.172,0.086,0.07,0.051,0.082,0.034
535.57,0.211,0.113,0.172,0.086,0.07,0.051,0.082,0.034
535.742,0.212,0.114,0.173,0.087,0.071,0.052,0.083,0.035
535.914,0.212,0.115,0.174,0.088,0.072,0.052,0.084,0.035
536.087,0.213,0.115,0.174,0.088,0.072,0.052,0.084,0.036
536.259,0.214,0.116,0.175,0.089,0.073,0.053,0.085,0.036
536.431,0.214,0.117,0.175,0.089,0.073,0.053,0.085,0.036
536.603,0.215,0.117,0.176,0.09,0.073,0.053,0.085,0.037
536.776,0.216,0.118,0.176,0.09,0.074,0.054,0.086,0.037
536.948,0.217,0.118,0.177,0.091,0.074,0.054,0.086,0.037
537.12,0.217,0.119,0.177,0.091,0.075,0.055,0.086,0.037
537.292,0.218,0.12,0.178,0.092,0.075,0.055,0.086,0.038
537.465,0.219,0.12,0.179,0.092,0.076,0.056,0.087,0.038
537.637,0.22,0.121,0.179,0.092,0.076,0.056,0.087,0.038
537.809,0.221,0.122,0.18,0.093,0.077,0.056,0.087,0.038
537.981,0.222,0.123,0.181,0.094,0.078,0.057,0.088,0.039
538.154,0.222,0.123,0.181,0.094,0.078,0.057,0.088,0.039
538.326,0.223,0.124,0.182,0.094,0.078,0.057,0.088,0.039
538.498,0.224,0.125,0.183,0.095,0.079,0.058,0.088,0.039
538.67,0.225,0.125,0.183,0.095,0.079,0.058,0.088,0.039
538.843,0.226,0.126,0.184,0.096,0.08,0.059,0.089,0.039
539.015,0.226,0.127,0.185,0.096,0.08,0.059,0.089,0.039
539.187,0.227,0.127,0.185,0.096,0.081,0.059,0.089,0.04
539.359,0.228,0.129,0.186,0.097,0.081,0.06,0.089,0.04
539.532,0.229,0.13,0.187,0.098,0.082,0.06,0.09,0.04
539.704,0.229,0.131,0.188,0.098,0.083,0.06,0.09,0.04
539.876,0.23,0.131,0.189,0.099,0.083,0.061,0.091,0.041
540.048,0.231,0.132,0.189,0.1,0.084,0.061,0.091,0.041
540.221,0.232,0.132,0.19,0.1,0.084,0.061,0.091,0.041
540.393,0.233,0.133,0.19,0.101,0.084,0.062,0.092,0.041
540.565,0.233,0.134,0.191,0.101,0.085,0.062,0.092,0.042
540.737,0.234,0.135,0.191,0.102,0.086,0.062,0.092,0.042
540.91,0.235,0.136,0.192,0.103,0.086,0.063,0.093,0.042
541.082,0.236,0.137,0.193,0.104,0.087,0.063,0.093,0.042
541.254,0.237,0.138,0.194,0.105,0.088,0.064,0.094,0.043
541.427,0.238,0.139,0.195,0.105,0.088,0.064,0.094,0.043
541.599,0.239,0.139,0.195,0.106,0.089,0.065,0.095,0.043
541.771,0.239,0.14,0.196,0.106,0.09,0.065,0.095,0.044
541.943,0.24,0.141,0.196,0.107,0.09,0.066,0.095,0.044
542.116,0.241,0.142,0.197,0.107,0.09,0.066,0.096,0.044
542.288,0.242,0.143,0.197,0.108,0.09,0.066,0.096,0.044
542.46,0.243,0.144,0.198,0.109,0.091,0.067,0.096,0.044
542.632,0.244,0.144,0.199,0.109,0.092,0.067,0.096,0.044
542.805,0.245,0.145,0.2,0.11,0.092,0.068,0.096,0.045
542.977,0.246,0.146,0.2,0.11,0.093,0.069,0.097,0.045
543.149,0.247,0.147,0.202,0.111,0.093,0.069,0.097,0.046
543.321,0.248,0.148,0.202,0.112,0.094,0.07,0.098,0.046
543.494,0.249,0.148,0.203,0.112,0.094,0.07,0.098,0.046
543.666,0.25,0.149,0.204,0.113,0.095,0.07,0.098,0.046
543.838,0.251,0.15,0.205,0.113,0.095,0.07,0.098,0.046
544.011,0.252,0.15,0.205,0.114,0.095,0.071,0.099,0.046
544.183,0.253,0.151,0.206,0.115,0.096,0.071,0.099,0.047
544.355,0.254,0.152,0.207,0.115,0.096,0.072,0.099,0.047
544.527,0.255,0.152,0.207,0.116,0.097,0.072,0.1,0.047
544.7,0.256,0.153,0.208,0.117,0.098,0.072,0.1,0.048
544.872,0.257,0.153,0.209,0.118,0.098,0.073,0.101,0.048
545.044,0.259,0.154,0.21,0.118,0.099,0.073,0.101,0.049
545.217,0.259,0.155,0.211,0.119,0.1,0.074,0.101,0.049
545.389,0.261,0.156,0.212,0.119,0.1,0.074,0.102,0.049
545.561,0.262,0.157,0.212,0.12,0.101,0.075,0.102,0.049
545.733,0.262,0.158,0.213,0.121,0.102,0.075,0.103,0.05
545.906,0.263,0.16,0.214,0.121,0.103,0.076,0.103,0.05
546.078,0.265,0.161,0.215,0.122,0.103,0.076,0.103,0.05
546.25,0.266,0.162,0.215,0.123,0.104,0.077,0.104,0.051
546.423,0.267,0.164,0.216,0.124,0.105,0.077,0.104,0.051
546.595,0.268,0.164,0.217,0.125,0.105,0.078,0.105,0.052
546.767,0.269,0.165,0.218,0.125,0.106,0.078,0.105,0.052
546.94,0.271,0.166,0.219,0.126,0.107,0.079,0.105,0.052
547.112,0.272,0.167,0.22,0.127,0.107,0.08,0.106,0.053
547.284,0.273,0.168,0.221,0.128,0.108,0.08,0.106,0.053
547.456,0.274,0.17,0.222,0.128,0.109,0.081,0.107,0.053
547.629,0.275,0.17,0.223,0.129,0.109,0.081,0.107,0.054
547.801,0.276,0.171,0.224,0.13,0.11,0.082,0.108,0.054
547.973,0.277,0.172,0.225,0.13,0.111,0.082,0.108,0.055
548.146,0.278,0.173,0.226,0.131,0.111,0.083,0.109,0.055
548.318,0.28,0.174,0.227,0.132,0.112,0.084,0.109,0.055
548.49,0.281,0.175,0.227,0.132,0.113,0.084,0.109,0.056
548.663,0.282,0.176,0.228,0.133,0.114,0.085,0.109,0.056
548.835,0.283,0.177,0.229,0.134,0.114,0.085,0.11,0.056
549.007,0.284,0.178,0.23,0.135,0.115,0.086,0.11,0.057
549.18,0.285,0.18,0.231,0.135,0.116,0.086,0.111,0.057
549.352,0.286,0.181,0.232,0.136,0.117,0.087,0.111,0.058
549.524,0.287,0.182,0.233,0.137,0.118,0.088,0.112,0.058
549.696,0.289,0.183,0.234,0.138,0.119,0.089,0.113,0.058
549.869,0.29,0.184,0.235,0.139,0.119,0.089,0.113,0.059
550.041,0.291,0.186,0.236,0.14,0.12,0.09,0.114,0.059
550.213,0.293,0.187,0.237,0.141,0.121,0.09,0.114,0.06
550.386,0.294,0.188,0.238,0.142,0.122,0.091,0.115,0.06
550.558,0.295,0.19,0.239,0.143,0.123,0.092,0.115,0.06
550.73,0.296,0.19,0.24,0.144,0.123,0.092,0.116,0.061
550.903,0.298,0.192,0.241,0.145,0.124,0.093,0.116,0.061
551.075,0.299,0.193,0.242,0.146,0.125,0.093,0.117,0.061
551.247,0.301,0.195,0.243,0.147,0.126,0.094,0.118,0.062
551.42,0.302,0.196,0.244,0.148,0.127,0.095,0.118,0.062
551.592,0.303,0.197,0.245,0.149,0.128,0.095,0.119,0.063
551.764,0.304,0.199,0.246,0.15,0.129,0.096,0.119,0.063
551.937,0.306,0.2,0.247,0.151,0.13,0.097,0.12,0.063
552.109,0.308,0.202,0.249,0.152,0.131,0.097,0.121,0.064
552.281,0.309,0.203,0.25,0.153,0.132,0.098,0.121,0.064
552.454,0.31,0.204,0.251,0.154,0.133,0.099,0.121,0.065
552.626,0.312,0.206,0.252,0.155,0.134,0.099,0.122,0.065
552.798,0.313,0.207,0.254,0.156,0.135,0.1,0.123,0.066
552.971,0.315,0.208,0.255,0.157,0.136,0.101,0.123,0.066
553.143,0.316,0.21,0.256,0.158,0.137,0.102,0.124,0.067
553.315,0.318,0.211,0.257,0.159,0.138,0.102,0.125,0.067
553.488,0.32,0.213,0.259,0.16,0.139,0.103,0.125,0.068
553.66,0.321,0.214,0.26,0.161,0.139,0.104,0.126,0.068
553.832,0.323,0.216,0.261,0.162,0.14,0.105,0.126,0.069
554.005,0.325,0.217,0.262,0.163,0.141,0.106,0.127,0.069
554.177,0.326,0.219,0.264,0.164,0.142,0.106,0.127,0.069
554.349,0.328,0.22,0.265,0.165,0.143,0.107,0.128,0.07
554.522,0.329,0.222,0.266,0.166,0.144,0.108,0.128,0.07
554.694,0.331,0.223,0.267,0.167,0.145,0.109,0.129,0.07
554.866,0.332,0.225,0.269,0.168,0.146,0.109,0.13,0.071
555.039,0.334,0.226,0.27,0.169,0.147,0.11,0.13,0.071
555.211,0.336,0.228,0.271,0.17,0.148,0.111,0.131,0.071
555.383,0.338,0.229,0.273,0.171,0.149,0.112,0.132,0.072
555.556,0.34,0.231,0.274,0.172,0.15,0.112,0.132,0.072
555.728,0.341,0.232,0.275,0.174,0.151,0.113,0.133,0.073
555.9,0.343,0.233,0.277,0.175,0.152,0.114,0.133,0.074
556.073,0.345,0.235,0.279,0.176,0.153,0.115,0.134,0.074
556.245,0.347,0.237,0.28,0.177,0.155,0.116,0.135,0.075
556.417,0.349,0.238,0.282,0.178,0.156,0.117,0.136,0.075
556.59,0.351,0.24,0.283,0.18,0.157,0.118,0.136,0.076
556.762,0.352,0.241,0.284,0.181,0.158,0.119,0.137,0.077
556.935,0.354,0.243,0.286,0.183,0.159,0.12,0.138,0.077
557.107,0.357,0.244,0.288,0.184,0.161,0.121,0.139,0.078
557.279,0.358,0.246,0.289,0.185,0.162,0.122,0.14,0.079
557.452,0.36,0.248,0.291,0.186,0.162,0.122,0.141,0.079
557.624,0.362,0.25,0.292,0.188,0.164,0.123,0.141,0.08
557.796,0.364,0.252,0.294,0.189,0.165,0.124,0.142,0.08
557.969,0.366,0.253,0.295,0.19,0.166,0.125,0.143,0.081
558.141,0.368,0.255,0.297,0.191,0.167,0.126,0.144,0.081
558.313,0.37,0.257,0.299,0.193,0.168,0.127,0.145,0.082
558.486,0.373,0.259,0.3,0.194,0.169,0.128,0.146,0.083
558.658,0.374,0.261,0.302,0.195,0.171,0.129,0.146,0.083
558.831,0.377,0.263,0.303,0.196,0.172,0.13,0.147,0.084
559.003,0.379,0.265,0.305,0.198,0.173,0.131,0.148,0.084
559.175,0.381,0.266,0.306,0.199,0.174,0.132,0.149,0.085
559.348,0.383,0.268,0.308,0.2,0.176,0.133,0.149,0.086
559.52,0.385,0.27,0.309,0.201,0.177,0.133,0.15,0.086
559.692,0.387,0.272,0.31,0.202,0.178,0.134,0.15,0.087
559.865,0.388,0.273,0.312,0.204,0.179,0.135,0.151,0.087
560.037,0.39,0.275,0.313,0.205,0.18,0.136,0.151,0.088
560.209,0.392,0.277,0.315,0.206,0.182,0.137,0.152,0.088
560.382,0.395,0.279,0.316,0.207,0.183,0.138,0.152,0.089
560.554,0.397,0.28,0.318,0.209,0.185,0.139,0.153,0.09
560.727,0.399,0.282,0.319,0.21,0.186,0.14,0.154,0.09
560.899,0.4,0.284,0.321,0.211,0.187,0.141,0.154,0.091
561.071,0.403,0.286,0.323,0.213,0.188,0.142,0.155,0.091
561.244,0.405,0.288,0.324,0.214,0.19,0.143,0.156,0.092
561.416,0.407,0.29,0.326,0.216,0.191,0.144,0.157,0.092
561.589,0.409,0.291,0.328,0.217,0.192,0.144,0.158,0.093
561.761,0.412,0.294,0.329,0.219,0.194,0.145,0.159,0.093
561.933,0.414,0.296,0.331,0.22,0.195,0.147,0.16,0.094
562.106,0.416,0.298,0.333,0.222,0.196,0.148,0.161,0.095
562.278,0.419,0.3,0.335,0.223,0.198,0.149,0.162,0.095
562.45,0.421,0.302,0.337,0.225,0.199,0.15,0.163,0.096
562.623,0.423,0.305,0.339,0.227,0.2,0.152,0.164,0.097
562.795,0.426,0.307,0.341,0.228,0.202,0.153,0.165,0.098
562.968,0.428,0.309,0.342,0.23,0.203,0.154,0.166,0.098
563.14,0.431,0.312,0.344,0.231,0.205,0.155,0.167,0.099
563.312,0.434,0.313,0.346,0.233,0.206,0.157,0.168,0.1
563.485,0.436,0.316,0.348,0.235,0.208,0.158,0.169,0.101
563.657,0.439,0.318,0.35,0.236,0.21,0.159,0.17,0.102
563.83,0.441,0.32,0.352,0.238,0.211,0.16,0.171,0.103
564.002,0.444,0.322,0.354,0.24,0.213,0.161,0.172,0.103
564.174,0.446,0.324,0.356,0.241,0.214,0.163,0.172,0.104
564.347,0.448,0.326,0.358,0.243,0.216,0.164,0.173,0.105
564.519,0.45,0.329,0.36,0.244,0.217,0.165,0.174,0.105
564.692,0.453,0.331,0.362,0.246,0.219,0.166,0.175,0.106
564.864,0.455,0.333,0.364,0.247,0.22,0.167,0.176,0.107
565.036,0.457,0.335,0.366,0.249,0.222,0.168,0.177,0.107
565.209,0.46,0.337,0.368,0.25,0.223,0.169,0.178,0.108
565.381,0.462,0.339,0.37,0.252,0.225,0.17,0.179,0.109
565.554,0.464,0.341,0.372,0.253,0.226,0.172,0.18,0.109
565.726,0.466,0.343,0.374,0.255,0.228,0.173,0.181,0.11
565.898,0.469,0.345,0.376,0.257,0.229,0.174,0.182,0.111
566.071,0.471,0.348,0.378,0.259,0.231,0.175,0.182,0.111
566.243,0.474,0.349,0.38,0.26,0.233,0.176,0.183,0.112
566.416,0.476,0.351,0.382,0.262,0.234,0.177,0.184,0.113
566.588,0.478,0.354,0.384,0.264,0.236,0.178,0.185,0.114
566.76,0.481,0.356,0.386,0.265,0.237,0.18,0.186,0.114
566.933,0.484,0.358,0.388,0.267,0.239,0.181,0.188,0.115
567.105,0.486,0.361,0.39,0.269,0.241,0.182,0.189,0.116
567.278,0.49,0.363,0.392,0.27,0.242,0.184,0.19,0.116
567.45,0.493,0.365,0.394,0.272,0.244,0.185,0.191,0.117
567.623,0.495,0.368,0.396,0.274,0.246,0.186,0.192,0.118
567.795,0.498,0.37,0.398,0.276,0.247,0.187,0.193,0.119
567.967,0.5,0.373,0.4,0.277,0.249,0.189,0.194,0.12
568.14,0.502,0.375,0.402,0.279,0.25,0.19,0.195,0.12
568.312,0.505,0.377,0.404,0.281,0.252,0.192,0.196,0.121
568.485,0.507,0.38,0.406,0.282,0.253,0.193,0.197,0.122
568.657,0.51,0.382,0.408,0.284,0.255,0.194,0.198,0.122
568.829,0.512,0.385,0.41,0.286,0.256,0.196,0.199,0.123
569.002,0.515,0.387,0.412,0.287,0.258,0.197,0.2,0.124
569.174,0.517,0.39,0.414,0.289,0.259,0.198,0.201,0.125
569.347,0.52,0.392,0.416,0.291,0.261,0.199,0.202,0.126
569.519,0.522,0.394,0.419,0.293,0.262,0.2,0.203,0.126
569.692,0.525,0.396,0.421,0.295,0.264,0.202,0.204,0.127
569.864,0.528,0.398,0.423,0.296,0.265,0.203,0.205,0.128
570.036,0.531,0.401,0.425,0.298,0.267,0.204,0.206,0.129
570.209,0.534,0.403,0.427,0.3,0.269,0.206,0.207,0.13
570.381,0.537,0.405,0.429,0.302,0.27,0.207,0.208,0.13
570.554,0.539,0.407,0.431,0.303,0.272,0.208,0.209,0.131
570.726,0.542,0.41,0.433,0.305,0.273,0.209,0.21,0.132
570.899,0.545,0.412,0.435,0.307,0.275,0.211,0.211,0.133
571.071,0.549,0.415,0.437,0.309,0.276,0.212,0.212,0.133
571.244,0.551,0.418,0.439,0.31,0.278,0.213,0.213,0.134
571.416,0.555,0.42,0.441,0.313,0.279,0.214,0.214,0.135
571.588,0.558,0.422,0.444,0.314,0.28,0.216,0.216,0.136
571.761,0.56,0.425,0.446,0.316,0.282,0.217,0.217,0.137
571.933,0.563,0.428,0.448,0.318,0.284,0.218,0.218,0.137
572.106,0.566,0.43,0.45,0.32,0.285,0.219,0.219,0.138
572.278,0.569,0.433,0.452,0.321,0.287,0.221,0.22,0.139
572.451,0.571,0.435,0.454,0.323,0.289,0.222,0.22,0.14
572.623,0.574,0.438,0.456,0.325,0.29,0.223,0.221,0.14
572.796,0.577,0.441,0.458,0.327,0.292,0.224,0.222,0.141
572.968,0.579,0.443,0.461,0.328,0.294,0.225,0.223,0.142
573.14,0.582,0.445,0.463,0.33,0.295,0.226,0.224,0.143
573.313,0.585,0.447,0.465,0.332,0.297,0.228,0.225,0.143
573.485,0.587,0.449,0.467,0.333,0.299,0.229,0.226,0.144
573.658,0.589,0.451,0.468,0.335,0.3,0.23,0.226,0.145
573.83,0.592,0.454,0.471,0.336,0.302,0.231,0.228,0.146
574.003,0.594,0.456,0.473,0.338,0.303,0.233,0.229,0.146
574.175,0.597,0.458,0.475,0.339,0.305,0.234,0.229,0.147
574.348,0.599,0.46,0.477,0.341,0.307,0.235,0.23,0.148
574.52,0.601,0.462,0.479,0.343,0.308,0.236,0.231,0.148
574.693,0.603,0.464,0.481,0.344,0.31,0.237,0.232,0.149
574.865,0.606,0.467,0.483,0.346,0.311,0.239,0.234,0.15
575.037,0.608,0.469,0.485,0.348,0.313,0.24,0.234,0.15
575.21,0.611,0.471,0.487,0.35,0.314,0.241,0.236,0.151
575.382,0.613,0.474,0.489,0.351,0.316,0.242,0.237,0.152
575.555,0.616,0.476,0.491,0.353,0.317,0.243,0.238,0.152
575.727,0.618,0.478,0.493,0.355,0.319,0.245,0.239,0.153
575.9,0.621,0.48,0.495,0.356,0.321,0.246,0.24,0.154
576.072,0.624,0.483,0.497,0.358,0.322,0.247,0.241,0.155
576.245,0.626,0.485,0.499,0.36,0.324,0.248,0.242,0.155
576.417,0.629,0.488,0.501,0.362,0.326,0.249,0.243,0.156
576.59,0.632,0.491,0.503,0.363,0.328,0.251,0.244,0.157
576.762,0.634,0.493,0.505,0.365,0.33,0.252,0.245,0.158
576.935,0.637,0.496,0.508,0.367,0.331,0.253,0.246,0.159
577.107,0.64,0.498,0.509,0.369,0.333,0.255,0.247,0.16
577.28,0.642,0.501,0.511,0.37,0.335,0.256,0.248,0.161
577.452,0.645,0.503,0.513,0.372,0.336,0.257,0.249,0.161
577.624,0.647,0.505,0.516,0.374,0.338,0.259,0.25,0.163
577.797,0.65,0.507,0.518,0.375,0.339,0.26,0.251,0.164
577.969,0.653,0.51,0.52,0.377,0.341,0.261,0.252,0.164
578.142,0.655,0.512,0.522,0.378,0.342,0.262,0.253,0.165
578.314,0.658,0.514,0.524,0.38,0.344,0.263,0.254,0.166
578.487,0.66,0.516,0.526,0.381,0.345,0.265,0.255,0.167
578.659,0.663,0.518,0.528,0.383,0.347,0.266,0.256,0.168
578.832,0.665,0.52,0.53,0.385,0.348,0.267,0.257,0.168
579.004,0.667,0.522,0.532,0.386,0.35,0.268,0.258,0.169
579.177,0.669,0.524,0.534,0.388,0.351,0.269,0.259,0.17
579.349,0.672,0.526,0.536,0.39,0.353,0.271,0.259,0.17
579.522,0.674,0.528,0.538,0.391,0.354,0.272,0.26,0.171
579.694,0.676,0.53,0.54,0.393,0.356,0.273,0.261,0.172
579.867,0.679,0.533,0.541,0.395,0.358,0.274,0.262,0.172
580.039,0.682,0.535,0.543,0.396,0.359,0.275,0.263,0.173
580.212,0.684,0.538,0.545,0.398,0.361,0.276,0.264,0.174
580.384,0.687,0.54,0.547,0.4,0.363,0.277,0.265,0.174
580.557,0.689,0.542,0.549,0.402,0.364,0.278,0.266,0.175
580.729,0.692,0.544,0.551,0.403,0.366,0.279,0.267,0.175
580.902,0.694,0.547,0.552,0.405,0.367,0.28,0.267,0.176
581.074,0.697,0.549,0.554,0.406,0.369,0.282,0.268,0.177
581.247,0.699,0.551,0.556,0.408,0.37,0.283,0.269,0.177
581.419,0.702,0.553,0.557,0.41,0.371,0.284,0.27,0.178
581.592,0.704,0.555,0.559,0.411,0.373,0.285,0.271,0.179
581.764,0.706,0.557,0.561,0.413,0.374,0.286,0.272,0.179
581.937,0.709,0.559,0.563,0.414,0.375,0.287,0.272,0.18
582.109,0.711,0.562,0.565,0.415,0.377,0.288,0.273,0.181
582.282,0.713,0.563,0.566,0.417,0.378,0.289,0.274,0.181
582.454,0.715,0.565,0.568,0.418,0.379,0.29,0.275,0.181
582.627,0.718,0.567,0.57,0.419,0.38,0.291,0.276,0.182
582.799,0.72,0.569,0.571,0.421,0.381,0.292,0.276,0.183
582.972,0.722,0.571,0.573,0.422,0.382,0.293,0.277,0.183
583.144,0.724,0.573,0.575,0.424,0.383,0.294,0.278,0.184
583.317,0.726,0.575,0.576,0.425,0.385,0.295,0.279,0.184
583.489,0.728,0.577,0.579,0.427,0.386,0.296,0.28,0.185
583.662,0.73,0.579,0.581,0.428,0.387,0.297,0.281,0.186
583.834,0.733,0.582,0.583,0.43,0.389,0.298,0.282,0.186
584.007,0.736,0.584,0.584,0.431,0.39,0.299,0.283,0.187
584.179,0.738,0.586,0.587,0.433,0.392,0.301,0.284,0.188
