nm lambda,1,2,3,4,5,6,7,8,9,10,11,12
475.865,0.005,0.048,0.003,0.011,0.023,0.102,0.027,0.12,0.028,0.104,0.126,0.15
476.037,0.006,0.048,0.003,0.011,0.022,0.102,0.027,0.12,0.028,0.104,0.126,0.15
476.209,0.006,0.048,0.003,0.011,0.023,0.102,0.027,0.12,0.028,0.104,0.127,0.151
476.381,0.006,0.048,0.003,0.011,0.023,0.102,0.026,0.121,0.028,0.104,0.128,0.151
476.553,0.006,0.047,0.003,0.012,0.023,0.102,0.026,0.12,0.028,0.104,0.128,0.152
476.725,0.006,0.047,0.003,0.012,0.022,0.102,0.027,0.121,0.028,0.104,0.128,0.152
476.897,0.007,0.047,0.003,0.012,0.023,0.102,0.027,0.121,0.029,0.104,0.129,0.153
477.069,0.007,0.047,0.003,0.012,0.023,0.102,0.027,0.121,0.029,0.104,0.13,0.153
477.241,0.007,0.047,0.003,0.012,0.023,0.102,0.027,0.121,0.03,0.105,0.131,0.154
477.413,0.007,0.047,0.003,0.012,0.023,0.102,0.028,0.121,0.03,0.106,0.131,0.155
477.584,0.007,0.047,0.003,0.013,0.024,0.102,0.028,0.12,0.031,0.106,0.131,0.156
477.756,0.008,0.047,0.003,0.013,0.024,0.103,0.028,0.121,0.032,0.107,0.132,0.157
477.928,0.008,0.047,0.004,0.013,0.024,0.103,0.028,0.12,0.032,0.107,0.132,0.157
478.1,0.008,0.047,0.003,0.013,0.024,0.103,0.028,0.12,0.032,0.108,0.132,0.158
478.272,0.008,0.047,0.004,0.013,0.024,0.103,0.028,0.121,0.033,0.108,0.133,0.158
478.444,0.008,0.047,0.004,0.013,0.025,0.103,0.028,0.121,0.033,0.109,0.133,0.159
478.616,0.008,0.048,0.004,0.014,0.025,0.104,0.029,0.123,0.034,0.109,0.133,0.16
478.788,0.008,0.048,0.005,0.014,0.025,0.104,0.029,0.123,0.034,0.109,0.134,0.161
478.96,0.008,0.048,0.005,0.014,0.025,0.104,0.029,0.123,0.034,0.11,0.134,0.161
479.132,0.008,0.048,0.005,0.014,0.026,0.104,0.029,0.123,0.035,0.11,0.135,0.162
479.303,0.008,0.048,0.005,0.014,0.026,0.104,0.029,0.123,0.035,0.111,0.135,0.163
479.475,0.008,0.048,0.005,0.014,0.025,0.104,0.029,0.123,0.035,0.111,0.136,0.164
479.647,0.007,0.048,0.005,0.013,0.025,0.104,0.028,0.123,0.034,0.111,0.136,0.164
479.819,0.008,0.047,0.005,0.013,0.025,0.103,0.028,0.123,0.035,0.111,0.136,0.165
479.991,0.007,0.047,0.005,0.013,0.024,0.103,0.028,0.122,0.034,0.111,0.136,0.165
480.163,0.007,0.048,0.005,0.013,0.024,0.103,0.028,0.122,0.035,0.111,0.137,0.166
480.335,0.007,0.048,0.006,0.012,0.024,0.103,0.028,0.122,0.035,0.111,0.138,0.167
480.507,0.008,0.048,0.006,0.012,0.024,0.103,0.028,0.122,0.035,0.111,0.139,0.167
480.679,0.008,0.048,0.006,0.013,0.024,0.103,0.029,0.123,0.035,0.112,0.139,0.168
480.851,0.008,0.048,0.005,0.012,0.024,0.102,0.03,0.124,0.035,0.112,0.141,0.169
481.023,0.008,0.049,0.006,0.012,0.024,0.103,0.029,0.123,0.035,0.112,0.141,0.169
481.194,0.007,0.048,0.005,0.012,0.024,0.103,0.029,0.123,0.035,0.112,0.142,0.169
481.366,0.008,0.048,0.005,0.012,0.024,0.103,0.029,0.123,0.035,0.113,0.142,0.17
481.538,0.008,0.048,0.005,0.012,0.025,0.103,0.029,0.123,0.035,0.114,0.143,0.171
481.71,0.008,0.049,0.005,0.012,0.025,0.103,0.029,0.123,0.036,0.114,0.144,0.172
481.882,0.008,0.049,0.006,0.013,0.025,0.104,0.029,0.124,0.036,0.115,0.144,0.172
482.054,0.008,0.049,0.005,0.013,0.025,0.104,0.029,0.124,0.036,0.116,0.145,0.173
482.226,0.008,0.049,0.005,0.013,0.025,0.104,0.03,0.125,0.037,0.116,0.145,0.174
482.398,0.008,0.049,0.006,0.013,0.025,0.104,0.029,0.125,0.037,0.117,0.146,0.174
482.57,0.008,0.049,0.006,0.014,0.025,0.104,0.029,0.125,0.037,0.117,0.147,0.175
482.742,0.008,0.049,0.006,0.014,0.025,0.104,0.029,0.125,0.037,0.117,0.147,0.176
482.914,0.008,0.049,0.006,0.014,0.025,0.104,0.029,0.125,0.037,0.117,0.148,0.176
483.086,0.007,0.049,0.006,0.013,0.025,0.104,0.029,0.124,0.037,0.117,0.148,0.177
483.258,0.007,0.048,0.006,0.014,0.025,0.104,0.029,0.123,0.037,0.117,0.149,0.178
483.429,0.007,0.048,0.006,0.014,0.025,0.104,0.029,0.123,0.038,0.118,0.15,0.179
483.601,0.007,0.048,0.006,0.014,0.025,0.104,0.029,0.122,0.038,0.118,0.15,0.179
483.773,0.007,0.048,0.006,0.014,0.025,0.104,0.03,0.122,0.038,0.118,0.15,0.18
483.945,0.007,0.048,0.006,0.014,0.025,0.104,0.03,0.122,0.039,0.118,0.151,0.181
484.117,0.007,0.048,0.007,0.014,0.024,0.104,0.03,0.122,0.039,0.119,0.152,0.182
484.289,0.008,0.048,0.007,0.014,0.025,0.104,0.03,0.122,0.039,0.119,0.153,0.183
484.461,0.008,0.048,0.007,0.014,0.025,0.104,0.03,0.122,0.039,0.119,0.154,0.184
484.633,0.008,0.048,0.007,0.014,0.025,0.104,0.031,0.122,0.039,0.12,0.154,0.185
484.805,0.008,0.048,0.007,0.014,0.025,0.104,0.03,0.123,0.039,0.12,0.155,0.185
484.977,0.007,0.048,0.006,0.013,0.024,0.104,0.03,0.122,0.039,0.12,0.155,0.185
485.149,0.008,0.048,0.006,0.013,0.025,0.104,0.03,0.122,0.04,0.12,0.156,0.186
485.321,0.007,0.048,0.006,0.013,0.024,0.104,0.029,0.121,0.04,0.121,0.156,0.186
485.493,0.007,0.048,0.005,0.013,0.024,0.103,0.029,0.121,0.04,0.121,0.156,0.186
485.665,0.007,0.048,0.005,0.013,0.024,0.103,0.029,0.122,0.04,0.121,0.157,0.187
485.837,0.007,0.048,0.005,0.013,0.024,0.103,0.029,0.121,0.04,0.122,0.157,0.188
486.009,0.006,0.048,0.005,0.013,0.024,0.103,0.029,0.121,0.04,0.122,0.157,0.188
486.18,0.007,0.048,0.005,0.013,0.024,0.103,0.029,0.121,0.041,0.123,0.158,0.189
486.352,0.006,0.048,0.005,0.013,0.025,0.103,0.029,0.121,0.041,0.123,0.158,0.19
486.524,0.006,0.048,0.005,0.013,0.024,0.103,0.028,0.121,0.041,0.123,0.159,0.191
486.696,0.006,0.048,0.005,0.013,0.024,0.103,0.029,0.121,0.041,0.124,0.159,0.192
486.868,0.006,0.048,0.005,0.013,0.025,0.103,0.029,0.122,0.042,0.125,0.16,0.193
487.04,0.006,0.048,0.005,0.013,0.025,0.103,0.029,0.121,0.042,0.125,0.16,0.194
487.212,0.006,0.048,0.005,0.013,0.025,0.103,0.029,0.121,0.042,0.126,0.161,0.195
487.384,0.006,0.048,0.005,0.014,0.026,0.103,0.03,0.121,0.043,0.127,0.161,0.196
487.556,0.006,0.048,0.006,0.014,0.026,0.103,0.03,0.121,0.043,0.127,0.162,0.197
487.728,0.007,0.048,0.006,0.015,0.026,0.103,0.03,0.121,0.043,0.128,0.163,0.199
487.9,0.006,0.048,0.006,0.015,0.026,0.103,0.03,0.121,0.044,0.129,0.164,0.2
488.072,0.007,0.048,0.006,0.015,0.026,0.103,0.031,0.122,0.044,0.13,0.165,0.201
488.244,0.007,0.048,0.006,0.015,0.026,0.103,0.031,0.123,0.044,0.13,0.167,0.202
488.416,0.007,0.049,0.006,0.015,0.026,0.104,0.031,0.122,0.045,0.131,0.168,0.203
488.588,0.007,0.049,0.006,0.015,0.027,0.103,0.031,0.123,0.046,0.132,0.168,0.204
488.76,0.008,0.049,0.006,0.016,0.027,0.103,0.031,0.123,0.046,0.132,0.17,0.205
488.932,0.008,0.049,0.006,0.016,0.027,0.103,0.031,0.124,0.046,0.133,0.171,0.206
489.104,0.008,0.049,0.006,0.016,0.027,0.103,0.031,0.123,0.047,0.134,0.172,0.207
489.276,0.008,0.05,0.006,0.016,0.027,0.103,0.032,0.123,0.048,0.134,0.173,0.208
489.448,0.008,0.05,0.006,0.015,0.027,0.103,0.032,0.123,0.048,0.135,0.173,0.209
489.62,0.008,0.049,0.006,0.015,0.026,0.103,0.031,0.123,0.048,0.135,0.174,0.21
489.792,0.008,0.05,0.007,0.015,0.027,0.103,0.032,0.123,0.049,0.136,0.175,0.212
489.964,0.008,0.049,0.007,0.015,0.027,0.103,0.032,0.123,0.049,0.136,0.176,0.213
490.135,0.008,0.05,0.007,0.015,0.027,0.104,0.032,0.123,0.05,0.137,0.177,0.214
490.307,0.008,0.05,0.007,0.015,0.027,0.104,0.032,0.124,0.05,0.137,0.177,0.214
490.479,0.008,0.05,0.007,0.015,0.027,0.104,0.032,0.124,0.05,0.137,0.177,0.215
490.651,0.008,0.05,0.007,0.015,0.027,0.104,0.032,0.124,0.05,0.138,0.178,0.216
490.823,0.008,0.049,0.007,0.015,0.027,0.104,0.032,0.125,0.05,0.139,0.179,0.217
490.995,0.008,0.049,0.007,0.015,0.027,0.104,0.032,0.125,0.05,0.139,0.18,0.218
491.167,0.007,0.049,0.007,0.015,0.027,0.104,0.032,0.125,0.05,0.139,0.18,0.219
491.339,0.007,0.049,0.007,0.015,0.027,0.104,0.033,0.125,0.051,0.14,0.181,0.22
491.511,0.007,0.049,0.007,0.015,0.027,0.104,0.032,0.125,0.051,0.141,0.182,0.221
491.683,0.007,0.049,0.007,0.015,0.027,0.104,0.033,0.125,0.051,0.142,0.183,0.222
491.855,0.008,0.049,0.007,0.016,0.027,0.105,0.033,0.125,0.051,0.142,0.185,0.223
492.027,0.007,0.049,0.007,0.016,0.027,0.105,0.033,0.125,0.052,0.143,0.186,0.224
492.199,0.008,0.05,0.007,0.016,0.027,0.105,0.034,0.125,0.052,0.143,0.187,0.226
492.371,0.008,0.05,0.007,0.016,0.027,0.105,0.034,0.125,0.053,0.144,0.188,0.227
492.543,0.008,0.05,0.007,0.016,0.027,0.106,0.033,0.125,0.053,0.144,0.189,0.228
492.715,0.008,0.05,0.007,0.017,0.028,0.106,0.033,0.125,0.054,0.145,0.19,0.23
492.887,0.009,0.05,0.007,0.016,0.028,0.106,0.034,0.125,0.054,0.146,0.191,0.231
493.059,0.009,0.05,0.007,0.017,0.028,0.106,0.034,0.125,0.055,0.146,0.193,0.233
493.231,0.009,0.05,0.007,0.016,0.027,0.106,0.034,0.124,0.055,0.146,0.193,0.234
493.403,0.009,0.05,0.007,0.016,0.027,0.106,0.034,0.124,0.056,0.147,0.194,0.236
493.575,0.009,0.05,0.007,0.016,0.028,0.106,0.034,0.124,0.056,0.147,0.195,0.237
493.747,0.009,0.05,0.007,0.016,0.028,0.107,0.034,0.124,0.057,0.148,0.196,0.239
493.919,0.009,0.05,0.007,0.016,0.028,0.107,0.035,0.124,0.057,0.148,0.197,0.241
494.091,0.009,0.05,0.008,0.017,0.028,0.107,0.035,0.125,0.058,0.149,0.198,0.242
494.263,0.009,0.051,0.008,0.016,0.028,0.107,0.035,0.125,0.058,0.149,0.199,0.243
494.435,0.009,0.05,0.008,0.016,0.028,0.107,0.035,0.125,0.058,0.149,0.199,0.244
494.607,0.009,0.05,0.008,0.016,0.028,0.107,0.034,0.125,0.059,0.15,0.2,0.246
494.779,0.009,0.05,0.008,0.016,0.029,0.107,0.035,0.125,0.059,0.15,0.201,0.247
494.951,0.009,0.05,0.008,0.016,0.029,0.107,0.035,0.125,0.059,0.151,0.202,0.248
495.123,0.009,0.05,0.009,0.016,0.029,0.107,0.035,0.125,0.059,0.151,0.203,0.249
495.295,0.009,0.05,0.009,0.017,0.028,0.107,0.035,0.125,0.059,0.152,0.204,0.25
495.467,0.009,0.051,0.009,0.017,0.029,0.107,0.035,0.125,0.06,0.153,0.205,0.252
495.639,0.01,0.051,0.009,0.018,0.029,0.108,0.035,0.125,0.06,0.154,0.206,0.253
495.811,0.01,0.051,0.009,0.018,0.029,0.108,0.035,0.125,0.061,0.155,0.208,0.254
495.983,0.01,0.051,0.009,0.018,0.029,0.108,0.035,0.125,0.061,0.155,0.209,0.256
496.155,0.01,0.051,0.009,0.018,0.029,0.109,0.035,0.126,0.062,0.156,0.21,0.257
496.327,0.01,0.051,0.009,0.018,0.029,0.108,0.035,0.126,0.062,0.157,0.211,0.258
496.499,0.01,0.051,0.009,0.018,0.029,0.108,0.035,0.125,0.063,0.158,0.211,0.26
496.671,0.01,0.051,0.01,0.018,0.029,0.109,0.035,0.126,0.063,0.159,0.213,0.261
496.843,0.01,0.051,0.01,0.018,0.029,0.109,0.036,0.126,0.064,0.16,0.214,0.263
497.015,0.01,0.051,0.01,0.019,0.029,0.109,0.036,0.127,0.064,0.161,0.215,0.264
497.187,0.01,0.051,0.009,0.019,0.029,0.109,0.036,0.127,0.064,0.162,0.216,0.265
497.359,0.01,0.051,0.009,0.018,0.03,0.109,0.036,0.128,0.064,0.163,0.217,0.267
497.531,0.01,0.051,0.01,0.019,0.03,0.109,0.037,0.128,0.065,0.164,0.217,0.269
497.703,0.01,0.051,0.01,0.019,0.031,0.11,0.037,0.128,0.065,0.165,0.219,0.271
497.875,0.011,0.051,0.01,0.019,0.031,0.11,0.037,0.128,0.066,0.166,0.22,0.272
498.047,0.01,0.051,0.01,0.019,0.031,0.109,0.037,0.129,0.066,0.166,0.221,0.274
498.219,0.011,0.051,0.01,0.019,0.031,0.11,0.037,0.129,0.066,0.167,0.222,0.275
498.391,0.011,0.051,0.01,0.019,0.031,0.11,0.038,0.129,0.067,0.168,0.223,0.277
498.563,0.011,0.051,0.01,0.019,0.031,0.11,0.038,0.13,0.067,0.169,0.225,0.279
498.735,0.011,0.051,0.01,0.019,0.031,0.11,0.038,0.13,0.067,0.169,0.227,0.28
498.907,0.01,0.051,0.01,0.019,0.032,0.109,0.038,0.13,0.068,0.17,0.228,0.281
499.079,0.01,0.051,0.011,0.019,0.031,0.11,0.038,0.13,0.068,0.171,0.229,0.283
499.251,0.01,0.051,0.01,0.019,0.031,0.109,0.038,0.13,0.068,0.173,0.231,0.284
499.423,0.01,0.052,0.01,0.019,0.032,0.11,0.039,0.13,0.069,0.173,0.232,0.286
499.595,0.01,0.052,0.011,0.019,0.032,0.11,0.039,0.131,0.07,0.174,0.233,0.288
499.767,0.01,0.052,0.011,0.019,0.032,0.11,0.039,0.131,0.071,0.175,0.235,0.29
499.939,0.01,0.052,0.011,0.019,0.032,0.11,0.039,0.132,0.071,0.176,0.236,0.291
500.111,0.011,0.052,0.011,0.019,0.032,0.11,0.039,0.132,0.072,0.177,0.238,0.293
500.283,0.01,0.052,0.011,0.019,0.032,0.111,0.039,0.132,0.073,0.178,0.24,0.295
500.455,0.01,0.052,0.011,0.02,0.032,0.11,0.04,0.132,0.073,0.178,0.241,0.296
500.627,0.01,0.052,0.011,0.02,0.032,0.11,0.04,0.132,0.074,0.179,0.242,0.298
500.799,0.01,0.052,0.011,0.02,0.032,0.111,0.04,0.133,0.075,0.18,0.243,0.3
500.971,0.01,0.052,0.011,0.02,0.032,0.111,0.04,0.132,0.075,0.181,0.243,0.301
501.144,0.009,0.052,0.011,0.02,0.032,0.111,0.04,0.132,0.075,0.181,0.245,0.303
501.316,0.01,0.052,0.011,0.02,0.032,0.111,0.04,0.132,0.076,0.182,0.246,0.305
501.488,0.01,0.052,0.011,0.02,0.032,0.111,0.04,0.132,0.076,0.183,0.247,0.307
501.66,0.009,0.052,0.011,0.02,0.032,0.111,0.04,0.132,0.077,0.184,0.249,0.308
501.832,0.01,0.052,0.012,0.021,0.032,0.112,0.04,0.132,0.077,0.185,0.251,0.31
502.004,0.01,0.052,0.012,0.021,0.032,0.111,0.04,0.132,0.078,0.185,0.252,0.312
502.176,0.01,0.052,0.012,0.021,0.032,0.112,0.041,0.133,0.078,0.187,0.253,0.314
502.348,0.01,0.052,0.012,0.021,0.033,0.112,0.041,0.133,0.079,0.188,0.255,0.316
502.52,0.011,0.052,0.012,0.021,0.033,0.112,0.041,0.133,0.079,0.189,0.257,0.318
502.692,0.011,0.052,0.012,0.022,0.033,0.112,0.041,0.133,0.08,0.19,0.259,0.32
502.864,0.011,0.052,0.012,0.022,0.033,0.112,0.041,0.133,0.08,0.191,0.26,0.321
503.036,0.011,0.052,0.013,0.022,0.034,0.112,0.041,0.133,0.081,0.192,0.262,0.323
503.208,0.011,0.052,0.013,0.022,0.034,0.112,0.041,0.134,0.081,0.193,0.263,0.325
503.38,0.011,0.052,0.013,0.023,0.034,0.112,0.041,0.134,0.082,0.194,0.265,0.327
503.552,0.012,0.053,0.013,0.023,0.035,0.113,0.042,0.134,0.083,0.195,0.267,0.329
503.724,0.012,0.053,0.013,0.023,0.035,0.113,0.042,0.135,0.083,0.196,0.269,0.331
503.896,0.012,0.053,0.014,0.023,0.035,0.113,0.042,0.135,0.084,0.197,0.27,0.333
504.068,0.012,0.053,0.014,0.023,0.035,0.113,0.042,0.135,0.084,0.198,0.272,0.334
504.24,0.012,0.053,0.014,0.023,0.035,0.113,0.043,0.135,0.085,0.199,0.274,0.337
504.412,0.012,0.053,0.014,0.023,0.035,0.113,0.043,0.135,0.086,0.2,0.275,0.338
504.584,0.012,0.053,0.014,0.023,0.035,0.113,0.043,0.136,0.086,0.201,0.276,0.34
504.756,0.012,0.053,0.014,0.023,0.035,0.113,0.043,0.135,0.086,0.202,0.277,0.342
504.928,0.012,0.054,0.014,0.023,0.035,0.114,0.043,0.135,0.087,0.203,0.278,0.344
505.101,0.012,0.054,0.015,0.023,0.035,0.114,0.043,0.135,0.088,0.204,0.28,0.346
505.273,0.011,0.054,0.014,0.023,0.035,0.114,0.043,0.135,0.088,0.205,0.282,0.347
505.445,0.011,0.054,0.014,0.023,0.035,0.115,0.044,0.136,0.089,0.206,0.283,0.35
505.617,0.012,0.054,0.014,0.023,0.036,0.115,0.044,0.136,0.09,0.208,0.285,0.352
505.789,0.012,0.054,0.014,0.023,0.036,0.115,0.044,0.136,0.091,0.209,0.287,0.354
505.961,0.012,0.054,0.014,0.024,0.036,0.115,0.045,0.136,0.091,0.21,0.289,0.357
506.133,0.012,0.054,0.014,0.024,0.036,0.115,0.045,0.137,0.092,0.212,0.291,0.359
506.305,0.012,0.054,0.014,0.024,0.037,0.115,0.046,0.137,0.093,0.213,0.293,0.362
506.477,0.012,0.054,0.014,0.024,0.037,0.116,0.045,0.137,0.094,0.213,0.294,0.364
506.649,0.012,0.054,0.015,0.024,0.037,0.116,0.046,0.138,0.095,0.215,0.296,0.366
506.821,0.012,0.054,0.015,0.025,0.037,0.116,0.046,0.138,0.095,0.216,0.298,0.369
506.993,0.012,0.054,0.015,0.025,0.037,0.116,0.046,0.138,0.096,0.217,0.3,0.371
507.165,0.013,0.055,0.015,0.025,0.037,0.117,0.047,0.138,0.097,0.218,0.301,0.374
507.337,0.013,0.055,0.015,0.025,0.038,0.117,0.047,0.138,0.097,0.219,0.302,0.376
507.509,0.013,0.055,0.015,0.026,0.038,0.117,0.048,0.139,0.098,0.221,0.304,0.378
507.681,0.013,0.055,0.015,0.025,0.038,0.117,0.048,0.139,0.099,0.222,0.306,0.381
507.854,0.013,0.055,0.015,0.025,0.038,0.117,0.048,0.139,0.099,0.223,0.308,0.383
508.026,0.013,0.056,0.016,0.026,0.039,0.118,0.049,0.14,0.1,0.224,0.31,0.386
508.198,0.014,0.056,0.016,0.026,0.039,0.118,0.049,0.14,0.101,0.226,0.311,0.388
508.37,0.014,0.056,0.016,0.026,0.039,0.118,0.049,0.14,0.101,0.227,0.313,0.391
508.542,0.013,0.056,0.016,0.026,0.039,0.118,0.049,0.14,0.102,0.228,0.315,0.393
508.714,0.013,0.057,0.016,0.026,0.039,0.118,0.05,0.14,0.103,0.23,0.318,0.396
508.886,0.014,0.057,0.017,0.027,0.039,0.119,0.05,0.141,0.104,0.231,0.32,0.399
509.058,0.014,0.057,0.017,0.027,0.039,0.119,0.051,0.141,0.105,0.233,0.322,0.401
509.23,0.014,0.057,0.017,0.027,0.04,0.12,0.051,0.141,0.105,0.234,0.324,0.403
509.402,0.014,0.057,0.017,0.027,0.04,0.12,0.051,0.141,0.106,0.235,0.326,0.406
509.574,0.014,0.058,0.017,0.028,0.041,0.12,0.052,0.142,0.107,0.237,0.328,0.409
509.746,0.014,0.058,0.017,0.028,0.041,0.12,0.051,0.142,0.108,0.238,0.33,0.411
509.918,0.014,0.058,0.017,0.027,0.04,0.12,0.052,0.142,0.109,0.24,0.332,0.413
510.091,0.014,0.058,0.017,0.027,0.04,0.12,0.052,0.142,0.109,0.241,0.334,0.416
510.263,0.014,0.058,0.017,0.027,0.041,0.12,0.051,0.142,0.11,0.242,0.336,0.418
510.435,0.014,0.058,0.017,0.028,0.041,0.12,0.052,0.142,0.111,0.243,0.338,0.421
510.607,0.014,0.058,0.018,0.028,0.041,0.12,0.052,0.142,0.112,0.244,0.34,0.424
510.779,0.014,0.058,0.018,0.028,0.041,0.12,0.052,0.143,0.112,0.246,0.343,0.427
510.951,0.014,0.058,0.018,0.028,0.041,0.12,0.052,0.143,0.113,0.247,0.344,0.429
511.123,0.015,0.058,0.018,0.028,0.041,0.12,0.052,0.144,0.113,0.248,0.346,0.432
511.295,0.015,0.058,0.018,0.029,0.041,0.12,0.052,0.144,0.114,0.25,0.348,0.435
511.467,0.015,0.058,0.018,0.029,0.042,0.12,0.052,0.144,0.115,0.251,0.351,0.438
511.639,0.015,0.058,0.018,0.029,0.042,0.121,0.052,0.145,0.115,0.253,0.353,0.441
511.811,0.015,0.058,0.018,0.029,0.042,0.121,0.051,0.145,0.116,0.254,0.355,0.443
511.984,0.015,0.058,0.019,0.029,0.042,0.121,0.052,0.145,0.116,0.255,0.358,0.446
512.156,0.015,0.058,0.019,0.03,0.042,0.121,0.052,0.145,0.117,0.257,0.361,0.449
512.328,0.015,0.059,0.019,0.03,0.042,0.121,0.052,0.146,0.118,0.259,0.363,0.453
512.5,0.015,0.059,0.019,0.03,0.042,0.122,0.052,0.146,0.119,0.26,0.366,0.456
512.672,0.015,0.059,0.02,0.03,0.043,0.122,0.053,0.147,0.12,0.262,0.368,0.459
512.844,0.015,0.059,0.02,0.03,0.043,0.123,0.053,0.148,0.121,0.264,0.371,0.462
513.016,0.015,0.059,0.02,0.031,0.043,0.123,0.053,0.148,0.122,0.265,0.373,0.464
513.188,0.015,0.059,0.02,0.031,0.043,0.123,0.054,0.148,0.123,0.267,0.375,0.466
513.36,0.015,0.059,0.02,0.031,0.044,0.123,0.054,0.148,0.124,0.269,0.377,0.469
513.532,0.016,0.059,0.02,0.031,0.044,0.124,0.054,0.149,0.125,0.271,0.38,0.472
513.705,0.016,0.059,0.02,0.031,0.044,0.124,0.055,0.15,0.126,0.273,0.382,0.475
513.877,0.016,0.059,0.02,0.031,0.044,0.124,0.055,0.15,0.127,0.274,0.384,0.478
514.049,0.016,0.059,0.02,0.031,0.044,0.124,0.056,0.15,0.128,0.275,0.386,0.481
514.221,0.016,0.059,0.02,0.032,0.044,0.125,0.056,0.15,0.129,0.277,0.388,0.485
514.393,0.016,0.059,0.02,0.032,0.045,0.125,0.057,0.15,0.13,0.278,0.391,0.488
514.565,0.017,0.059,0.02,0.032,0.045,0.125,0.057,0.15,0.131,0.28,0.393,0.491
514.737,0.016,0.06,0.02,0.032,0.045,0.125,0.058,0.15,0.133,0.281,0.396,0.494
514.909,0.017,0.06,0.02,0.032,0.045,0.126,0.058,0.151,0.134,0.283,0.398,0.498
515.081,0.017,0.06,0.02,0.032,0.046,0.126,0.058,0.151,0.135,0.284,0.4,0.501
515.254,0.017,0.06,0.021,0.033,0.046,0.126,0.059,0.151,0.135,0.286,0.403,0.505
515.426,0.018,0.06,0.021,0.033,0.046,0.126,0.059,0.151,0.136,0.287,0.406,0.508
515.598,0.018,0.06,0.021,0.033,0.046,0.127,0.059,0.151,0.137,0.289,0.409,0.512
515.77,0.018,0.061,0.021,0.033,0.046,0.127,0.059,0.151,0.138,0.291,0.412,0.515
515.942,0.018,0.061,0.022,0.033,0.046,0.127,0.06,0.151,0.139,0.292,0.414,0.518
516.114,0.018,0.061,0.022,0.034,0.047,0.128,0.06,0.152,0.14,0.294,0.418,0.522
516.286,0.018,0.061,0.023,0.034,0.047,0.128,0.06,0.152,0.142,0.296,0.42,0.525
516.458,0.019,0.061,0.023,0.034,0.047,0.129,0.061,0.153,0.142,0.298,0.423,0.529
516.631,0.019,0.061,0.023,0.034,0.048,0.129,0.061,0.153,0.144,0.3,0.426,0.533
516.803,0.019,0.061,0.024,0.034,0.048,0.129,0.061,0.153,0.145,0.302,0.429,0.535
516.975,0.019,0.061,0.024,0.035,0.048,0.129,0.061,0.154,0.145,0.304,0.432,0.538
517.147,0.019,0.061,0.024,0.035,0.048,0.13,0.062,0.154,0.146,0.306,0.434,0.542
517.319,0.018,0.061,0.024,0.035,0.048,0.13,0.062,0.155,0.147,0.307,0.438,0.545
517.491,0.019,0.061,0.024,0.035,0.049,0.13,0.062,0.155,0.148,0.309,0.44,0.549
517.663,0.018,0.061,0.024,0.035,0.048,0.13,0.063,0.155,0.149,0.311,0.443,0.552
517.835,0.019,0.061,0.024,0.036,0.049,0.131,0.063,0.156,0.15,0.313,0.446,0.556
518.008,0.019,0.061,0.024,0.036,0.049,0.131,0.063,0.156,0.151,0.314,0.448,0.559
518.18,0.019,0.061,0.025,0.036,0.049,0.131,0.064,0.157,0.152,0.316,0.451,0.563
518.352,0.019,0.061,0.025,0.036,0.05,0.132,0.064,0.157,0.153,0.319,0.454,0.567
518.524,0.019,0.061,0.025,0.036,0.05,0.132,0.064,0.158,0.154,0.32,0.457,0.571
518.696,0.019,0.061,0.025,0.037,0.05,0.132,0.065,0.159,0.155,0.322,0.46,0.575
518.868,0.019,0.061,0.025,0.037,0.051,0.132,0.065,0.159,0.156,0.324,0.463,0.579
519.04,0.019,0.062,0.025,0.037,0.051,0.132,0.065,0.159,0.157,0.326,0.466,0.583
519.212,0.019,0.062,0.026,0.038,0.051,0.133,0.066,0.16,0.158,0.327,0.468,0.587
519.385,0.019,0.062,0.026,0.038,0.051,0.133,0.066,0.16,0.16,0.33,0.471,0.591
519.557,0.019,0.062,0.026,0.038,0.051,0.134,0.067,0.16,0.161,0.331,0.474,0.594
519.729,0.019,0.062,0.026,0.039,0.052,0.134,0.067,0.161,0.162,0.333,0.478,0.599
519.901,0.02,0.063,0.026,0.04,0.052,0.134,0.068,0.161,0.164,0.335,0.481,0.602
520.073,0.02,0.063,0.027,0.04,0.053,0.134,0.068,0.162,0.165,0.338,0.485,0.606
520.245,0.02,0.063,0.027,0.041,0.053,0.135,0.068,0.162,0.166,0.34,0.488,0.61
520.417,0.02,0.064,0.027,0.041,0.054,0.135,0.069,0.163,0.168,0.342,0.491,0.615
520.59,0.02,0.064,0.027,0.041,0.054,0.135,0.069,0.163,0.169,0.344,0.494,0.618
520.762,0.021,0.064,0.027,0.041,0.054,0.136,0.069,0.163,0.17,0.346,0.497,0.622
520.934,0.021,0.064,0.027,0.042,0.054,0.136,0.07,0.164,0.171,0.348,0.5,0.626
521.106,0.02,0.065,0.027,0.042,0.054,0.136,0.07,0.164,0.172,0.35,0.504,0.63
521.278,0.02,0.064,0.027,0.042,0.054,0.136,0.071,0.164,0.173,0.352,0.506,0.634
521.45,0.02,0.065,0.027,0.042,0.054,0.136,0.071,0.164,0.174,0.354,0.509,0.637
521.622,0.02,0.065,0.028,0.042,0.055,0.136,0.072,0.164,0.175,0.356,0.512,0.642
521.795,0.02,0.065,0.028,0.042,0.055,0.137,0.072,0.165,0.177,0.358,0.516,0.646
