nm lambda,1,2,3,4,5,6,7,8,9,10,11,12
830.504,0.003,0.026,0.005,0.001,0.015,0.061,0.012,0.077,0.004,0.033,0.031,0.04
830.678,0.004,0.026,0.005,0.001,0.015,0.061,0.012,0.077,0.005,0.033,0.031,0.04
830.852,0.004,0.026,0.005,0.001,0.015,0.061,0.012,0.077,0.005,0.033,0.031,0.04
831.026,0.004,0.026,0.005,0.001,0.015,0.06,0.012,0.077,0.005,0.033,0.031,0.04
831.2,0.004,0.026,0.005,0.001,0.015,0.06,0.012,0.077,0.005,0.033,0.031,0.041
831.374,0.003,0.026,0.005,0.001,0.015,0.06,0.012,0.076,0.005,0.033,0.031,0.04
831.548,0.004,0.026,0.005,0.001,0.015,0.06,0.012,0.076,0.005,0.033,0.031,0.04
831.722,0.004,0.026,0.006,0.001,0.015,0.06,0.013,0.076,0.005,0.033,0.031,0.04
831.895,0.004,0.026,0.006,0.001,0.015,0.059,0.013,0.076,0.006,0.033,0.031,0.04
832.069,0.004,0.026,0.005,0.001,0.015,0.059,0.013,0.075,0.006,0.033,0.032,0.04
832.243,0.004,0.026,0.006,0.002,0.015,0.059,0.013,0.075,0.006,0.033,0.032,0.04
832.417,0.003,0.026,0.005,0.001,0.015,0.058,0.013,0.074,0.006,0.033,0.031,0.04
832.591,0.003,0.025,0.005,0.002,0.015,0.058,0.013,0.074,0.006,0.033,0.031,0.04
832.765,0.003,0.026,0.005,0.001,0.015,0.058,0.012,0.073,0.006,0.033,0.031,0.04
832.939,0.003,0.025,0.005,0.002,0.015,0.057,0.013,0.073,0.006,0.033,0.031,0.04
833.113,0.004,0.025,0.006,0.002,0.015,0.057,0.012,0.073,0.006,0.033,0.031,0.04
833.287,0.004,0.025,0.006,0.002,0.015,0.057,0.012,0.073,0.006,0.033,0.031,0.04
833.461,0.004,0.025,0.005,0.002,0.015,0.057,0.012,0.072,0.006,0.033,0.031,0.04
833.635,0.004,0.025,0.005,0.002,0.015,0.057,0.012,0.072,0.006,0.033,0.031,0.04
833.809,0.004,0.025,0.006,0.002,0.016,0.056,0.012,0.072,0.006,0.033,0.031,0.04
833.983,0.004,0.025,0.005,0.001,0.016,0.056,0.012,0.072,0.006,0.033,0.031,0.041
834.157,0.004,0.025,0.005,0.002,0.016,0.056,0.013,0.072,0.006,0.033,0.031,0.041
834.331,0.004,0.025,0.005,0.002,0.016,0.056,0.013,0.071,0.006,0.033,0.031,0.041
834.505,0.004,0.025,0.006,0.001,0.016,0.055,0.013,0.071,0.006,0.033,0.031,0.041
834.679,0.004,0.025,0.005,0.001,0.016,0.055,0.013,0.071,0.006,0.033,0.03,0.041
834.853,0.004,0.025,0.006,0.001,0.016,0.054,0.013,0.071,0.006,0.033,0.03,0.041
835.027,0.005,0.025,0.006,0.001,0.016,0.054,0.013,0.07,0.006,0.033,0.031,0.041
835.201,0.005,0.025,0.006,0.001,0.016,0.054,0.013,0.07,0.006,0.033,0.031,0.041
835.375,0.005,0.025,0.006,0.001,0.015,0.053,0.013,0.069,0.006,0.033,0.031,0.041
835.548,0.005,0.025,0.006,0.001,0.015,0.053,0.013,0.069,0.006,0.033,0.031,0.041
835.722,0.005,0.025,0.006,0.001,0.015,0.053,0.013,0.069,0.006,0.033,0.031,0.041
835.896,0.005,0.025,0.006,0.001,0.015,0.052,0.013,0.069,0.006,0.033,0.031,0.041
836.07,0.005,0.025,0.006,0.001,0.015,0.052,0.013,0.068,0.006,0.033,0.032,0.041
836.244,0.005,0.025,0.006,0.001,0.015,0.052,0.013,0.068,0.006,0.033,0.032,0.041
836.418,0.005,0.025,0.006,0.001,0.015,0.051,0.013,0.068,0.006,0.033,0.032,0.041
836.592,0.005,0.025,0.006,0.001,0.015,0.051,0.013,0.068,0.006,0.033,0.032,0.041
836.766,0.005,0.025,0.006,0.001,0.015,0.051,0.014,0.068,0.006,0.033,0.032,0.041
836.94,0.005,0.025,0.006,0.001,0.015,0.05,0.013,0.068,0.006,0.033,0.032,0.041
837.114,0.005,0.024,0.006,0.001,0.015,0.05,0.013,0.067,0.006,0.033,0.032,0.041
837.288,0.005,0.024,0.006,0.001,0.015,0.05,0.013,0.067,0.006,0.033,0.031,0.041
837.462,0.005,0.024,0.006,0.001,0.015,0.05,0.013,0.067,0.006,0.033,0.031,0.041
837.636,0.005,0.024,0.005,0.001,0.015,0.049,0.013,0.066,0.006,0.033,0.031,0.041
837.81,0.005,0.024,0.006,0.001,0.015,0.049,0.013,0.066,0.006,0.033,0.031,0.041
837.984,0.005,0.024,0.006,0.001,0.015,0.049,0.013,0.066,0.006,0.033,0.031,0.041
838.158,0.005,0.024,0.006,0.001,0.015,0.048,0.013,0.065,0.006,0.033,0.031,0.041
838.332,0.005,0.024,0.006,0.001,0.015,0.048,0.013,0.065,0.006,0.033,0.031,0.041
838.506,0.005,0.024,0.006,0.001,0.015,0.048,0.013,0.065,0.006,0.033,0.031,0.041
838.68,0.005,0.024,0.006,0.001,0.015,0.047,0.013,0.064,0.006,0.033,0.031,0.04
838.854,0.005,0.024,0.005,0.001,0.015,0.047,0.013,0.064,0.006,0.033,0.03,0.04
839.028,0.005,0.024,0.006,0.001,0.015,0.047,0.013,0.063,0.007,0.033,0.03,0.04
839.202,0.005,0.024,0.006,0.001,0.015,0.047,0.013,0.063,0.006,0.033,0.03,0.04
839.376,0.005,0.024,0.006,0.001,0.015,0.046,0.013,0.062,0.006,0.033,0.03,0.04
839.55,0.005,0.024,0.006,0,0.015,0.046,0.013,0.062,0.006,0.033,0.03,0.04
839.724,0.005,0.024,0.006,0,0.015,0.046,0.012,0.061,0.006,0.033,0.03,0.04
839.898,0.005,0.024,0.006,0,0.015,0.046,0.012,0.061,0.006,0.033,0.03,0.04
840.072,0.005,0.024,0.006,0,0.015,0.045,0.012,0.061,0.006,0.032,0.03,0.04
840.246,0.005,0.024,0.006,0,0.015,0.045,0.012,0.06,0.006,0.032,0.03,0.04
840.42,0.005,0.024,0.006,0.001,0.015,0.045,0.012,0.06,0.007,0.032,0.03,0.04
840.594,0.005,0.024,0.006,0.001,0.015,0.044,0.012,0.06,0.007,0.032,0.03,0.04
840.768,0.005,0.024,0.006,0.001,0.015,0.044,0.013,0.06,0.007,0.033,0.031,0.041
840.942,0.005,0.024,0.006,0.001,0.015,0.044,0.013,0.06,0.007,0.033,0.031,0.041
841.116,0.005,0.024,0.006,0.001,0.015,0.044,0.012,0.06,0.007,0.033,0.031,0.041
841.29,0.005,0.024,0.006,0.001,0.015,0.044,0.012,0.059,0.007,0.033,0.031,0.041
841.464,0.005,0.024,0.006,0.001,0.014,0.043,0.012,0.059,0.007,0.033,0.031,0.041
841.638,0.005,0.023,0.006,0.001,0.015,0.043,0.013,0.059,0.007,0.033,0.031,0.041
841.812,0.005,0.024,0.006,0.001,0.015,0.043,0.012,0.059,0.007,0.033,0.031,0.041
841.986,0.005,0.024,0.007,0.002,0.015,0.043,0.013,0.059,0.007,0.033,0.032,0.041
842.16,0.005,0.024,0.007,0.002,0.015,0.043,0.013,0.058,0.007,0.033,0.032,0.041
842.334,0.005,0.024,0.007,0.002,0.015,0.042,0.013,0.058,0.007,0.033,0.032,0.041
842.508,0.005,0.023,0.007,0.002,0.015,0.042,0.013,0.058,0.008,0.033,0.032,0.041
842.682,0.005,0.024,0.007,0.002,0.015,0.041,0.014,0.057,0.008,0.033,0.032,0.041
842.856,0.005,0.023,0.007,0.002,0.015,0.041,0.014,0.057,0.008,0.033,0.033,0.041
843.03,0.005,0.023,0.007,0.002,0.016,0.041,0.014,0.056,0.008,0.033,0.033,0.041
843.204,0.005,0.023,0.007,0.002,0.016,0.04,0.014,0.056,0.008,0.033,0.033,0.041
843.378,0.005,0.023,0.007,0.002,0.016,0.04,0.014,0.056,0.008,0.033,0.032,0.041
843.552,0.005,0.023,0.007,0.002,0.016,0.04,0.014,0.056,0.008,0.033,0.033,0.041
843.726,0.005,0.023,0.007,0.002,0.016,0.04,0.015,0.056,0.008,0.033,0.033,0.041
843.9,0.005,0.023,0.007,0.002,0.016,0.04,0.014,0.056,0.008,0.033,0.033,0.041
844.074,0.005,0.023,0.008,0.002,0.016,0.04,0.014,0.056,0.008,0.033,0.033,0.041
844.248,0.005,0.023,0.008,0.003,0.016,0.04,0.014,0.056,0.008,0.033,0.033,0.041
844.422,0.005,0.023,0.007,0.003,0.016,0.039,0.014,0.056,0.008,0.033,0.033,0.042
844.596,0.005,0.023,0.008,0.003,0.016,0.039,0.014,0.056,0.009,0.033,0.033,0.042
844.77,0.005,0.023,0.007,0.003,0.016,0.039,0.014,0.056,0.009,0.033,0.033,0.042
844.944,0.005,0.023,0.007,0.003,0.016,0.038,0.014,0.056,0.009,0.033,0.033,0.041
845.118,0.005,0.023,0.007,0.003,0.016,0.038,0.014,0.055,0.009,0.033,0.033,0.041
845.292,0.005,0.023,0.007,0.003,0.016,0.038,0.014,0.055,0.009,0.033,0.033,0.042
845.466,0.005,0.023,0.007,0.002,0.016,0.037,0.014,0.054,0.009,0.033,0.033,0.041
845.64,0.005,0.023,0.007,0.002,0.015,0.036,0.013,0.053,0.009,0.033,0.033,0.041
845.814,0.005,0.023,0.007,0.002,0.015,0.036,0.013,0.053,0.009,0.033,0.032,0.041
845.988,0.005,0.023,0.007,0.002,0.015,0.035,0.013,0.052,0.009,0.033,0.032,0.041
846.162,0.006,0.023,0.007,0.003,0.015,0.035,0.013,0.052,0.009,0.033,0.033,0.041
846.336,0.006,0.023,0.007,0.002,0.015,0.034,0.014,0.051,0.009,0.033,0.033,0.041
846.51,0.006,0.023,0.007,0.003,0.015,0.034,0.014,0.051,0.009,0.033,0.033,0.042
846.684,0.006,0.023,0.008,0.003,0.015,0.034,0.014,0.051,0.009,0.033,0.033,0.042
846.858,0.006,0.023,0.008,0.003,0.015,0.033,0.014,0.051,0.009,0.033,0.033,0.041
847.032,0.006,0.023,0.007,0.003,0.015,0.033,0.014,0.05,0.009,0.033,0.033,0.042
847.206,0.006,0.023,0.007,0.003,0.015,0.033,0.014,0.05,0.009,0.032,0.033,0.042
847.38,0.006,0.023,0.007,0.003,0.015,0.033,0.014,0.05,0.009,0.032,0.033,0.041
847.554,0.006,0.023,0.007,0.003,0.015,0.033,0.014,0.049,0.009,0.032,0.033,0.041
847.728,0.006,0.023,0.007,0.003,0.015,0.033,0.014,0.049,0.009,0.032,0.032,0.041
847.902,0.006,0.023,0.007,0.003,0.015,0.032,0.014,0.048,0.009,0.032,0.032,0.041
848.076,0.005,0.022,0.007,0.002,0.014,0.032,0.013,0.048,0.009,0.032,0.032,0.041
848.25,0.005,0.022,0.007,0.002,0.014,0.031,0.013,0.047,0.009,0.032,0.032,0.041
848.425,0.005,0.022,0.007,0.003,0.015,0.031,0.013,0.047,0.009,0.032,0.032,0.041
848.599,0.005,0.022,0.008,0.003,0.015,0.031,0.013,0.047,0.009,0.032,0.032,0.041
848.773,0.005,0.022,0.008,0.003,0.015,0.03,0.013,0.046,0.009,0.031,0.032,0.041
848.947,0.005,0.022,0.008,0.003,0.015,0.03,0.013,0.046,0.009,0.031,0.032,0.041
849.121,0.005,0.022,0.008,0.003,0.015,0.03,0.013,0.045,0.009,0.031,0.032,0.041
849.295,0.005,0.022,0.008,0.003,0.015,0.029,0.013,0.045,0.009,0.031,0.032,0.041
849.469,0.005,0.022,0.008,0.003,0.015,0.029,0.013,0.045,0.009,0.031,0.032,0.041
849.643,0.005,0.022,0.008,0.003,0.016,0.029,0.013,0.045,0.009,0.032,0.032,0.041
849.817,0.005,0.022,0.008,0.003,0.016,0.029,0.013,0.045,0.009,0.032,0.032,0.042
849.991,0.005,0.022,0.009,0.003,0.016,0.029,0.014,0.045,0.009,0.032,0.033,0.042
850.165,0.005,0.022,0.009,0.003,0.016,0.029,0.014,0.045,0.009,0.032,0.033,0.042
850.339,0.006,0.022,0.009,0.003,0.016,0.029,0.014,0.046,0.01,0.032,0.033,0.042
850.513,0.006,0.022,0.009,0.003,0.016,0.029,0.014,0.046,0.01,0.033,0.033,0.042
850.687,0.006,0.022,0.009,0.003,0.016,0.029,0.014,0.046,0.01,0.033,0.033,0.043
850.861,0.006,0.022,0.009,0.003,0.016,0.028,0.014,0.045,0.01,0.033,0.033,0.042
851.035,0.006,0.022,0.009,0.003,0.016,0.028,0.014,0.045,0.01,0.033,0.033,0.042
851.209,0.006,0.022,0.008,0.003,0.016,0.027,0.014,0.044,0.01,0.033,0.033,0.042
851.383,0.006,0.021,0.008,0.003,0.016,0.027,0.014,0.043,0.01,0.033,0.033,0.042
851.557,0.006,0.021,0.008,0.003,0.016,0.026,0.014,0.043,0.01,0.033,0.033,0.042
851.731,0.007,0.022,0.008,0.003,0.016,0.026,0.014,0.043,0.01,0.033,0.033,0.042
851.905,0.007,0.021,0.008,0.004,0.016,0.026,0.014,0.042,0.01,0.033,0.033,0.042
852.08,0.007,0.022,0.008,0.004,0.016,0.026,0.014,0.042,0.01,0.033,0.033,0.042
852.254,0.007,0.022,0.009,0.004,0.016,0.026,0.015,0.042,0.01,0.034,0.033,0.043
852.428,0.007,0.022,0.009,0.004,0.016,0.026,0.015,0.043,0.011,0.034,0.033,0.043
852.602,0.007,0.022,0.009,0.004,0.016,0.026,0.015,0.043,0.011,0.034,0.034,0.043
852.776,0.007,0.022,0.009,0.004,0.016,0.026,0.015,0.042,0.011,0.034,0.034,0.043
852.95,0.007,0.022,0.009,0.004,0.016,0.026,0.015,0.042,0.011,0.034,0.034,0.043
853.124,0.007,0.022,0.009,0.004,0.016,0.026,0.016,0.043,0.011,0.034,0.034,0.043
853.298,0.007,0.022,0.009,0.004,0.016,0.025,0.015,0.042,0.011,0.034,0.034,0.043
853.472,0.007,0.022,0.009,0.004,0.016,0.025,0.015,0.041,0.011,0.033,0.034,0.043
853.646,0.007,0.022,0.009,0.004,0.015,0.024,0.016,0.041,0.011,0.033,0.034,0.042
853.82,0.007,0.022,0.009,0.003,0.015,0.023,0.015,0.04,0.01,0.033,0.034,0.042
853.994,0.006,0.022,0.009,0.004,0.015,0.023,0.015,0.04,0.01,0.033,0.034,0.042
854.168,0.006,0.022,0.009,0.003,0.015,0.022,0.015,0.039,0.01,0.033,0.034,0.042
854.342,0.006,0.022,0.009,0.003,0.015,0.021,0.015,0.038,0.01,0.033,0.034,0.042
854.516,0.006,0.022,0.009,0.003,0.015,0.021,0.015,0.038,0.01,0.032,0.034,0.042
854.69,0.006,0.022,0.009,0.003,0.015,0.02,0.014,0.037,0.01,0.032,0.034,0.042
854.865,0.006,0.022,0.009,0.003,0.015,0.02,0.014,0.037,0.01,0.033,0.034,0.042
855.039,0.006,0.022,0.009,0.003,0.015,0.019,0.013,0.036,0.01,0.033,0.034,0.041
855.213,0.006,0.022,0.009,0.003,0.015,0.019,0.014,0.036,0.01,0.033,0.034,0.041
855.387,0.006,0.022,0.009,0.003,0.015,0.019,0.013,0.036,0.01,0.033,0.034,0.041
855.561,0.006,0.022,0.009,0.003,0.015,0.019,0.014,0.036,0.01,0.033,0.034,0.041
855.735,0.006,0.022,0.009,0.003,0.015,0.02,0.014,0.035,0.01,0.033,0.035,0.042
855.909,0.006,0.022,0.009,0.003,0.015,0.02,0.014,0.036,0.011,0.034,0.034,0.042
856.083,0.006,0.022,0.009,0.003,0.015,0.02,0.014,0.036,0.011,0.034,0.035,0.042
856.257,0.007,0.022,0.009,0.003,0.015,0.02,0.014,0.036,0.011,0.034,0.035,0.043
856.431,0.007,0.022,0.009,0.003,0.015,0.019,0.014,0.035,0.011,0.034,0.034,0.043
856.605,0.007,0.022,0.009,0.003,0.015,0.019,0.014,0.035,0.011,0.034,0.034,0.043
856.779,0.006,0.022,0.009,0.003,0.016,0.019,0.014,0.035,0.011,0.034,0.034,0.043
856.954,0.007,0.021,0.009,0.003,0.016,0.019,0.014,0.034,0.011,0.034,0.034,0.042
857.128,0.007,0.022,0.01,0.004,0.015,0.018,0.014,0.034,0.011,0.034,0.033,0.043
857.302,0.007,0.021,0.01,0.003,0.015,0.018,0.014,0.034,0.011,0.034,0.033,0.043
857.476,0.007,0.021,0.009,0.003,0.015,0.017,0.014,0.033,0.011,0.034,0.033,0.042
857.65,0.007,0.021,0.01,0.003,0.015,0.017,0.014,0.033,0.011,0.034,0.033,0.042
857.824,0.007,0.021,0.01,0.003,0.015,0.016,0.014,0.033,0.011,0.033,0.033,0.042
857.998,0.007,0.021,0.009,0.004,0.015,0.016,0.014,0.033,0.011,0.034,0.033,0.043
858.172,0.007,0.021,0.009,0.004,0.015,0.016,0.014,0.033,0.011,0.034,0.034,0.043
858.346,0.007,0.021,0.01,0.004,0.015,0.017,0.014,0.033,0.012,0.034,0.034,0.043
858.52,0.007,0.021,0.01,0.004,0.016,0.017,0.014,0.033,0.012,0.034,0.034,0.043
858.694,0.007,0.021,0.01,0.004,0.016,0.016,0.014,0.033,0.012,0.034,0.034,0.043
858.869,0.007,0.021,0.01,0.004,0.015,0.016,0.014,0.032,0.012,0.034,0.034,0.043
859.043,0.007,0.021,0.01,0.004,0.015,0.016,0.014,0.032,0.012,0.034,0.034,0.043
859.217,0.007,0.021,0.009,0.004,0.015,0.015,0.014,0.031,0.011,0.034,0.034,0.043
859.391,0.007,0.021,0.009,0.003,0.015,0.014,0.014,0.03,0.011,0.033,0.034,0.043
859.565,0.007,0.02,0.009,0.003,0.015,0.014,0.014,0.029,0.011,0.033,0.034,0.043
859.739,0.007,0.021,0.009,0.003,0.015,0.013,0.014,0.029,0.011,0.033,0.034,0.043
859.913,0.007,0.021,0.009,0.003,0.015,0.013,0.014,0.028,0.011,0.033,0.034,0.042
860.087,0.007,0.02,0.009,0.003,0.015,0.012,0.014,0.027,0.01,0.033,0.034,0.042
860.261,0.007,0.021,0.009,0.003,0.015,0.012,0.014,0.027,0.01,0.033,0.034,0.042
860.435,0.007,0.021,0.009,0.003,0.015,0.011,0.013,0.027,0.01,0.033,0.034,0.042
860.61,0.007,0.021,0.009,0.003,0.015,0.011,0.014,0.026,0.01,0.033,0.034,0.042
860.784,0.006,0.021,0.01,0.004,0.015,0.011,0.014,0.027,0.01,0.033,0.034,0.042
860.958,0.006,0.021,0.009,0.004,0.015,0.011,0.014,0.027,0.011,0.033,0.034,0.042
861.132,0.007,0.021,0.01,0.004,0.015,0.011,0.014,0.027,0.011,0.034,0.034,0.043
861.306,0.007,0.021,0.01,0.004,0.015,0.011,0.014,0.028,0.012,0.034,0.035,0.043
861.48,0.007,0.021,0.01,0.004,0.015,0.012,0.014,0.028,0.012,0.034,0.035,0.043
861.654,0.007,0.021,0.01,0.004,0.015,0.012,0.014,0.028,0.012,0.034,0.036,0.044
861.828,0.007,0.021,0.01,0.004,0.015,0.012,0.014,0.028,0.013,0.034,0.036,0.044
862.002,0.007,0.021,0.01,0.004,0.016,0.011,0.015,0.028,0.013,0.034,0.036,0.044
862.177,0.007,0.02,0.009,0.004,0.016,0.011,0.015,0.028,0.013,0.035,0.036,0.044
862.351,0.007,0.02,0.01,0.004,0.016,0.011,0.015,0.028,0.013,0.035,0.035,0.044
862.525,0.007,0.02,0.009,0.004,0.016,0.011,0.016,0.028,0.013,0.034,0.035,0.044
862.699,0.007,0.02,0.009,0.004,0.015,0.01,0.016,0.027,0.013,0.034,0.035,0.044
862.873,0.007,0.02,0.009,0.004,0.015,0.009,0.016,0.026,0.012,0.034,0.035,0.043
863.047,0.007,0.019,0.009,0.004,0.015,0.008,0.015,0.026,0.012,0.033,0.034,0.043
863.221,0.007,0.019,0.009,0.004,0.015,0.008,0.015,0.025,0.012,0.033,0.034,0.043
863.395,0.007,0.019,0.009,0.004,0.015,0.008,0.015,0.025,0.012,0.033,0.034,0.043
863.57,0.008,0.019,0.01,0.004,0.015,0.007,0.015,0.025,0.012,0.033,0.034,0.043
863.744,0.008,0.02,0.01,0.004,0.015,0.007,0.016,0.024,0.012,0.033,0.034,0.043
863.918,0.008,0.02,0.01,0.004,0.015,0.007,0.016,0.024,0.012,0.034,0.034,0.043
864.092,0.008,0.02,0.01,0.004,0.015,0.007,0.016,0.024,0.012,0.034,0.034,0.043
864.266,0.008,0.02,0.01,0.004,0.015,0.007,0.016,0.024,0.012,0.034,0.034,0.044
864.44,0.008,0.021,0.01,0.004,0.016,0.007,0.015,0.024,0.013,0.034,0.035,0.044
864.614,0.008,0.021,0.011,0.004,0.016,0.007,0.015,0.024,0.013,0.035,0.035,0.044
864.788,0.008,0.021,0.011,0.004,0.016,0.007,0.015,0.023,0.013,0.035,0.035,0.044
864.963,0.008,0.021,0.011,0.004,0.015,0.007,0.015,0.023,0.013,0.035,0.035,0.044
865.137,0.008,0.021,0.011,0.004,0.015,0.006,0.014,0.022,0.013,0.035,0.035,0.044
865.311,0.008,0.021,0.011,0.004,0.015,0.006,0.014,0.021,0.013,0.035,0.034,0.044
865.485,0.007,0.021,0.011,0.004,0.015,0.005,0.014,0.021,0.013,0.034,0.034,0.044
865.659,0.007,0.02,0.01,0.004,0.015,0.005,0.013,0.02,0.013,0.034,0.034,0.044
865.833,0.007,0.02,0.01,0.004,0.015,0.004,0.013,0.019,0.013,0.034,0.033,0.043
866.007,0.007,0.02,0.01,0.004,0.015,0.004,0.013,0.019,0.012,0.033,0.033,0.043
866.181,0.007,0.02,0.01,0.004,0.015,0.004,0.013,0.019,0.012,0.033,0.033,0.043
866.356,0.007,0.02,0.01,0.005,0.015,0.003,0.014,0.019,0.012,0.033,0.033,0.044
866.53,0.007,0.019,0.01,0.005,0.015,0.003,0.014,0.018,0.012,0.033,0.033,0.043
866.704,0.007,0.019,0.01,0.005,0.015,0.003,0.014,0.019,0.012,0.033,0.034,0.044
866.878,0.007,0.019,0.01,0.005,0.015,0.003,0.014,0.019,0.012,0.033,0.034,0.044
867.052,0.007,0.019,0.01,0.005,0.015,0.003,0.015,0.019,0.013,0.034,0.035,0.044
867.226,0.007,0.019,0.01,0.005,0.015,0.004,0.015,0.019,0.013,0.034,0.035,0.045
867.4,0.008,0.019,0.01,0.006,0.016,0.004,0.016,0.019,0.014,0.035,0.036,0.045
867.575,0.008,0.02,0.01,0.006,0.016,0.004,0.016,0.02,0.014,0.035,0.036,0.046
867.749,0.008,0.019,0.011,0.006,0.016,0.004,0.017,0.02,0.014,0.035,0.037,0.046
867.923,0.008,0.019,0.011,0.006,0.016,0.004,0.017,0.019,0.014,0.035,0.037,0.046
868.097,0.008,0.019,0.011,0.006,0.016,0.003,0.017,0.019,0.014,0.035,0.037,0.046
868.271,0.008,0.019,0.011,0.006,0.016,0.003,0.017,0.019,0.014,0.035,0.037,0.046
868.445,0.008,0.019,0.011,0.005,0.016,0.002,0.016,0.018,0.014,0.035,0.036,0.046
868.62,0.008,0.019,0.011,0.005,0.016,0.002,0.016,0.017,0.014,0.035,0.036,0.045
868.794,0.008,0.019,0.011,0.005,0.015,0.001,0.016,0.016,0.014,0.034,0.036,0.045
868.968,0.008,0.019,0.011,0.005,0.015,0.001,0.015,0.016,0.014,0.034,0.035,0.044
869.142,0.008,0.019,0.011,0.005,0.015,0,0.015,0.015,0.014,0.034,0.035,0.044
869.316,0.008,0.019,0.011,0.005,0.015,0,0.015,0.014,0.013,0.034,0.035,0.044
869.49,0.008,0.019,0.011,0.005,0.015,0,0.015,0.014,0.013,0.034,0.035,0.044
869.664,0.008,0.02,0.011,0.005,0.015,0,0.015,0.014,0.013,0.034,0.035,0.044
869.839,0.008,0.02,0.011,0.005,0.015,0,0.015,0.014,0.013,0.034,0.035,0.045
870.013,0.008,0.02,0.011,0.005,0.015,0,0.015,0.014,0.014,0.035,0.035,0.045
870.187,0.008,0.021,0.012,0.006,0.016,0,0.015,0.014,0.014,0.035,0.036,0.045
870.361,0.008,0.021,0.012,0.006,0.016,0,0.015,0.014,0.014,0.035,0.036,0.046
870.535,0.008,0.021,0.012,0.006,0.016,0,0.015,0.014,0.015,0.036,0.036,0.046
870.709,0.008,0.021,0.012,0.006,0.016,0,0.015,0.014,0.015,0.036,0.037,0.046
870.884,0.008,0.021,0.012,0.007,0.016,0,0.016,0.014,0.015,0.036,0.037,0.047
871.058,0.008,0.021,0.012,0.007,0.016,0,0.016,0.014,0.015,0.036,0.037,0.047
871.232,0.008,0.02,0.012,0.007,0.016,0,0.016,0.014,0.015,0.036,0.037,0.047
871.406,0.008,0.02,0.012,0.006,0.016,0,0.016,0.013,0.015,0.036,0.037,0.046
871.58,0.008,0.02,0.012,0.006,0.016,0,0.016,0.013,0.015,0.036,0.037,0.046
871.754,0.008,0.02,0.012,0.006,0.016,0,0.016,0.013,0.015,0.035,0.037,0.046
871.929,0.008,0.02,0.012,0.006,0.016,0,0.016,0.013,0.015,0.035,0.037,0.046
872.103,0.008,0.02,0.012,0.006,0.016,0,0.017,0.012,0.015,0.035,0.036,0.046
872.277,0.008,0.019,0.012,0.006,0.016,0,0.016,0.012,0.014,0.035,0.036,0.046
872.451,0.008,0.019,0.012,0.006,0.015,0,0.017,0.012,0.015,0.035,0.036,0.046
872.625,0.009,0.019,0.012,0.006,0.016,0,0.017,0.012,0.015,0.035,0.036,0.046
872.799,0.009,0.019,0.012,0.006,0.015,0,0.017,0.012,0.015,0.035,0.036,0.046
872.974,0.009,0.02,0.012,0.006,0.016,0,0.017,0.012,0.015,0.035,0.037,0.047
873.148,0.009,0.02,0.012,0.006,0.016,0,0.017,0.013,0.015,0.035,0.037,0.047
873.322,0.01,0.02,0.013,0.007,0.016,0,0.018,0.013,0.016,0.036,0.037,0.047
873.496,0.01,0.02,0.013,0.007,0.016,0,0.018,0.013,0.016,0.036,0.038,0.048
873.67,0.01,0.021,0.013,0.007,0.016,0,0.018,0.013,0.016,0.037,0.038,0.048
873.845,0.01,0.021,0.014,0.007,0.016,0,0.018,0.012,0.016,0.037,0.038,0.048
874.019,0.01,0.021,0.013,0.007,0.016,0,0.017,0.011,0.016,0.037,0.038,0.048
874.193,0.01,0.021,0.013,0.007,0.016,0,0.017,0.011,0.016,0.037,0.038,0.048
874.367,0.009,0.021,0.013,0.007,0.016,0,0.017,0.01,0.016,0.037,0.037,0.047
874.541,0.009,0.021,0.013,0.007,0.016,0,0.016,0.009,0.016,0.036,0.037,0.047
874.715,0.009,0.021,0.013,0.007,0.016,0,0.016,0.008,0.015,0.036,0.037,0.046
874.89,0.008,0.021,0.013,0.007,0.016,0,0.016,0.007,0.015,0.036,0.036,0.046
875.064,0.008,0.021,0.013,0.007,0.016,0,0.015,0.006,0.015,0.035,0.036,0.046
875.238,0.008,0.02,0.012,0.006,0.016,0,0.015,0.006,0.015,0.035,0.036,0.045
875.412,0.008,0.021,0.012,0.006,0.016,0,0.015,0.005,0.015,0.035,0.036,0.045
875.586,0.008,0.021,0.012,0.006,0.016,0,0.015,0.005,0.015,0.035,0.036,0.045
875.761,0.008,0.021,0.012,0.006,0.017,0,0.015,0.005,0.015,0.036,0.036,0.046
875.935,0.008,0.021,0.012,0.006,0.017,0,0.016,0.006,0.016,0.036,0.036,0.046
876.109,0.009,0.021,0.013,0.007,0.017,0,0.016,0.006,0.016,0.037,0.037,0.047
876.283,0.009,0.02,0.013,0.006,0.017,0,0.016,0.006,0.016,0.037,0.037,0.047
876.457,0.009,0.02,0.013,0.006,0.017,0,0.016,0.007,0.017,0.037,0.037,0.047
876.632,0.009,0.02,0.013,0.006,0.017,0,0.017,0.007,0.017,0.038,0.038,0.048
876.806,0.01,0.02,0.013,0.006,0.017,0,0.017,0.007,0.018,0.038,0.038,0.048
876.98,0.01,0.02,0.013,0.006,0.017,0,0.017,0.007,0.018,0.038,0.038,0.048
877.154,0.01,0.021,0.013,0.007,0.017,0,0.018,0.007,0.018,0.038,0.038,0.048
877.328,0.01,0.021,0.013,0.007,0.017,0,0.017,0.007,0.018,0.038,0.038,0.048
